Lower layer Super Output Areas Code,Workday Population Density (per square kilometre)
E01004127,7504.9
E01004139,8020.7
E01004148,7373.4
E01004150,10917
E01004162,9235.1
E01004163,6252.3
E01004170,8826.1
E01004122,4832.2
E01004135,4223.3
E01004194,7628.1
E01004175,5057.6
E01004167,8218.4
E01004164,5615.2
E01004157,4132.3
E01004081,7926
E01004138,8963.9
E01004154,3828.1
E01004158,5872.5
E01004166,5725.3
E01004103,8752.8
E01004115,7107.1
E01004134,7287.7
E01004136,5387.2
E01004160,5983.2
E01004168,5476
E01004177,8277.9
E01004189,4937.5
E01004195,6821.4
E01004077,5276.5
E01004079,3322.9
E01004083,4924.7
E01004101,5000
E01004104,4000.5
E01004129,5935
E01004131,7142.9
E01004146,7342.4
E01004159,4078
E01004165,6340.4
E01004102,3865.2
E01004119,4749.8
E01004145,3960.3
E01004176,7653.6
E01004179,6357.7
E01004184,4627.1
E01004118,8165.1
E01004178,11965.2
E01004099,4176.5
E01004100,4944.5
E01004120,4094.5
E01004161,3606.9
E01004156,8696.5
E01004094,6115.1
E01004137,11001.3
E01004153,9623.8
E01004186,4680.9
E01004078,4874.5
E01004087,3465.4
E01004116,4115.5
E01004123,4860
E01004147,5259.9
E01004091,9219.5
E01004097,4763
E01004088,3542.3
E01004105,4447.3
E01004109,2030.1
E01004111,3133.4
E01004144,3577.4
E01004192,4059.5
E01004193,6334.5
E01004093,4124.1
E01004095,4532.9
E01004110,7372
E01004130,3954.1
E01004152,8422.9
E01004171,4041.3
E01004181,5562.7
E01004185,4230.5
E01004112,3066.4
E01004180,3130.7
E01004092,2851.4
E01004106,1952.6
E01004084,2497.5
E01004086,3927.7
E01004114,1024.2
E01004085,1774.2
E01032623,2046.7
E01004076,1430.1
E01004108,443.2
E01004198,16073.7
E01004199,20101.4
E01004200,23240.4
E01004202,19563.3
E01004204,19739.6
E01004207,19081.6
E01004209,14701.5
E01004212,25353.1
E01004214,19896.3
E01032767,25800.4
E01004326,23436.8
E01004324,18713.9
E01004323,21824.6
E01004316,28119.7
E01004311,19304.2
E01004310,26699.3
E01004308,17407
E01004305,21030.7
E01004304,22412.5
E01004302,29818.9
E01004300,22222.2
E01004298,17704
E01004295,20061.5
E01004287,21868.4
E01004275,16460
E01004272,26276.4
E01004268,36885.9
E01004266,16041.4
E01004264,19013.2
E01004263,14576.7
E01004260,16880.7
E01004258,13618.4
E01004255,16304.6
E01004251,17690.5
E01004247,19714.3
E01004244,16480
E01004243,13113.2
E01004240,15824.7
E01004237,20061.3
E01004236,13957.1
E01004235,25793.5
E01004233,21612.5
E01004231,17162.5
E01004230,11880.9
E01004229,14725.7
E01004226,24967.7
E01032768,16351.9
E01032770,42151
E01032772,26474.2
E01032776,23005.1
E01032779,40339
E01032784,21298.3
E01032785,28544
E01032786,23344.8
E01035658,11970.2
E01035660,16499.1
E01035661,25528.1
E01035662,30138.4
E01035663,13640.1
E01035666,28126.1
E01035669,18707
E01035671,31642
E01035672,21300.7
E01035673,40807.2
E01035674,14358.7
E01035675,23298.5
E01035677,21542.9
E01035680,20035.5
E01035682,22504.3
E01035683,23988.1
E01035684,25876.3
E01035685,25155.6
E01035686,31377.7
E01035687,29262.9
E01035688,65370.4
E01035689,31657.4
E01035690,27207.9
E01035692,20949.2
E01035693,16793.2
E01035695,17069.6
E01035698,76451.6
E01035699,68972
E01035700,74172.2
E01035701,47500
E01035703,24124
E01035704,76029.4
E01035706,15956.7
E01004201,11286.6
E01004206,15812.7
E01004232,9037.8
E01004239,16413.9
E01004257,15743.8
E01004271,21501.6
E01004274,19705.5
E01004276,21430.3
E01004283,12288.4
E01004288,17801.6
E01004289,16285.7
E01004296,16940.7
E01004301,15268.9
E01004312,19784.2
E01004313,25060.8
E01004319,25300.7
E01032769,13205.1
E01032775,28550.7
E01032777,25505.6
E01032782,29674.5
E01032787,19274.3
E01035667,14033.4
E01035678,20339.8
E01035681,17215.4
E01035697,15481.1
E01004205,16291.6
E01004245,11769.4
E01004315,16977
E01004306,19786.5
E01004292,10373.1
E01004291,16337.4
E01004290,21414.6
E01004281,12464.2
E01004256,14284.7
E01004241,12611.3
E01004222,17496.4
E01004216,16183
E01004211,11184
E01032765,17975.3
E01032781,29758.8
E01035664,18198.6
E01035665,10900.4
E01035676,13203.2
E01035679,13028.1
E01035694,20225.3
E01035696,14711.3
E01004259,20450.1
E01004267,9900.4
E01004297,15153.3
E01004322,75966.1
E01032774,9451.2
E01035659,10823.6
E01035668,11443.3
E01004248,16355.9
E01004286,14634.6
E01004228,13317.6
E01004219,13413.5
E01004203,19638.8
E01032783,13154.7
E01035657,5526.8
E01004321,27476
E01035691,16103.6
E01004280,13798.1
E01004307,26301.8
E01035670,18939
E01035705,12425.1
E01004249,11391.6
E01004208,17954.3
E01004221,14842.3
E01004309,26506.3
E01004218,11586.5
E01004270,7672.1
E01032771,41975.5
E01032780,9580
E01004217,5329.5
E01004293,9811.7
E01004303,12283.4
E01035702,6734.9
E01004234,3973.1
E01004223,3126.3
E01004277,19469.2
E01032764,8347.2
E01004460,12316.5
E01004449,9254.8
E01004447,11876.9
E01004446,17037.9
E01004443,14898.9
E01004442,10469.6
E01004411,14596.8
E01004396,14573.2
E01004376,13005.5
E01004373,15400.2
E01004372,13458.4
E01004371,12341.6
E01004365,20042
E01004339,13794.4
E01004338,16622.8
E01004337,12355.5
E01004334,15056
E01004333,14128.3
E01004331,12372.9
E01004330,13546.7
E01034486,16392.1
E01034487,17852.9
E01034488,17077.6
E01004327,12256.4
E01004328,15736.4
E01004329,13083.5
E01004332,13249.3
E01004346,8265.8
E01004368,14282.7
E01004369,14602
E01004374,11679.6
E01004375,13387.5
E01004382,12415.5
E01004407,15422.6
E01004408,12378.9
E01004428,10372.9
E01004459,12054.1
E01004463,12207.5
E01004465,12156.5
E01004466,11320.2
E01034485,13315.5
E01004370,14514
E01004462,15472.1
E01004471,11855.1
E01004470,13965.4
E01004464,13972
E01004441,10053.5
E01004439,9832.9
E01004435,12070.5
E01004432,9312
E01004425,13368.4
E01004423,13794.2
E01004421,13663.8
E01004420,13276.3
E01004405,12062.4
E01004397,14247.6
E01004394,13737.5
E01004378,7720.4
E01004367,11348.8
E01004335,12268.6
E01004393,11396.2
E01004404,15262.1
E01004406,12256.6
E01004414,5978
E01004426,11763.8
E01004437,9498.3
E01004458,13636.4
E01004345,9739.3
E01004347,8439.1
E01004454,8026.5
E01004456,6966.4
E01004388,6781.8
E01004383,5923.3
E01004359,6560.4
E01004355,5549.2
E01004336,5850.3
E01004341,12082.5
E01004363,16316.5
E01004418,7738.6
E01004419,8410.7
E01004451,7293.5
E01004457,13643.8
E01004343,5698.1
E01004357,4527.4
E01004400,9090.9
E01004402,8210.1
E01004415,5149.8
E01004444,12785.1
E01004445,10799.5
E01004452,8537.3
E01004358,6586.2
E01004360,4725.7
E01004413,4557.1
E01004340,6067.6
E01004348,11618.4
E01004379,11300.2
E01004384,7225.7
E01004412,10564.7
E01004436,6635.2
E01004361,5329.8
E01004430,6310.3
E01004438,9802.2
E01004440,9179.7
E01004387,4499.8
E01004424,10004.6
E01004453,5123
E01004469,7390.5
E01004342,7289.9
E01004389,3898.7
E01004392,12329.7
E01004450,4255
E01004350,5726.1
E01004354,7402.6
E01004364,11197.2
E01004366,5895.1
E01004390,4006.8
E01004398,3925.1
E01004403,6217.6
E01004417,6502.5
E01004434,6182
E01004427,4390.8
E01004409,11150.2
E01004386,3600.3
E01004410,9546.4
E01004455,5257.1
E01004344,4372.4
E01004448,3531.9
E01004351,3347.1
E01004353,2593.1
E01004385,2545.9
E01004467,10684.9
E01004429,4507.1
E01004399,2055
E01004377,1736
E01004380,3499.3
E01004381,8169.4
E01004356,3154.8
E01004416,3623.8
E01004468,2451.6
E01004349,2093
E01004395,931.3
E01004362,1741.5
E01004401,2722.2
E01004422,2937.1
E01004352,1359.3
E01004391,2694.2
E01004490,11323.9
E01004512,12031.3
E01004513,13608.9
E01004531,16693.6
E01004532,13580.9
E01004535,19647.5
E01004538,17080
E01004541,15574.3
E01004542,10932.5
E01004580,17610.7
E01004596,13375.7
E01004599,12779.8
E01004611,12559.1
E01004627,13108.7
E01004633,15253.6
E01004637,7949.3
E01004587,17043.6
E01004586,17729.4
E01004584,26124
E01004577,13939.7
E01004566,14994.7
E01004565,15771.4
E01004557,17403
E01004546,13842.8
E01004544,13651.4
E01004539,13720.6
E01004527,14711.2
E01004521,13497.9
E01004518,12452.5
E01004488,10732.8
E01004487,11863.1
E01004481,14888
E01004480,18187.6
E01004478,15031.8
E01004475,12316.5
E01033100,16777.6
E01033135,11192.8
E01035488,19686.3
E01035489,25289.1
E01035492,29422.4
E01035494,26454.7
E01035495,27980.1
E01035497,21452.4
E01004473,14319.9
E01004482,10886.1
E01004485,13101
E01004491,10302
E01004494,14416.9
E01004495,12792.9
E01004498,13828.5
E01004508,14861.7
E01004516,8381.7
E01004520,10580
E01004522,12527.8
E01004530,10978.7
E01004540,14278.5
E01004549,12380.2
E01004550,11694.4
E01004555,12112.8
E01004556,16556.2
E01004567,15647.2
E01004570,13650.3
E01004579,15732.5
E01004588,15113.5
E01004589,16945.3
E01004591,15814.5
E01004598,13426.8
E01004608,15873.2
E01004612,12433.6
E01004614,12039.4
E01004616,13960.3
E01004618,11604.1
E01004620,13787.3
E01004631,10253.6
E01004634,10170.5
E01004640,8935
E01004643,10262
E01004645,11654
E01035499,11911.9
E01004497,9059.9
E01004515,13511.5
E01004536,12929.1
E01004592,14530.3
E01004594,10327.1
E01004597,11725.1
E01004606,15661.6
E01004607,10142.9
E01004628,11976.3
E01004630,11723.8
E01004585,13724.9
E01004582,16448.7
E01004563,12619.7
E01004559,7598.9
E01004524,11247.2
E01004472,11945.1
E01033133,18039.9
E01035493,12595.2
E01004479,10048.5
E01004489,6479
E01004501,7639.6
E01004502,10056.3
E01004505,6782.1
E01004525,18681
E01004528,11947.8
E01004529,14351
E01004533,13942.9
E01004545,15265.7
E01004551,11309.2
E01004571,11933.1
E01004602,12046.3
E01004623,9664.7
E01004635,10735.3
E01004641,7461.5
E01004613,17547.2
E01004590,11042.7
E01004547,10534.9
E01035491,7191.6
E01004504,6075.1
E01004511,10774.5
E01004514,12149
E01004581,14872.9
E01004622,10884.4
E01004632,4253.2
E01004553,7764.4
E01004526,16486.5
E01004503,7277.8
E01004506,11737.6
E01004537,13998.3
E01004548,11977.1
E01004552,24146.3
E01004583,12453.6
E01004636,7932.2
E01033099,15794
E01004493,13921.1
E01004500,11388
E01004519,10412.4
E01004574,7829
E01004593,9483
E01004615,7997.8
E01004629,6489.1
E01004543,8196.6
E01004477,7689.7
E01035498,7003.8
E01004474,19871.4
E01004476,10400.6
E01004496,12302
E01004517,12519.8
E01004610,5707.3
E01004625,4670.4
E01004642,7804.5
E01004644,6381.7
E01004486,4339.8
E01004499,10929.9
E01004510,10481.9
E01004534,7112.8
E01004568,7550.9
E01004601,7157.4
E01004639,7175.2
E01033098,5794
E01004484,4097.8
E01004523,4524.9
E01004605,8447.7
E01035496,12140.4
E01004492,7803.9
E01033132,13994.7
E01004507,12573.2
E01004558,8409.9
E01004595,8652.7
E01004609,17151.2
E01004626,6227.9
E01004638,4800.7
E01004564,8091.6
E01004569,7639.9
E01004554,3513.2
E01004624,3734.8
E01004575,3443.7
E01004576,4753.3
E01004617,27582.9
E01004572,1896
E01004604,3826.3
E01004621,3847.5
E01004483,3934.4
E01004619,2326.2
E01035490,9953.7
E01004560,2631.8
E01004573,961.5
E01004651,18360
E01004652,34680.9
E01004653,20726.9
E01004674,19043.3
E01004676,19756.7
E01004677,21603.4
E01004693,15422.3
E01004694,16552.7
E01004695,24039.1
E01004696,17811.1
E01004698,14235.3
E01004699,19794.2
E01004700,23721.7
E01004701,17891.4
E01004705,18272.3
E01004710,15089.2
E01004711,22848.1
E01004719,16157
E01004722,27267.1
E01004728,16915.9
E01004729,21867.8
E01004754,21879.5
E01004756,20942.8
E01004757,12330.1
E01004760,19636.9
E01032513,19137
E01004753,25439.2
E01004752,30529.2
E01004748,24833.9
E01004746,25308.6
E01004743,30571.4
E01004742,25781.6
E01004741,22522.2
E01004740,24877
E01004737,14306.9
E01004732,32106
E01004724,26096.7
E01004686,23990.5
E01004684,18551.8
E01004680,14029.9
E01004670,29265.9
E01004668,21672.7
E01004665,26359.8
E01004660,27738.6
E01004659,28028
E01033593,22413.4
E01033597,22658.7
E01033599,18115.5
E01033601,31727.9
E01033602,25955.2
E01033603,30241
E01033605,21696.1
E01035715,21189.7
E01004654,23113.4
E01004656,11731.7
E01004675,22175.4
E01004678,19044.9
E01004679,24300.7
E01004682,23394
E01004683,11039.3
E01004697,21588.4
E01004707,13754.8
E01004708,18029.6
E01004709,18412.2
E01004715,33794.4
E01004718,20730.7
E01004723,19615.4
E01004744,21497.2
E01004747,22465.4
E01004749,22897.6
E01004751,20803.8
E01033598,27777.8
E01033604,20984.7
E01035717,15634.1
E01004702,17772.4
E01004706,9390.7
E01004712,23755
E01004657,17334.9
E01035719,21980.6
E01004647,8053.3
E01004681,17286.7
E01004703,9884.5
E01004720,16105
E01004721,14813.2
E01004755,25056.5
E01004663,19417.5
E01035720,13276.8
E01035722,17242.2
E01004692,9741.9
E01004717,30933.1
E01004726,13787.7
E01004662,16104.9
E01004661,25282.6
E01004658,27994.1
E01035721,15168.3
E01004649,13071.8
E01004650,9920.5
E01004669,21013.9
E01004716,18286.7
E01004750,18863.7
E01004646,7819.4
E01033594,43569.7
E01032512,14824.5
E01004648,10243.1
E01004713,35411.2
E01004714,36962.9
E01004765,43938.8
E01004725,6621.5
E01004687,9433
E01004690,9792.6
E01004691,9613.1
E01004730,3713.9
E01004762,19358.8
E01004734,33334.4
E01004763,35745.9
E01004735,23567.1
E01004733,27379.3
E01004761,24796.2
E01004727,2155.7
E01035716,37822.5
E01004731,14911.9
E01004736,14806.8
E01035718,2372.2
