Lower layer Super Output Areas Code,Sex (2 categories),Observation
E01004030,Male,751
E01004031,Female,1268
E01004031,Male,1333
E01004032,Female,717
E01004032,Male,781
E01004033,Female,1250
E01004033,Male,1167
E01004034,Female,862
E01004034,Male,740
E01004035,Female,714
E01004035,Male,712
E01004036,Female,1117
E01004036,Male,997
E01004037,Female,1018
E01004037,Male,1007
E01004038,Female,1282
E01004038,Male,1117
E01004039,Female,777
E01004039,Male,766
E01004040,Female,1013
E01004040,Male,872
E01004041,Female,816
E01004041,Male,816
E01004042,Female,1022
E01004042,Male,935
E01004043,Female,664
E01004043,Male,692
E01004044,Female,737
E01004044,Male,704
E01004045,Female,835
E01004045,Male,752
E01004046,Female,807
E01004046,Male,754
E01004047,Female,901
E01004047,Male,742
E01004048,Female,907
E01004048,Male,720
E01004049,Female,672
E01004049,Male,673
E01004050,Female,717
E01004050,Male,672
E01004051,Female,667
E01004051,Male,618
E01004052,Female,882
E01004052,Male,865
E01004053,Female,883
E01004053,Male,991
E01004054,Female,736
E01004054,Male,794
E01004055,Female,690
E01004055,Male,641
E01004056,Female,1152
E01004056,Male,1165
E01004057,Female,1132
E01004057,Male,1108
E01004058,Female,809
E01004058,Male,886
E01004059,Female,972
E01004059,Male,1098
E01004060,Female,1000
E01004060,Male,969
E01004061,Female,859
E01004061,Male,799
E01004062,Female,1179
E01004062,Male,1035
E01004063,Female,1000
E01004063,Male,880
E01004064,Female,1032
E01004064,Male,909
E01004065,Female,797
E01004065,Male,711
E01004066,Female,1085
E01004066,Male,1006
E01004067,Female,1160
E01004067,Male,1052
E01004068,Female,1036
E01004068,Male,870
E01004069,Female,665
E01004069,Male,629
E01004070,Female,996
E01004070,Male,956
E01004071,Female,799
E01004071,Male,728
E01004072,Female,844
E01004072,Male,830
E01004073,Female,990
E01004073,Male,905
E01004074,Female,887
E01004074,Male,819
E01004075,Female,888
E01004075,Male,825
E01004076,Female,835
E01004076,Male,793
E01004077,Female,809
E01004077,Male,817
E01004078,Female,908
E01004078,Male,855
E01004079,Female,694
E01004079,Male,697
E01004080,Female,721
E01004080,Male,673
E01004081,Female,861
E01004081,Male,782
E01004082,Female,711
E01004082,Male,678
E01004083,Female,790
E01004083,Male,712
E01004084,Female,750
E01004084,Male,699
E01004085,Female,823
E01004085,Male,786
E01004086,Female,1017
E01004086,Male,998
E01004087,Female,778
E01004087,Male,787
E01004088,Female,1027
E01004088,Male,912
E01004089,Female,714
E01004089,Male,631
E01004090,Female,712
E01004090,Male,632
E01004091,Female,653
E01004091,Male,629
E01004092,Female,760
E01004092,Male,747
E01004093,Female,887
E01004093,Male,831
E01004094,Female,971
E01004094,Male,894
E01004095,Female,774
E01004095,Male,788
E01004096,Female,781
E01004096,Male,780
E01004097,Female,856
E01004097,Male,800
E01004098,Female,662
E01004098,Male,636
E01004099,Female,869
E01004099,Male,748
E01004100,Female,772
E01004100,Male,755
E01004101,Female,745
E01004101,Male,664
E01004102,Female,778
E01004102,Male,737
E01004103,Female,947
E01004103,Male,829
E01004104,Female,808
E01004104,Male,759
E01004105,Female,951
E01004105,Male,923
E01004106,Female,837
E01004106,Male,789
E01004107,Female,861
E01004107,Male,762
E01004108,Female,971
E01004108,Male,994
E01004109,Female,871
E01004109,Male,843
E01004110,Female,1058
E01004110,Male,981
E01004111,Female,893
E01004111,Male,795
E01004112,Female,871
E01004112,Male,796
E01004114,Female,919
E01004114,Male,861
E01004115,Female,933
E01004115,Male,905
E01004116,Female,829
E01004116,Male,757
E01004117,Female,723
E01004117,Male,709
E01004118,Female,931
E01004118,Male,879
E01004119,Female,728
E01004119,Male,713
E01004120,Female,772
E01004120,Male,742
E01004121,Female,798
E01004121,Male,786
E01004122,Female,701
E01004122,Male,689
E01004123,Female,1186
E01004123,Male,1093
E01004124,Female,1043
E01004124,Male,964
E01004125,Female,833
E01004125,Male,776
E01004126,Female,855
E01004126,Male,712
E01004127,Female,965
E01004127,Male,879
E01004128,Female,765
E01004128,Male,682
E01004129,Female,997
E01004129,Male,891
E01004130,Female,894
E01004130,Male,870
E01004131,Female,993
E01004131,Male,895
E01004132,Female,756
E01004132,Male,730
E01004133,Female,783
E01004133,Male,781
E01004134,Female,834
E01004134,Male,776
E01004135,Female,760
E01004135,Male,693
E01004136,Female,780
E01004136,Male,785
E01004137,Female,1312
E01004137,Male,1244
E01004138,Female,922
E01004138,Male,886
E01004139,Female,787
E01004139,Male,756
E01004140,Female,945
E01004140,Male,936
E01004141,Female,967
E01004141,Male,858
E01004143,Female,800
E01004143,Male,733
E01004144,Female,880
E01004144,Male,890
E01004145,Female,1198
E01004145,Male,1082
E01004146,Female,1028
E01004146,Male,955
E01004147,Female,834
E01004147,Male,748
E01004148,Female,914
E01004148,Male,906
E01004149,Female,956
E01004149,Male,905
E01004150,Female,1033
E01004150,Male,953
E01004151,Female,989
E01004151,Male,977
E01004152,Female,951
E01004152,Male,823
E01004153,Female,961
E01004153,Male,967
E01004154,Female,722
E01004154,Male,763
E01004155,Female,1002
E01004155,Male,904
E01004156,Female,1041
E01004156,Male,979
E01004157,Female,671
E01004157,Male,625
E01004158,Female,843
E01004158,Male,762
E01004159,Female,841
E01004159,Male,811
E01004160,Female,853
E01004160,Male,797
E01004161,Female,814
E01004161,Male,704
E01004162,Female,879
E01004162,Male,815
E01004163,Female,892
E01004163,Male,837
E01004164,Female,729
E01004164,Male,714
E01004165,Female,931
E01004165,Male,848
E01004166,Female,832
E01004166,Male,735
E01004167,Female,868
E01004167,Male,764
E01004168,Female,828
E01004168,Male,783
E01004169,Female,954
E01004169,Male,852
E01004170,Female,1124
E01004170,Male,1083
E01004171,Female,819
E01004171,Male,790
E01004172,Female,1001
E01004172,Male,940
E01004173,Female,719
E01004173,Male,646
E01004174,Female,775
E01004174,Male,798
E01004175,Female,895
E01004175,Male,842
E01004176,Female,777
E01004176,Male,749
E01004177,Female,1023
E01004177,Male,781
E01004178,Female,1208
E01004178,Male,1160
E01004179,Female,814
E01004179,Male,803
E01004180,Female,894
E01004180,Male,867
E01004181,Female,920
E01004181,Male,812
E01004182,Female,915
E01004182,Male,852
E01004183,Female,943
E01004183,Male,832
E01004184,Female,897
E01004184,Male,808
E01004185,Female,1097
E01004185,Male,1020
E01004186,Female,869
E01004186,Male,852
E01004187,Female,809
E01004187,Male,867
E01004189,Female,1097
E01004189,Male,1018
E01004190,Female,681
E01004190,Male,706
E01004191,Female,953
E01004191,Male,933
E01004192,Female,998
E01004192,Male,866
E01004193,Female,1477
E01004193,Male,1368
E01004194,Female,828
E01004194,Male,768
E01004195,Female,876
E01004195,Male,819
E01004196,Female,817
E01004196,Male,760
E01004198,Female,778
E01004198,Male,712
E01004199,Female,866
E01004199,Male,829
E01004200,Female,759
E01004200,Male,743
E01004201,Female,901
E01004201,Male,788
E01004202,Female,1043
E01004202,Male,975
E01004203,Female,912
E01004203,Male,896
E01004204,Female,944
E01004204,Male,924
E01004205,Female,1052
E01004205,Male,1151
E01004206,Female,705
E01004206,Male,759
E01004207,Female,710
E01004207,Male,716
E01004208,Female,878
E01004208,Male,1100
E01004209,Female,711
E01004209,Male,676
E01004211,Female,809
E01004211,Male,820
E01004212,Female,1137
E01004212,Male,1094
E01004214,Female,855
E01004214,Male,765
E01004216,Female,866
E01004216,Male,922
E01004217,Female,1074
E01004217,Male,1003
E01004218,Female,996
E01004218,Male,931
E01004219,Female,1371
E01004219,Male,1350
E01004221,Female,944
E01004221,Male,1031
E01004222,Female,1437
E01004222,Male,1293
E01004223,Female,1137
E01004223,Male,1077
E01004226,Female,1211
E01004226,Male,1196
E01004228,Female,991
E01004228,Male,956
E01004229,Female,729
E01004229,Male,690
E01004230,Female,1170
E01004230,Male,976
E01004231,Female,839
E01004231,Male,807
E01004232,Female,898
E01004232,Male,890
E01004233,Female,1087
E01004233,Male,1116
E01004234,Female,1200
E01004234,Male,1361
E01004235,Female,624
E01004235,Male,688
E01004236,Female,767
E01004236,Male,793
E01004237,Female,783
E01004237,Male,747
E01004239,Female,956
E01004239,Male,817
E01004240,Female,867
E01004240,Male,817
E01004241,Female,879
E01004241,Male,793
E01004243,Female,752
E01004243,Male,801
E01004244,Female,988
E01004244,Male,1061
E01004245,Female,1449
E01004245,Male,1517
E01004247,Female,1300
E01004247,Male,1340
E01004248,Female,1018
E01004248,Male,870
E01004249,Female,1176
E01004249,Male,1263
E01004251,Female,1248
E01004251,Male,1330
E01004255,Female,754
E01004255,Male,832
E01004256,Female,820
E01004256,Male,868
E01004257,Female,1122
E01004257,Male,1112
E01004258,Female,675
E01004258,Male,797
E01004259,Female,877
E01004259,Male,876
E01004260,Female,906
E01004260,Male,879
E01004263,Female,692
E01004263,Male,689
E01004264,Female,711
E01004264,Male,730
E01004266,Female,755
E01004266,Male,697
E01004267,Female,1078
E01004267,Male,1121
E01004268,Female,847
E01004268,Male,921
E01004270,Female,1162
E01004270,Male,1258
E01004271,Female,1192
E01004271,Male,1271
E01004272,Female,1333
E01004272,Male,1335
E01004274,Female,1015
E01004274,Male,941
E01004275,Female,1290
E01004275,Male,1223
E01004276,Female,1006
E01004276,Male,1046
E01004277,Female,746
E01004277,Male,845
E01004280,Female,973
E01004280,Male,981
E01004281,Female,1013
E01004281,Male,978
E01004283,Female,1106
E01004283,Male,1078
E01004286,Female,1263
E01004286,Male,1214
E01004287,Female,1108
E01004287,Male,1142
E01004288,Female,968
E01004288,Male,884
E01004289,Female,968
E01004289,Male,966
E01004290,Female,958
E01004290,Male,1016
E01004291,Female,898
E01004291,Male,1013
E01004292,Female,799
E01004292,Male,873
E01004293,Female,964
E01004293,Male,1023
E01004295,Female,1001
E01004295,Male,1002
E01004296,Female,1139
E01004296,Male,1291
E01004297,Female,956
E01004297,Male,961
E01004298,Female,802
E01004298,Male,802
E01004300,Female,740
E01004300,Male,710
E01004301,Female,682
E01004301,Male,738
E01004302,Female,804
E01004302,Male,865
E01004303,Female,1403
E01004303,Male,1468
E01004304,Female,1037
E01004304,Male,1099
E01004305,Female,942
E01004305,Male,922
E01004306,Female,952
E01004306,Male,890
E01004307,Female,1109
E01004307,Male,1227
E01004308,Female,692
E01004308,Male,749
E01004309,Female,1394
E01004309,Male,1401
E01004310,Female,921
E01004310,Male,1100
E01004311,Female,966
E01004311,Male,879
E01004312,Female,782
E01004312,Male,740
E01004313,Female,1071
E01004313,Male,1054
E01004315,Female,809
E01004315,Male,771
E01004316,Female,493
E01004316,Male,546
E01004319,Female,1232
E01004319,Male,1274
E01004321,Female,1070
E01004321,Male,1076
E01004322,Female,690
E01004322,Male,711
E01004323,Female,784
E01004323,Male,843
E01004324,Female,773
E01004324,Male,826
E01004326,Female,987
E01004326,Male,900
E01004327,Female,820
E01004327,Male,686
E01004328,Female,920
E01004328,Male,948
E01004329,Female,908
E01004329,Male,902
E01004330,Female,871
E01004330,Male,806
E01004331,Female,836
E01004331,Male,821
E01004332,Female,913
E01004332,Male,1032
E01004333,Female,846
E01004333,Male,850
E01004334,Female,813
E01004334,Male,1079
E01004335,Female,938
E01004335,Male,802
E01004336,Female,734
E01004336,Male,821
E01004337,Female,888
E01004337,Male,853
E01004338,Female,947
E01004338,Male,1073
E01004339,Female,927
E01004339,Male,954
E01004340,Female,984
E01004340,Male,896
E01004341,Female,931
E01004341,Male,1004
E01004342,Female,1086
E01004342,Male,1005
E01004343,Female,963
E01004343,Male,908
E01004344,Female,976
E01004344,Male,928
E01004345,Female,911
E01004345,Male,881
E01004346,Female,939
E01004346,Male,857
E01004347,Female,1119
E01004347,Male,1065
E01004348,Female,1478
E01004348,Male,1468
E01004349,Female,788
E01004349,Male,759
E01004350,Female,967
E01004350,Male,934
E01004351,Female,840
E01004351,Male,805
E01004352,Female,961
E01004352,Male,923
E01004353,Female,961
E01004353,Male,854
E01004354,Female,1014
E01004354,Male,951
E01004355,Female,880
E01004355,Male,810
E01004356,Female,865
E01004356,Male,830
E01004357,Female,810
E01004357,Male,773
E01004358,Female,1005
E01004358,Male,947
E01004359,Female,889
E01004359,Male,823
E01004360,Female,662
E01004360,Male,672
E01004361,Female,694
E01004361,Male,689
E01004362,Female,810
E01004362,Male,798
E01004363,Female,832
E01004363,Male,834
E01004364,Female,1012
E01004364,Male,972
E01004365,Female,1256
E01004365,Male,1286
E01004366,Female,960
E01004366,Male,976
E01004367,Female,763
E01004367,Male,844
E01004368,Female,1209
E01004368,Male,1240
E01004369,Female,914
E01004369,Male,843
E01004370,Female,1106
E01004370,Male,999
E01004371,Female,834
E01004371,Male,813
E01004372,Female,840
E01004372,Male,805
E01004373,Female,875
E01004373,Male,925
E01004374,Female,1005
E01004374,Male,962
E01004375,Female,1003
E01004375,Male,930
E01004376,Female,919
E01004376,Male,972
E01004377,Female,934
E01004377,Male,903
E01004378,Female,942
E01004378,Male,907
E01004379,Female,992
E01004379,Male,936
E01004380,Female,902
E01004380,Male,897
E01004381,Female,988
E01004381,Male,997
E01004382,Female,947
E01004382,Male,806
E01004383,Female,871
E01004383,Male,816
E01004384,Female,1084
E01004384,Male,918
E01004385,Female,854
E01004385,Male,680
E01004386,Female,863
E01004386,Male,835
E01004387,Female,744
E01004387,Male,695
E01004388,Female,845
E01004388,Male,814
E01004389,Female,909
E01004389,Male,822
E01004390,Female,840
E01004390,Male,760
E01004391,Female,1300
E01004391,Male,1024
E01004392,Female,1290
E01004392,Male,1275
E01004393,Female,870
E01004393,Male,821
E01004394,Female,1028
E01004394,Male,975
E01004395,Female,868
E01004395,Male,832
E01004396,Female,995
E01004396,Male,1000
E01004397,Female,1466
E01004397,Male,1441
E01004398,Female,1046
E01004398,Male,983
E01004399,Female,998
E01004399,Male,892
E01004400,Female,979
E01004400,Male,919
E01004401,Female,1182
E01004401,Male,1186
E01004402,Female,977
E01004402,Male,893
E01004403,Female,1352
E01004403,Male,1236
E01004404,Female,1503
E01004404,Male,1351
E01004405,Female,859
E01004405,Male,857
E01004406,Female,904
E01004406,Male,942
E01004407,Female,838
E01004407,Male,795
E01004408,Female,900
E01004408,Male,832
E01004409,Female,949
E01004409,Male,825
E01004410,Female,953
E01004410,Male,892
E01004411,Female,1004
E01004411,Male,977
E01004412,Female,939
E01004412,Male,848
E01004413,Female,804
E01004413,Male,741
E01004414,Female,951
E01004414,Male,863
E01004415,Female,822
E01004415,Male,795
E01004416,Female,906
E01004416,Male,922
E01004417,Female,963
E01004417,Male,923
E01004418,Female,944
E01004418,Male,836
E01004419,Female,1320
E01004419,Male,1332
E01004420,Female,1074
E01004420,Male,1186
E01004421,Female,1030
E01004421,Male,1102
E01004422,Female,1309
E01004422,Male,1339
E01004423,Female,1033
E01004423,Male,1069
E01004424,Female,1065
E01004424,Male,1055
E01004425,Female,1024
E01004425,Male,965
E01004426,Female,938
E01004426,Male,893
E01004427,Female,985
E01004427,Male,990
E01004428,Female,1130
E01004428,Male,961
E01004429,Female,953
E01004429,Male,879
E01004430,Female,1314
E01004430,Male,1364
E01004432,Female,985
E01004432,Male,948
E01004434,Female,1096
E01004434,Male,1050
E01004435,Female,1069
E01004435,Male,1080
E01004436,Female,808
E01004436,Male,723
E01004437,Female,902
E01004437,Male,890
E01004438,Female,1078
E01004438,Male,1064
E01004439,Female,857
E01004439,Male,779
E01004440,Female,1052
E01004440,Male,1014
E01004441,Female,759
E01004441,Male,768
E01004442,Female,766
E01004442,Male,778
E01004443,Female,1095
E01004443,Male,1140
E01004444,Female,1426
E01004444,Male,1394
E01004445,Female,1048
E01004445,Male,1039
E01004446,Female,1408
E01004446,Male,1260
E01004447,Female,932
E01004447,Male,930
E01004448,Female,978
E01004448,Male,953
E01004449,Female,995
E01004449,Male,897
E01004450,Female,851
E01004450,Male,857
E01004451,Female,961
E01004451,Male,880
E01004452,Female,953
E01004452,Male,934
E01004453,Female,903
E01004453,Male,913
E01004454,Female,1018
E01004454,Male,952
E01004455,Female,904
E01004455,Male,891
E01004456,Female,885
E01004456,Male,799
E01004457,Female,980
E01004457,Male,927
E01004458,Female,1047
E01004458,Male,991
E01004459,Female,900
E01004459,Male,768
E01004460,Female,1021
E01004460,Male,1026
E01004462,Female,1223
E01004462,Male,1131
E01004463,Female,1108
E01004463,Male,939
E01004464,Female,914
E01004464,Male,815
E01004465,Female,807
E01004465,Male,800
E01004466,Female,915
E01004466,Male,804
E01004467,Female,1235
E01004467,Male,1120
E01004468,Female,901
E01004468,Male,878
E01004469,Female,1029
E01004469,Male,897
E01004470,Female,829
E01004470,Male,842
E01004471,Female,895
E01004471,Male,881
E01004472,Female,927
E01004472,Male,855
E01004473,Female,927
E01004473,Male,846
E01004474,Female,1072
E01004474,Male,946
E01004475,Female,760
E01004475,Male,750
E01004476,Female,964
E01004476,Male,847
E01004477,Female,837
E01004477,Male,821
E01004478,Female,797
E01004478,Male,767
E01004479,Female,767
E01004479,Male,745
E01004480,Female,916
E01004480,Male,805
E01004481,Female,912
E01004481,Male,728
E01004482,Female,840
E01004482,Male,717
E01004483,Female,1138
E01004483,Male,963
E01004484,Female,793
E01004484,Male,702
E01004485,Female,927
E01004485,Male,806
E01004486,Female,722
E01004486,Male,703
E01004487,Female,769
E01004487,Male,723
E01004488,Female,715
E01004488,Male,616
E01004489,Female,731
E01004489,Male,635
E01004490,Female,828
E01004490,Male,741
E01004491,Female,1445
E01004491,Male,1064
E01004492,Female,951
E01004492,Male,789
E01004493,Female,1093
E01004493,Male,853
E01004494,Female,920
E01004494,Male,865
E01004495,Female,857
E01004495,Male,728
E01004496,Female,1027
E01004496,Male,903
E01004497,Female,784
E01004497,Male,714
E01004498,Female,889
E01004498,Male,798
E01004499,Female,858
E01004499,Male,752
E01004500,Female,1010
E01004500,Male,917
E01004501,Female,865
E01004501,Male,669
E01004502,Female,855
E01004502,Male,786
E01004503,Female,917
E01004503,Male,785
E01004504,Female,730
E01004504,Male,795
E01004505,Female,872
E01004505,Male,746
E01004506,Female,1169
E01004506,Male,1047
E01004507,Female,1365
E01004507,Male,1220
E01004508,Female,1013
E01004508,Male,989
E01004510,Female,956
E01004510,Male,887
E01004511,Female,849
E01004511,Male,742
E01004512,Female,745
E01004512,Male,709
E01004513,Female,997
E01004513,Male,934
E01004514,Female,936
E01004514,Male,886
E01004515,Female,934
E01004515,Male,750
E01004516,Female,905
E01004516,Male,841
E01004517,Female,1133
E01004517,Male,1129
E01004518,Female,885
E01004518,Male,849
E01004519,Female,929
E01004519,Male,827
E01004520,Female,758
E01004520,Male,645
E01004521,Female,1078
E01004521,Male,958
E01004522,Female,884
E01004522,Male,845
E01004523,Female,840
E01004523,Male,797
E01004524,Female,1014
E01004524,Male,824
E01004525,Female,994
E01004525,Male,932
E01004526,Female,926
E01004526,Male,849
E01004527,Female,897
E01004527,Male,762
E01004528,Female,866
E01004528,Male,787
E01004529,Female,1135
E01004529,Male,968
E01004530,Female,853
E01004530,Male,892
E01004531,Female,970
E01004531,Male,793
E01004532,Female,794
E01004532,Male,647
E01004533,Female,790
E01004533,Male,658
E01004534,Female,1051
E01004534,Male,869
E01004535,Female,1019
E01004535,Male,838
E01004536,Female,1235
E01004536,Male,1115
E01004537,Female,1105
E01004537,Male,965
E01004538,Female,1279
E01004538,Male,1199
E01004539,Female,1100
E01004539,Male,992
E01004540,Female,1164
E01004540,Male,1070
E01004541,Female,925
E01004541,Male,772
E01004542,Female,817
E01004542,Male,755
E01004543,Female,914
E01004543,Male,829
E01004544,Female,837
E01004544,Male,700
E01004545,Female,1044
E01004545,Male,893
E01004546,Female,808
E01004546,Male,692
E01004547,Female,760
E01004547,Male,664
E01004548,Female,1049
E01004548,Male,987
E01004549,Female,879
E01004549,Male,781
E01004550,Female,728
E01004550,Male,633
E01004551,Female,840
E01004551,Male,727
E01004552,Female,1012
E01004552,Male,960
E01004553,Female,926
E01004553,Male,838
E01004554,Female,827
E01004554,Male,830
E01004555,Female,874
E01004555,Male,850
E01004556,Female,844
E01004556,Male,802
E01004557,Female,912
E01004557,Male,816
E01004558,Female,950
E01004558,Male,895
E01004559,Female,798
E01004559,Male,670
E01004560,Female,1000
E01004560,Male,934
E01004563,Female,1130
E01004563,Male,1049
E01004564,Female,995
E01004564,Male,877
E01004565,Female,884
E01004565,Male,779
E01004566,Female,880
E01004566,Male,801
E01004567,Female,1255
E01004567,Male,1110
E01004568,Female,1049
E01004568,Male,714
E01004569,Female,1276
E01004569,Male,1106
E01004570,Female,1024
E01004570,Male,907
E01004571,Female,953
E01004571,Male,892
E01004572,Female,875
E01004572,Male,809
E01004573,Female,862
E01004573,Male,823
E01004574,Female,1200
E01004574,Male,916
E01004575,Female,958
E01004575,Male,930
E01004576,Female,831
E01004576,Male,775
E01004577,Female,986
E01004577,Male,862
E01004579,Female,954
E01004579,Male,917
E01004580,Female,1158
E01004580,Male,956
E01004581,Female,986
E01004581,Male,795
E01004582,Female,1126
E01004582,Male,1077
E01004583,Female,949
E01004583,Male,761
E01004584,Female,953
E01004584,Male,773
E01004585,Female,1012
E01004585,Male,814
E01004586,Female,992
E01004586,Male,905
E01004587,Female,922
E01004587,Male,898
E01004588,Female,1027
E01004588,Male,987
E01004589,Female,907
E01004589,Male,891
E01004590,Female,931
E01004590,Male,919
E01004591,Female,1007
E01004591,Male,894
E01004592,Female,905
E01004592,Male,780
E01004593,Female,1026
E01004593,Male,912
E01004594,Female,918
E01004594,Male,783
E01004595,Female,983
E01004595,Male,818
E01004596,Female,839
E01004596,Male,778
E01004597,Female,1017
E01004597,Male,872
E01004598,Female,1109
E01004598,Male,1037
E01004599,Female,825
E01004599,Male,741
E01004601,Female,1272
E01004601,Male,1192
E01004602,Female,845
E01004602,Male,802
E01004604,Female,814
E01004604,Male,747
E01004605,Female,968
E01004605,Male,854
E01004606,Female,864
E01004606,Male,810
E01004607,Female,881
E01004607,Male,748
E01004608,Female,881
E01004608,Male,788
E01004609,Female,1144
E01004609,Male,992
E01004610,Female,1024
E01004610,Male,960
E01004611,Female,838
E01004611,Male,709
E01004612,Female,833
E01004612,Male,769
E01004613,Female,864
E01004613,Male,830
E01004614,Female,1060
E01004614,Male,911
E01004615,Female,904
E01004615,Male,741
E01004616,Female,1059
E01004616,Male,837
E01004617,Female,1022
E01004617,Male,887
E01004618,Female,810
E01004618,Male,700
E01004619,Female,711
E01004619,Male,645
E01004620,Female,854
E01004620,Male,842
E01004621,Female,891
E01004621,Male,828
E01004622,Female,576
E01004622,Male,1272
E01004623,Female,934
E01004623,Male,838
E01004624,Female,822
E01004624,Male,752
E01004625,Female,688
E01004625,Male,626
E01004626,Female,964
E01004626,Male,882
E01004627,Female,843
E01004627,Male,745
E01004628,Female,1141
E01004628,Male,1199
E01004629,Female,830
E01004629,Male,763
E01004630,Female,977
E01004630,Male,782
E01004631,Female,1005
E01004631,Male,879
E01004632,Female,805
E01004632,Male,710
E01004633,Female,899
E01004633,Male,756
E01004634,Female,808
E01004634,Male,672
E01004635,Female,856
E01004635,Male,806
E01004636,Female,765
E01004636,Male,698
E01004637,Female,762
E01004637,Male,703
E01004638,Female,731
E01004638,Male,644
E01004639,Female,892
E01004639,Male,815
E01004640,Female,880
E01004640,Male,800
E01004641,Female,1043
E01004641,Male,845
E01004642,Female,1122
E01004642,Male,989
E01004643,Female,1276
E01004643,Male,1075
E01004644,Female,1338
E01004644,Male,1168
E01004645,Female,1113
E01004645,Male,1001
E01004646,Female,893
E01004646,Male,828
E01004647,Female,766
E01004647,Male,627
E01004648,Female,1208
E01004648,Male,1114
E01004649,Female,767
E01004649,Male,643
E01004650,Female,958
E01004650,Male,858
E01004651,Female,940
E01004651,Male,835
E01004652,Female,853
E01004652,Male,762
E01004653,Female,907
E01004653,Male,1051
E01004654,Female,1273
E01004654,Male,1175
E01004656,Female,990
E01004656,Male,977
E01004657,Female,553
E01004657,Male,661
E01004658,Female,712
E01004658,Male,811
E01004659,Female,840
E01004659,Male,794
E01004660,Female,768
E01004660,Male,663
E01004661,Female,1025
E01004661,Male,973
E01004662,Female,633
E01004662,Male,687
E01004663,Female,692
E01004663,Male,726
E01004665,Female,750
E01004665,Male,703
E01004668,Female,740
E01004668,Male,681
E01004669,Female,911
E01004669,Male,810
E01004670,Female,1467
E01004670,Male,1245
E01004674,Female,1005
E01004674,Male,897
E01004675,Female,1223
E01004675,Male,1129
E01004676,Female,779
E01004676,Male,719
E01004677,Female,978
E01004677,Male,739
E01004678,Female,1013
E01004678,Male,950
E01004679,Female,1068
E01004679,Male,907
E01004680,Female,648
E01004680,Male,594
E01004681,Female,912
E01004681,Male,926
E01004682,Female,598
E01004682,Male,681
E01004683,Female,745
E01004683,Male,746
E01004684,Female,649
E01004684,Male,692
E01004686,Female,663
E01004686,Male,736
E01004687,Female,744
E01004687,Male,575
E01004690,Female,587
E01004690,Male,478
E01004691,Female,641
E01004691,Male,510
E01004692,Female,536
E01004692,Male,489
E01004693,Female,614
E01004693,Male,597
E01004694,Female,744
E01004694,Male,727
E01004695,Female,571
E01004695,Male,500
E01004696,Female,778
E01004696,Male,667
E01004697,Female,698
E01004697,Male,645
E01004698,Female,656
E01004698,Male,678
E01004699,Female,880
E01004699,Male,874
E01004700,Female,755
E01004700,Male,729
E01004701,Female,802
E01004701,Male,738
E01004702,Female,1516
E01004702,Male,1289
E01004703,Female,1060
E01004703,Male,934
E01004705,Female,594
E01004705,Male,648
E01004706,Female,795
E01004706,Male,680
E01004707,Female,913
E01004707,Male,928
E01004708,Female,813
E01004708,Male,726
E01004709,Female,880
E01004709,Male,814
E01004710,Female,989
E01004710,Male,964
E01004711,Female,1069
E01004711,Male,931
E01004712,Female,722
E01004712,Male,727
E01004713,Female,640
E01004713,Male,675
E01004714,Female,848
E01004714,Male,820
E01004715,Female,886
E01004715,Male,919
E01004716,Female,542
E01004716,Male,500
E01004717,Female,687
E01004717,Male,575
E01004718,Female,1006
E01004718,Male,853
E01004719,Female,987
E01004719,Male,837
E01004720,Female,1202
E01004720,Male,1072
E01004721,Female,1003
E01004721,Male,877
E01004722,Female,1350
E01004722,Male,1335
E01004723,Female,1206
E01004723,Male,1028
E01004724,Female,949
E01004724,Male,943
E01004725,Female,710
E01004725,Male,585
E01004726,Female,901
E01004726,Male,788
E01004727,Female,819
E01004727,Male,726
E01004728,Female,773
E01004728,Male,681
E01004729,Female,793
E01004729,Male,697
E01004730,Female,809
E01004730,Male,652
E01004731,Female,1004
E01004731,Male,999
E01004732,Female,674
E01004732,Male,637
E01004733,Female,1028
E01004733,Male,1074
E01004734,Female,742
E01004734,Male,949
E01004735,Female,1043
E01004735,Male,981
E01004736,Female,608
E01004736,Male,857
E01004737,Female,651
E01004737,Male,567
E01004740,Female,650
E01004740,Male,654
E01004741,Female,637
E01004741,Male,651
E01004742,Female,625
E01004742,Male,633
E01004743,Female,777
E01004743,Male,723
E01004744,Female,791
E01004744,Male,664
E01004746,Female,683
E01004746,Male,566
E01004747,Female,1082
E01004747,Male,1099
E01004748,Female,636
E01004748,Male,582
E01004749,Female,1104
E01004749,Male,1080
E01004750,Female,851
E01004750,Male,732
E01004751,Female,757
E01004751,Male,955
E01004752,Female,723
E01004752,Male,639
E01004753,Female,833
E01004753,Male,922
E01004754,Female,1020
E01004754,Male,858
E01004755,Female,1250
E01004755,Male,1203
E01004756,Female,785
E01004756,Male,738
E01004757,Female,894
E01004757,Male,763
E01004760,Female,871
E01004760,Male,815
E01004761,Female,585
E01004761,Male,622
E01004762,Female,747
E01004762,Male,802
E01004763,Female,977
E01004763,Male,1039
E01004765,Female,931
E01004765,Male,937
E01032512,Female,1281
E01032512,Male,1105
E01032513,Female,663
E01032513,Male,570
E01032562,Female,888
E01032562,Male,727
E01032563,Female,776
E01032563,Male,674
E01032564,Female,756
E01032564,Male,546
E01032565,Female,752
E01032565,Male,699
E01032566,Female,994
E01032566,Male,892
E01032567,Female,818
E01032567,Male,773
