Lower layer Super Output Areas Code,Migrant indicator (5 categories),Observation
E01003904,Address one year ago is student term-time or boarding school address in the UK,4
E01003904,Migrant from within the UK: Address one year ago was in the UK,161
E01003904,Migrant from outside the UK: Address one year ago was outside the UK,29
E01003905,Does not apply,17
E01003905,Address one year ago is the same as the address of enumeration,1103
E01003905,Address one year ago is student term-time or boarding school address in the UK,6
E01003905,Migrant from within the UK: Address one year ago was in the UK,148
E01003905,Migrant from outside the UK: Address one year ago was outside the UK,11
E01003906,Does not apply,15
E01003906,Address one year ago is the same as the address of enumeration,1535
E01003906,Address one year ago is student term-time or boarding school address in the UK,9
E01003906,Migrant from within the UK: Address one year ago was in the UK,127
E01003906,Migrant from outside the UK: Address one year ago was outside the UK,16
E01003907,Does not apply,12
E01003907,Address one year ago is the same as the address of enumeration,1549
E01003907,Address one year ago is student term-time or boarding school address in the UK,2
E01003907,Migrant from within the UK: Address one year ago was in the UK,104
E01003907,Migrant from outside the UK: Address one year ago was outside the UK,6
E01003908,Does not apply,19
E01003908,Address one year ago is the same as the address of enumeration,1657
E01003908,Address one year ago is student term-time or boarding school address in the UK,9
E01003908,Migrant from within the UK: Address one year ago was in the UK,114
E01003908,Migrant from outside the UK: Address one year ago was outside the UK,16
E01003909,Does not apply,12
E01003909,Address one year ago is the same as the address of enumeration,1482
E01003909,Address one year ago is student term-time or boarding school address in the UK,10
E01003909,Migrant from within the UK: Address one year ago was in the UK,104
E01003909,Migrant from outside the UK: Address one year ago was outside the UK,26
E01003910,Does not apply,10
E01003910,Address one year ago is the same as the address of enumeration,1523
E01003910,Address one year ago is student term-time or boarding school address in the UK,5
E01003910,Migrant from within the UK: Address one year ago was in the UK,112
E01003910,Migrant from outside the UK: Address one year ago was outside the UK,5
E01003911,Does not apply,13
E01003911,Address one year ago is the same as the address of enumeration,1753
E01003911,Address one year ago is student term-time or boarding school address in the UK,29
E01003911,Migrant from within the UK: Address one year ago was in the UK,219
E01003911,Migrant from outside the UK: Address one year ago was outside the UK,74
E01003912,Does not apply,12
E01003912,Address one year ago is the same as the address of enumeration,1609
E01003912,Address one year ago is student term-time or boarding school address in the UK,12
E01003912,Migrant from within the UK: Address one year ago was in the UK,251
E01003912,Migrant from outside the UK: Address one year ago was outside the UK,68
E01003913,Does not apply,18
E01003913,Address one year ago is the same as the address of enumeration,1663
E01003913,Address one year ago is student term-time or boarding school address in the UK,8
E01003913,Migrant from within the UK: Address one year ago was in the UK,295
E01003913,Migrant from outside the UK: Address one year ago was outside the UK,57
E01003914,Does not apply,26
E01003914,Address one year ago is the same as the address of enumeration,1389
E01003914,Address one year ago is student term-time or boarding school address in the UK,11
E01003914,Migrant from within the UK: Address one year ago was in the UK,367
E01003914,Migrant from outside the UK: Address one year ago was outside the UK,61
E01003915,Does not apply,10
E01003915,Address one year ago is the same as the address of enumeration,1573
E01003915,Address one year ago is student term-time or boarding school address in the UK,9
E01003915,Migrant from within the UK: Address one year ago was in the UK,213
E01003915,Migrant from outside the UK: Address one year ago was outside the UK,45
E01003916,Does not apply,25
E01003916,Address one year ago is the same as the address of enumeration,1890
E01003916,Address one year ago is student term-time or boarding school address in the UK,25
E01003916,Migrant from within the UK: Address one year ago was in the UK,407
E01003916,Migrant from outside the UK: Address one year ago was outside the UK,63
E01003917,Does not apply,21
E01003917,Address one year ago is the same as the address of enumeration,1608
E01003917,Address one year ago is student term-time or boarding school address in the UK,10
E01003917,Migrant from within the UK: Address one year ago was in the UK,222
E01003917,Migrant from outside the UK: Address one year ago was outside the UK,24
E01003918,Does not apply,20
E01003918,Address one year ago is the same as the address of enumeration,1279
E01003918,Address one year ago is student term-time or boarding school address in the UK,9
E01003918,Migrant from within the UK: Address one year ago was in the UK,140
E01003918,Migrant from outside the UK: Address one year ago was outside the UK,17
E01003919,Does not apply,19
E01003919,Address one year ago is the same as the address of enumeration,1281
E01003919,Address one year ago is student term-time or boarding school address in the UK,17
E01003919,Migrant from within the UK: Address one year ago was in the UK,204
E01003919,Migrant from outside the UK: Address one year ago was outside the UK,44
E01003920,Does not apply,17
E01003920,Address one year ago is the same as the address of enumeration,1921
E01003920,Address one year ago is student term-time or boarding school address in the UK,2
E01003920,Migrant from within the UK: Address one year ago was in the UK,147
E01003920,Migrant from outside the UK: Address one year ago was outside the UK,20
E01003921,Does not apply,30
E01003921,Address one year ago is the same as the address of enumeration,1592
E01003921,Address one year ago is student term-time or boarding school address in the UK,9
E01003921,Migrant from within the UK: Address one year ago was in the UK,254
E01003921,Migrant from outside the UK: Address one year ago was outside the UK,33
E01003922,Does not apply,17
E01003922,Address one year ago is the same as the address of enumeration,1906
E01003922,Address one year ago is student term-time or boarding school address in the UK,13
E01003922,Migrant from within the UK: Address one year ago was in the UK,261
E01003922,Migrant from outside the UK: Address one year ago was outside the UK,36
E01003923,Does not apply,6
E01003923,Address one year ago is the same as the address of enumeration,1365
E01003923,Address one year ago is student term-time or boarding school address in the UK,21
E01003923,Migrant from within the UK: Address one year ago was in the UK,219
E01003923,Migrant from outside the UK: Address one year ago was outside the UK,23
E01003924,Does not apply,16
E01003924,Address one year ago is the same as the address of enumeration,1888
E01003924,Address one year ago is student term-time or boarding school address in the UK,6
E01003924,Migrant from within the UK: Address one year ago was in the UK,154
E01003924,Migrant from outside the UK: Address one year ago was outside the UK,28
E01003925,Does not apply,24
E01003925,Address one year ago is the same as the address of enumeration,1797
E01003925,Address one year ago is student term-time or boarding school address in the UK,5
E01003925,Migrant from within the UK: Address one year ago was in the UK,178
E01003925,Migrant from outside the UK: Address one year ago was outside the UK,27
E01003926,Does not apply,9
E01003926,Address one year ago is the same as the address of enumeration,1234
E01003926,Address one year ago is student term-time or boarding school address in the UK,7
E01003926,Migrant from within the UK: Address one year ago was in the UK,121
E01003926,Migrant from outside the UK: Address one year ago was outside the UK,26
E01003929,Does not apply,16
E01003929,Address one year ago is the same as the address of enumeration,1435
E01003929,Address one year ago is student term-time or boarding school address in the UK,35
E01003929,Migrant from within the UK: Address one year ago was in the UK,444
E01003929,Migrant from outside the UK: Address one year ago was outside the UK,69
E01003930,Does not apply,8
E01003930,Address one year ago is the same as the address of enumeration,1398
E01003930,Address one year ago is student term-time or boarding school address in the UK,41
E01003930,Migrant from within the UK: Address one year ago was in the UK,437
E01003930,Migrant from outside the UK: Address one year ago was outside the UK,83
E01003932,Does not apply,15
E01003932,Address one year ago is the same as the address of enumeration,1298
E01003932,Address one year ago is student term-time or boarding school address in the UK,10
E01003932,Migrant from within the UK: Address one year ago was in the UK,160
E01003932,Migrant from outside the UK: Address one year ago was outside the UK,56
E01003933,Does not apply,9
E01003933,Address one year ago is the same as the address of enumeration,1746
E01003933,Address one year ago is student term-time or boarding school address in the UK,67
E01003933,Migrant from within the UK: Address one year ago was in the UK,451
E01003933,Migrant from outside the UK: Address one year ago was outside the UK,98
E01003934,Does not apply,8
E01003934,Address one year ago is the same as the address of enumeration,1421
E01003934,Address one year ago is student term-time or boarding school address in the UK,29
E01003934,Migrant from within the UK: Address one year ago was in the UK,379
E01003934,Migrant from outside the UK: Address one year ago was outside the UK,116
E01003935,Does not apply,9
E01003935,Address one year ago is the same as the address of enumeration,798
E01003935,Address one year ago is student term-time or boarding school address in the UK,25
E01003935,Migrant from within the UK: Address one year ago was in the UK,299
E01003935,Migrant from outside the UK: Address one year ago was outside the UK,153
E01003936,Does not apply,33
E01003936,Address one year ago is the same as the address of enumeration,911
E01003936,Address one year ago is student term-time or boarding school address in the UK,59
E01003936,Migrant from within the UK: Address one year ago was in the UK,542
E01003936,Migrant from outside the UK: Address one year ago was outside the UK,116
E01003937,Does not apply,6
E01003937,Address one year ago is the same as the address of enumeration,1062
E01003937,Address one year ago is student term-time or boarding school address in the UK,54
E01003937,Migrant from within the UK: Address one year ago was in the UK,339
E01003937,Migrant from outside the UK: Address one year ago was outside the UK,75
E01003938,Does not apply,7
E01003938,Address one year ago is the same as the address of enumeration,1538
E01003938,Address one year ago is student term-time or boarding school address in the UK,39
E01003938,Migrant from within the UK: Address one year ago was in the UK,208
E01003938,Migrant from outside the UK: Address one year ago was outside the UK,41
E01003939,Does not apply,13
E01003939,Address one year ago is the same as the address of enumeration,1237
E01003939,Address one year ago is student term-time or boarding school address in the UK,91
E01003939,Migrant from within the UK: Address one year ago was in the UK,497
E01003939,Migrant from outside the UK: Address one year ago was outside the UK,137
E01003940,Does not apply,3
E01003940,Address one year ago is the same as the address of enumeration,1353
E01003940,Address one year ago is student term-time or boarding school address in the UK,27
E01003940,Migrant from within the UK: Address one year ago was in the UK,166
E01003940,Migrant from outside the UK: Address one year ago was outside the UK,42
E01003941,Does not apply,21
E01003941,Address one year ago is the same as the address of enumeration,1505
E01003941,Address one year ago is student term-time or boarding school address in the UK,23
E01003941,Migrant from within the UK: Address one year ago was in the UK,376
E01003941,Migrant from outside the UK: Address one year ago was outside the UK,65
E01003942,Does not apply,11
E01003942,Address one year ago is the same as the address of enumeration,1499
E01003942,Address one year ago is student term-time or boarding school address in the UK,76
E01003942,Migrant from within the UK: Address one year ago was in the UK,193
E01003942,Migrant from outside the UK: Address one year ago was outside the UK,106
E01003943,Does not apply,9
E01003943,Address one year ago is the same as the address of enumeration,1246
E01003943,Address one year ago is student term-time or boarding school address in the UK,22
E01003943,Migrant from within the UK: Address one year ago was in the UK,172
E01003943,Migrant from outside the UK: Address one year ago was outside the UK,45
E01003945,Does not apply,27
E01003945,Address one year ago is the same as the address of enumeration,1482
E01003945,Address one year ago is student term-time or boarding school address in the UK,5
E01003945,Migrant from within the UK: Address one year ago was in the UK,210
E01003945,Migrant from outside the UK: Address one year ago was outside the UK,9
E01003946,Does not apply,19
E01003946,Address one year ago is the same as the address of enumeration,1727
E01003946,Address one year ago is student term-time or boarding school address in the UK,2
E01003946,Migrant from within the UK: Address one year ago was in the UK,143
E01003946,Migrant from outside the UK: Address one year ago was outside the UK,10
E01003947,Does not apply,14
E01003947,Address one year ago is the same as the address of enumeration,1477
E01003947,Address one year ago is student term-time or boarding school address in the UK,2
E01003947,Migrant from within the UK: Address one year ago was in the UK,98
E01003947,Migrant from outside the UK: Address one year ago was outside the UK,18
E01003948,Does not apply,28
E01003948,Address one year ago is the same as the address of enumeration,1529
E01003948,Address one year ago is student term-time or boarding school address in the UK,4
E01003948,Migrant from within the UK: Address one year ago was in the UK,172
E01003948,Migrant from outside the UK: Address one year ago was outside the UK,17
E01003949,Does not apply,20
E01003949,Address one year ago is the same as the address of enumeration,1634
E01003949,Address one year ago is student term-time or boarding school address in the UK,3
E01003949,Migrant from within the UK: Address one year ago was in the UK,206
E01003949,Migrant from outside the UK: Address one year ago was outside the UK,18
E01003950,Does not apply,26
E01003950,Address one year ago is the same as the address of enumeration,1708
E01003950,Address one year ago is student term-time or boarding school address in the UK,10
E01003950,Migrant from within the UK: Address one year ago was in the UK,223
E01003950,Migrant from outside the UK: Address one year ago was outside the UK,26
E01003951,Does not apply,4
E01003951,Address one year ago is the same as the address of enumeration,1272
E01003951,Address one year ago is student term-time or boarding school address in the UK,15
E01003951,Migrant from within the UK: Address one year ago was in the UK,147
E01003951,Migrant from outside the UK: Address one year ago was outside the UK,47
E01003952,Does not apply,25
E01003952,Address one year ago is the same as the address of enumeration,1356
E01003952,Address one year ago is student term-time or boarding school address in the UK,3
E01003952,Migrant from within the UK: Address one year ago was in the UK,254
E01003952,Migrant from outside the UK: Address one year ago was outside the UK,16
E01003953,Does not apply,21
E01003953,Address one year ago is the same as the address of enumeration,1615
E01003953,Address one year ago is student term-time or boarding school address in the UK,6
E01003953,Migrant from within the UK: Address one year ago was in the UK,341
E01003953,Migrant from outside the UK: Address one year ago was outside the UK,33
E01003954,Does not apply,35
E01003954,Address one year ago is the same as the address of enumeration,1324
E01003954,Address one year ago is student term-time or boarding school address in the UK,3
E01003954,Migrant from within the UK: Address one year ago was in the UK,220
E01003954,Migrant from outside the UK: Address one year ago was outside the UK,11
E01003955,Does not apply,36
E01003955,Address one year ago is the same as the address of enumeration,1613
E01003955,Address one year ago is student term-time or boarding school address in the UK,5
E01003955,Migrant from within the UK: Address one year ago was in the UK,227
E01003955,Migrant from outside the UK: Address one year ago was outside the UK,10
E01003956,Does not apply,42
E01003956,Address one year ago is the same as the address of enumeration,1534
E01003956,Address one year ago is student term-time or boarding school address in the UK,4
E01003956,Migrant from within the UK: Address one year ago was in the UK,258
E01003956,Migrant from outside the UK: Address one year ago was outside the UK,10
E01003957,Does not apply,29
E01003957,Address one year ago is the same as the address of enumeration,1553
E01003957,Address one year ago is student term-time or boarding school address in the UK,10
E01003957,Migrant from within the UK: Address one year ago was in the UK,190
E01003957,Migrant from outside the UK: Address one year ago was outside the UK,10
E01003958,Does not apply,31
E01003958,Address one year ago is the same as the address of enumeration,1624
E01003958,Address one year ago is student term-time or boarding school address in the UK,12
E01003958,Migrant from within the UK: Address one year ago was in the UK,224
E01003958,Migrant from outside the UK: Address one year ago was outside the UK,47
E01003960,Does not apply,12
E01003960,Address one year ago is the same as the address of enumeration,1312
E01003960,Address one year ago is student term-time or boarding school address in the UK,51
E01003960,Migrant from within the UK: Address one year ago was in the UK,367
E01003960,Migrant from outside the UK: Address one year ago was outside the UK,30
E01003961,Does not apply,21
E01003961,Address one year ago is the same as the address of enumeration,1764
E01003961,Address one year ago is student term-time or boarding school address in the UK,32
E01003961,Migrant from within the UK: Address one year ago was in the UK,216
E01003961,Migrant from outside the UK: Address one year ago was outside the UK,42
E01003963,Does not apply,10
E01003963,Address one year ago is the same as the address of enumeration,1495
E01003963,Address one year ago is student term-time or boarding school address in the UK,20
E01003963,Migrant from within the UK: Address one year ago was in the UK,160
E01003963,Migrant from outside the UK: Address one year ago was outside the UK,34
E01003966,Does not apply,24
E01003966,Address one year ago is the same as the address of enumeration,1770
E01003966,Address one year ago is student term-time or boarding school address in the UK,18
E01003966,Migrant from within the UK: Address one year ago was in the UK,270
E01003966,Migrant from outside the UK: Address one year ago was outside the UK,55
E01003969,Does not apply,18
E01003969,Address one year ago is the same as the address of enumeration,2027
E01003969,Address one year ago is student term-time or boarding school address in the UK,22
E01003969,Migrant from within the UK: Address one year ago was in the UK,360
E01003969,Migrant from outside the UK: Address one year ago was outside the UK,34
E01003971,Does not apply,17
E01003971,Address one year ago is the same as the address of enumeration,1316
E01003971,Address one year ago is student term-time or boarding school address in the UK,3
E01003971,Migrant from within the UK: Address one year ago was in the UK,71
E01003971,Migrant from outside the UK: Address one year ago was outside the UK,18
E01003972,Does not apply,20
E01003972,Address one year ago is the same as the address of enumeration,1212
E01003972,Address one year ago is student term-time or boarding school address in the UK,13
E01003972,Migrant from within the UK: Address one year ago was in the UK,199
E01003972,Migrant from outside the UK: Address one year ago was outside the UK,22
E01003973,Does not apply,14
E01003973,Address one year ago is the same as the address of enumeration,1391
E01003973,Address one year ago is student term-time or boarding school address in the UK,5
E01003973,Migrant from within the UK: Address one year ago was in the UK,212
E01003973,Migrant from outside the UK: Address one year ago was outside the UK,26
E01003975,Does not apply,19
E01003975,Address one year ago is the same as the address of enumeration,1540
E01003975,Address one year ago is student term-time or boarding school address in the UK,19
E01003975,Migrant from within the UK: Address one year ago was in the UK,159
E01003975,Migrant from outside the UK: Address one year ago was outside the UK,43
E01003976,Does not apply,35
E01003976,Address one year ago is the same as the address of enumeration,1866
E01003976,Address one year ago is student term-time or boarding school address in the UK,27
E01003976,Migrant from within the UK: Address one year ago was in the UK,384
E01003976,Migrant from outside the UK: Address one year ago was outside the UK,83
E01003977,Does not apply,17
E01003977,Address one year ago is the same as the address of enumeration,1523
E01003977,Address one year ago is student term-time or boarding school address in the UK,12
E01003977,Migrant from within the UK: Address one year ago was in the UK,268
E01003977,Migrant from outside the UK: Address one year ago was outside the UK,51
E01003979,Does not apply,36
E01003979,Address one year ago is the same as the address of enumeration,1563
E01003979,Address one year ago is student term-time or boarding school address in the UK,30
E01003979,Migrant from within the UK: Address one year ago was in the UK,319
E01003979,Migrant from outside the UK: Address one year ago was outside the UK,38
E01003980,Does not apply,20
E01003980,Address one year ago is the same as the address of enumeration,1580
E01003980,Address one year ago is student term-time or boarding school address in the UK,57
E01003980,Migrant from within the UK: Address one year ago was in the UK,311
E01003980,Migrant from outside the UK: Address one year ago was outside the UK,32
E01003981,Does not apply,11
E01003981,Address one year ago is the same as the address of enumeration,1093
E01003981,Address one year ago is student term-time or boarding school address in the UK,41
E01003981,Migrant from within the UK: Address one year ago was in the UK,292
E01003981,Migrant from outside the UK: Address one year ago was outside the UK,70
E01003983,Does not apply,23
E01003983,Address one year ago is the same as the address of enumeration,1567
E01003983,Address one year ago is student term-time or boarding school address in the UK,4
E01003983,Migrant from within the UK: Address one year ago was in the UK,264
E01003983,Migrant from outside the UK: Address one year ago was outside the UK,13
E01003984,Does not apply,24
E01003984,Address one year ago is the same as the address of enumeration,1915
E01003984,Address one year ago is student term-time or boarding school address in the UK,11
E01003984,Migrant from within the UK: Address one year ago was in the UK,308
E01003984,Migrant from outside the UK: Address one year ago was outside the UK,31
E01003986,Does not apply,17
E01003986,Address one year ago is the same as the address of enumeration,1336
E01003986,Address one year ago is student term-time or boarding school address in the UK,6
E01003986,Migrant from within the UK: Address one year ago was in the UK,207
E01003986,Migrant from outside the UK: Address one year ago was outside the UK,22
E01003987,Does not apply,16
E01003987,Address one year ago is the same as the address of enumeration,1651
E01003987,Address one year ago is student term-time or boarding school address in the UK,6
E01003987,Migrant from within the UK: Address one year ago was in the UK,151
E01003987,Migrant from outside the UK: Address one year ago was outside the UK,15
E01003988,Does not apply,15
E01003988,Address one year ago is the same as the address of enumeration,1758
E01003988,Address one year ago is student term-time or boarding school address in the UK,4
E01003988,Migrant from within the UK: Address one year ago was in the UK,213
E01003988,Migrant from outside the UK: Address one year ago was outside the UK,33
E01003989,Does not apply,8
E01003989,Address one year ago is the same as the address of enumeration,1992
E01003989,Address one year ago is student term-time or boarding school address in the UK,21
E01003989,Migrant from within the UK: Address one year ago was in the UK,214
E01003989,Migrant from outside the UK: Address one year ago was outside the UK,24
E01003990,Does not apply,13
E01003990,Address one year ago is the same as the address of enumeration,2088
E01003990,Address one year ago is student term-time or boarding school address in the UK,11
E01003990,Migrant from within the UK: Address one year ago was in the UK,163
E01003990,Migrant from outside the UK: Address one year ago was outside the UK,29
E01003991,Does not apply,12
E01003991,Address one year ago is the same as the address of enumeration,1094
E01003991,Address one year ago is student term-time or boarding school address in the UK,5
E01003991,Migrant from within the UK: Address one year ago was in the UK,149
E01003991,Migrant from outside the UK: Address one year ago was outside the UK,13
E01003992,Does not apply,13
E01003992,Address one year ago is the same as the address of enumeration,1421
E01003992,Address one year ago is student term-time or boarding school address in the UK,15
E01003992,Migrant from within the UK: Address one year ago was in the UK,118
E01003992,Migrant from outside the UK: Address one year ago was outside the UK,19
E01003993,Does not apply,15
E01003993,Address one year ago is the same as the address of enumeration,1850
E01003993,Address one year ago is student term-time or boarding school address in the UK,14
E01003993,Migrant from within the UK: Address one year ago was in the UK,120
E01003993,Migrant from outside the UK: Address one year ago was outside the UK,23
E01003994,Does not apply,16
E01003994,Address one year ago is the same as the address of enumeration,1487
E01003994,Address one year ago is student term-time or boarding school address in the UK,11
E01003994,Migrant from within the UK: Address one year ago was in the UK,272
E01003994,Migrant from outside the UK: Address one year ago was outside the UK,44
E01003995,Does not apply,16
E01003995,Address one year ago is the same as the address of enumeration,1219
E01003995,Address one year ago is student term-time or boarding school address in the UK,9
E01003995,Migrant from within the UK: Address one year ago was in the UK,111
E01003995,Migrant from outside the UK: Address one year ago was outside the UK,19
E01003997,Does not apply,17
E01003997,Address one year ago is the same as the address of enumeration,1077
E01003997,Address one year ago is student term-time or boarding school address in the UK,25
E01003997,Migrant from within the UK: Address one year ago was in the UK,157
E01003997,Migrant from outside the UK: Address one year ago was outside the UK,20
E01003998,Does not apply,13
E01003998,Address one year ago is the same as the address of enumeration,1205
E01003998,Address one year ago is student term-time or boarding school address in the UK,27
E01003998,Migrant from within the UK: Address one year ago was in the UK,152
E01003998,Migrant from outside the UK: Address one year ago was outside the UK,28
E01003999,Does not apply,10
E01003999,Address one year ago is the same as the address of enumeration,1252
E01003999,Address one year ago is student term-time or boarding school address in the UK,19
E01003999,Migrant from within the UK: Address one year ago was in the UK,204
E01003999,Migrant from outside the UK: Address one year ago was outside the UK,14
E01004000,Does not apply,29
E01004000,Address one year ago is the same as the address of enumeration,1640
E01004000,Address one year ago is student term-time or boarding school address in the UK,9
E01004000,Migrant from within the UK: Address one year ago was in the UK,254
E01004000,Migrant from outside the UK: Address one year ago was outside the UK,21
E01004001,Does not apply,22
E01004001,Address one year ago is the same as the address of enumeration,1595
E01004001,Address one year ago is student term-time or boarding school address in the UK,3
E01004001,Migrant from within the UK: Address one year ago was in the UK,135
E01004001,Migrant from outside the UK: Address one year ago was outside the UK,13
E01004002,Does not apply,22
E01004002,Address one year ago is the same as the address of enumeration,1522
E01004002,Address one year ago is student term-time or boarding school address in the UK,4
E01004002,Migrant from within the UK: Address one year ago was in the UK,146
E01004002,Migrant from outside the UK: Address one year ago was outside the UK,8
E01004003,Does not apply,12
E01004003,Address one year ago is the same as the address of enumeration,1604
E01004003,Address one year ago is student term-time or boarding school address in the UK,10
E01004003,Migrant from within the UK: Address one year ago was in the UK,177
E01004003,Migrant from outside the UK: Address one year ago was outside the UK,20
E01004004,Does not apply,20
E01004004,Address one year ago is the same as the address of enumeration,2244
E01004004,Address one year ago is student term-time or boarding school address in the UK,6
E01004004,Migrant from within the UK: Address one year ago was in the UK,327
E01004004,Migrant from outside the UK: Address one year ago was outside the UK,29
E01004005,Does not apply,30
E01004005,Address one year ago is the same as the address of enumeration,2024
E01004005,Address one year ago is student term-time or boarding school address in the UK,8
E01004005,Migrant from within the UK: Address one year ago was in the UK,240
E01004005,Migrant from outside the UK: Address one year ago was outside the UK,23
E01004006,Does not apply,32
E01004006,Address one year ago is the same as the address of enumeration,1530
E01004006,Address one year ago is student term-time or boarding school address in the UK,26
E01004006,Migrant from within the UK: Address one year ago was in the UK,260
E01004006,Migrant from outside the UK: Address one year ago was outside the UK,13
E01004007,Does not apply,12
E01004007,Address one year ago is the same as the address of enumeration,1343
E01004007,Address one year ago is student term-time or boarding school address in the UK,5
E01004007,Migrant from within the UK: Address one year ago was in the UK,71
E01004007,Migrant from outside the UK: Address one year ago was outside the UK,12
E01004008,Does not apply,21
E01004008,Address one year ago is the same as the address of enumeration,1821
E01004008,Address one year ago is student term-time or boarding school address in the UK,15
E01004008,Migrant from within the UK: Address one year ago was in the UK,207
E01004008,Migrant from outside the UK: Address one year ago was outside the UK,22
E01004010,Does not apply,31
E01004010,Address one year ago is the same as the address of enumeration,1270
E01004010,Address one year ago is student term-time or boarding school address in the UK,5
E01004010,Migrant from within the UK: Address one year ago was in the UK,181
E01004010,Migrant from outside the UK: Address one year ago was outside the UK,20
E01004011,Does not apply,18
E01004011,Address one year ago is the same as the address of enumeration,1934
E01004011,Address one year ago is student term-time or boarding school address in the UK,18
E01004011,Migrant from within the UK: Address one year ago was in the UK,120
E01004011,Migrant from outside the UK: Address one year ago was outside the UK,24
E01004012,Does not apply,17
E01004012,Address one year ago is the same as the address of enumeration,2059
E01004012,Address one year ago is student term-time or boarding school address in the UK,19
E01004012,Migrant from within the UK: Address one year ago was in the UK,210
E01004012,Migrant from outside the UK: Address one year ago was outside the UK,42
E01004013,Does not apply,9
E01004013,Address one year ago is the same as the address of enumeration,1511
E01004013,Address one year ago is student term-time or boarding school address in the UK,7
E01004013,Migrant from within the UK: Address one year ago was in the UK,135
E01004013,Migrant from outside the UK: Address one year ago was outside the UK,22
E01004014,Does not apply,31
E01004014,Address one year ago is the same as the address of enumeration,1929
E01004014,Address one year ago is student term-time or boarding school address in the UK,10
E01004014,Migrant from within the UK: Address one year ago was in the UK,137
E01004014,Migrant from outside the UK: Address one year ago was outside the UK,22
E01004015,Does not apply,19
E01004015,Address one year ago is the same as the address of enumeration,1504
E01004015,Address one year ago is student term-time or boarding school address in the UK,37
E01004015,Migrant from within the UK: Address one year ago was in the UK,234
E01004015,Migrant from outside the UK: Address one year ago was outside the UK,11
E01004016,Does not apply,74
E01004016,Address one year ago is the same as the address of enumeration,2249
E01004016,Address one year ago is student term-time or boarding school address in the UK,6
E01004016,Migrant from within the UK: Address one year ago was in the UK,242
E01004016,Migrant from outside the UK: Address one year ago was outside the UK,18
E01004017,Does not apply,18
E01004017,Address one year ago is the same as the address of enumeration,1442
E01004017,Address one year ago is student term-time or boarding school address in the UK,8
E01004017,Migrant from within the UK: Address one year ago was in the UK,160
E01004017,Migrant from outside the UK: Address one year ago was outside the UK,13
E01004018,Does not apply,29
E01004018,Address one year ago is the same as the address of enumeration,1604
E01004018,Address one year ago is student term-time or boarding school address in the UK,3
E01004018,Migrant from within the UK: Address one year ago was in the UK,241
E01004018,Migrant from outside the UK: Address one year ago was outside the UK,19
E01004019,Does not apply,45
E01004019,Address one year ago is the same as the address of enumeration,1835
E01004019,Address one year ago is student term-time or boarding school address in the UK,8
E01004019,Migrant from within the UK: Address one year ago was in the UK,222
E01004019,Migrant from outside the UK: Address one year ago was outside the UK,15
E01004020,Does not apply,27
E01004020,Address one year ago is the same as the address of enumeration,1571
E01004020,Address one year ago is student term-time or boarding school address in the UK,3
E01004020,Migrant from within the UK: Address one year ago was in the UK,128
E01004020,Migrant from outside the UK: Address one year ago was outside the UK,17
E01004021,Does not apply,36
E01004021,Address one year ago is the same as the address of enumeration,1639
E01004021,Address one year ago is student term-time or boarding school address in the UK,4
E01004021,Migrant from within the UK: Address one year ago was in the UK,419
E01004021,Migrant from outside the UK: Address one year ago was outside the UK,16
E01004023,Does not apply,11
E01004023,Address one year ago is the same as the address of enumeration,1334
E01004023,Address one year ago is student term-time or boarding school address in the UK,13
E01004023,Migrant from within the UK: Address one year ago was in the UK,253
E01004023,Migrant from outside the UK: Address one year ago was outside the UK,37
E01004024,Does not apply,10
E01004024,Address one year ago is the same as the address of enumeration,1680
E01004024,Address one year ago is student term-time or boarding school address in the UK,10
E01004024,Migrant from within the UK: Address one year ago was in the UK,227
E01004024,Migrant from outside the UK: Address one year ago was outside the UK,40
E01004028,Does not apply,21
E01004028,Address one year ago is the same as the address of enumeration,2057
E01004028,Address one year ago is student term-time or boarding school address in the UK,19
E01004028,Migrant from within the UK: Address one year ago was in the UK,268
E01004028,Migrant from outside the UK: Address one year ago was outside the UK,53
E01004029,Does not apply,27
E01004029,Address one year ago is the same as the address of enumeration,1489
E01004029,Address one year ago is student term-time or boarding school address in the UK,12
E01004029,Migrant from within the UK: Address one year ago was in the UK,406
E01004029,Migrant from outside the UK: Address one year ago was outside the UK,62
E01004030,Does not apply,13
E01004030,Address one year ago is the same as the address of enumeration,1287
E01004030,Address one year ago is student term-time or boarding school address in the UK,9
E01004030,Migrant from within the UK: Address one year ago was in the UK,162
E01004030,Migrant from outside the UK: Address one year ago was outside the UK,20
E01004031,Does not apply,19
E01004031,Address one year ago is the same as the address of enumeration,1782
E01004031,Address one year ago is student term-time or boarding school address in the UK,27
E01004031,Migrant from within the UK: Address one year ago was in the UK,631
E01004031,Migrant from outside the UK: Address one year ago was outside the UK,142
E01004032,Does not apply,12
E01004032,Address one year ago is the same as the address of enumeration,1114
E01004032,Address one year ago is student term-time or boarding school address in the UK,15
E01004032,Migrant from within the UK: Address one year ago was in the UK,310
E01004032,Migrant from outside the UK: Address one year ago was outside the UK,47
E01004033,Does not apply,24
E01004033,Address one year ago is the same as the address of enumeration,1983
E01004033,Address one year ago is student term-time or boarding school address in the UK,20
E01004033,Migrant from within the UK: Address one year ago was in the UK,333
E01004033,Migrant from outside the UK: Address one year ago was outside the UK,56
E01004034,Does not apply,10
E01004034,Address one year ago is the same as the address of enumeration,1343
