Lower layer Super Output Areas Code,Over 30 with no qualifications,Observation
E01000802,Over 30 no qualifications,139
E01000803,Over 30 no qualifications,133
E01000804,Over 30 no qualifications,82
E01000805,Over 30 no qualifications,165
E01000806,Over 30 no qualifications,158
E01000807,Over 30 no qualifications,128
E01000808,Over 30 no qualifications,135
E01000809,Over 30 no qualifications,148
E01000810,Over 30 no qualifications,101
E01000811,Over 30 no qualifications,103
E01000812,Over 30 no qualifications,156
E01000813,Over 30 no qualifications,152
E01000814,Over 30 no qualifications,87
E01000815,Over 30 no qualifications,109
E01000816,Over 30 no qualifications,166
E01000818,Over 30 no qualifications,170
E01000819,Over 30 no qualifications,239
E01000820,Over 30 no qualifications,157
E01000822,Over 30 no qualifications,149
E01000823,Over 30 no qualifications,99
E01000824,Over 30 no qualifications,86
E01000825,Over 30 no qualifications,136
E01000826,Over 30 no qualifications,80
E01000827,Over 30 no qualifications,135
E01000828,Over 30 no qualifications,137
E01000829,Over 30 no qualifications,129
E01000830,Over 30 no qualifications,88
E01000831,Over 30 no qualifications,136
E01000832,Over 30 no qualifications,139
E01000833,Over 30 no qualifications,79
E01000834,Over 30 no qualifications,96
E01000835,Over 30 no qualifications,155
E01000836,Over 30 no qualifications,81
E01000837,Over 30 no qualifications,152
E01000838,Over 30 no qualifications,152
E01000839,Over 30 no qualifications,113
E01000840,Over 30 no qualifications,197
E01000841,Over 30 no qualifications,163
E01000842,Over 30 no qualifications,54
E01000843,Over 30 no qualifications,50
E01000844,Over 30 no qualifications,68
E01000845,Over 30 no qualifications,67
E01000846,Over 30 no qualifications,161
E01000847,Over 30 no qualifications,127
E01000848,Over 30 no qualifications,63
E01000849,Over 30 no qualifications,60
E01000850,Over 30 no qualifications,61
E01000851,Over 30 no qualifications,68
E01000853,Over 30 no qualifications,232
E01000855,Over 30 no qualifications,72
E01000856,Over 30 no qualifications,159
E01000857,Over 30 no qualifications,100
E01000858,Over 30 no qualifications,252
E01000859,Over 30 no qualifications,55
E01000860,Over 30 no qualifications,123
E01000861,Over 30 no qualifications,128
E01000862,Over 30 no qualifications,61
E01000863,Over 30 no qualifications,95
E01000866,Over 30 no qualifications,196
E01000867,Over 30 no qualifications,213
E01000868,Over 30 no qualifications,186
E01000869,Over 30 no qualifications,163
E01000870,Over 30 no qualifications,141
E01000871,Over 30 no qualifications,103
E01000872,Over 30 no qualifications,194
E01000873,Over 30 no qualifications,71
E01000874,Over 30 no qualifications,58
E01000875,Over 30 no qualifications,115
E01000876,Over 30 no qualifications,212
E01000877,Over 30 no qualifications,79
E01000878,Over 30 no qualifications,110
E01000879,Over 30 no qualifications,57
E01000880,Over 30 no qualifications,53
E01000881,Over 30 no qualifications,58
E01000882,Over 30 no qualifications,49
E01000883,Over 30 no qualifications,65
E01000884,Over 30 no qualifications,71
E01000885,Over 30 no qualifications,82
E01000886,Over 30 no qualifications,75
E01000887,Over 30 no qualifications,85
E01000888,Over 30 no qualifications,93
E01000889,Over 30 no qualifications,259
E01000890,Over 30 no qualifications,267
E01000891,Over 30 no qualifications,205
E01000892,Over 30 no qualifications,117
E01000893,Over 30 no qualifications,43
E01000894,Over 30 no qualifications,37
E01000895,Over 30 no qualifications,105
E01000896,Over 30 no qualifications,31
E01000897,Over 30 no qualifications,43
E01000898,Over 30 no qualifications,133
E01000899,Over 30 no qualifications,67
E01000900,Over 30 no qualifications,185
E01000901,Over 30 no qualifications,268
E01000902,Over 30 no qualifications,203
E01000903,Over 30 no qualifications,105
E01000904,Over 30 no qualifications,281
E01000905,Over 30 no qualifications,281
E01000906,Over 30 no qualifications,64
E01000907,Over 30 no qualifications,180
E01000908,Over 30 no qualifications,151
E01000909,Over 30 no qualifications,75
E01000910,Over 30 no qualifications,58
E01000911,Over 30 no qualifications,130
E01000912,Over 30 no qualifications,156
E01000913,Over 30 no qualifications,52
E01000914,Over 30 no qualifications,82
E01000915,Over 30 no qualifications,207
E01000916,Over 30 no qualifications,177
E01000917,Over 30 no qualifications,207
E01000918,Over 30 no qualifications,141
E01000919,Over 30 no qualifications,118
E01000920,Over 30 no qualifications,141
E01000921,Over 30 no qualifications,116
E01000922,Over 30 no qualifications,187
E01000923,Over 30 no qualifications,96
E01000924,Over 30 no qualifications,81
E01000925,Over 30 no qualifications,204
E01000926,Over 30 no qualifications,139
E01000927,Over 30 no qualifications,135
E01000928,Over 30 no qualifications,130
E01000929,Over 30 no qualifications,280
E01000930,Over 30 no qualifications,325
E01000931,Over 30 no qualifications,311
E01000932,Over 30 no qualifications,122
E01000933,Over 30 no qualifications,163
E01000934,Over 30 no qualifications,242
E01000935,Over 30 no qualifications,239
E01000937,Over 30 no qualifications,46
E01000938,Over 30 no qualifications,147
E01000939,Over 30 no qualifications,210
E01000941,Over 30 no qualifications,185
E01000942,Over 30 no qualifications,54
E01000943,Over 30 no qualifications,71
E01000944,Over 30 no qualifications,226
E01000946,Over 30 no qualifications,130
E01000947,Over 30 no qualifications,143
E01000948,Over 30 no qualifications,153
E01000949,Over 30 no qualifications,193
E01000951,Over 30 no qualifications,203
E01000952,Over 30 no qualifications,235
E01000954,Over 30 no qualifications,277
E01000955,Over 30 no qualifications,206
E01000956,Over 30 no qualifications,189
E01000957,Over 30 no qualifications,112
E01000958,Over 30 no qualifications,240
E01000959,Over 30 no qualifications,256
E01000960,Over 30 no qualifications,139
E01000961,Over 30 no qualifications,173
E01000962,Over 30 no qualifications,45
E01000963,Over 30 no qualifications,165
E01000964,Over 30 no qualifications,128
E01000965,Over 30 no qualifications,108
E01000966,Over 30 no qualifications,50
E01000967,Over 30 no qualifications,113
E01000968,Over 30 no qualifications,91
E01000969,Over 30 no qualifications,59
E01000970,Over 30 no qualifications,77
E01000971,Over 30 no qualifications,57
E01000972,Over 30 no qualifications,196
E01000973,Over 30 no qualifications,169
E01000974,Over 30 no qualifications,194
E01000975,Over 30 no qualifications,173
E01000976,Over 30 no qualifications,221
E01000977,Over 30 no qualifications,309
E01000978,Over 30 no qualifications,207
E01000979,Over 30 no qualifications,155
E01000980,Over 30 no qualifications,156
E01000981,Over 30 no qualifications,173
E01000982,Over 30 no qualifications,180
E01000983,Over 30 no qualifications,165
E01000984,Over 30 no qualifications,269
E01000985,Over 30 no qualifications,187
E01000986,Over 30 no qualifications,140
E01000987,Over 30 no qualifications,115
E01000989,Over 30 no qualifications,190
E01000990,Over 30 no qualifications,242
E01000991,Over 30 no qualifications,231
E01000992,Over 30 no qualifications,235
E01000993,Over 30 no qualifications,162
E01000994,Over 30 no qualifications,222
E01000995,Over 30 no qualifications,234
E01000996,Over 30 no qualifications,162
E01000997,Over 30 no qualifications,203
E01000998,Over 30 no qualifications,199
E01000999,Over 30 no qualifications,180
E01001000,Over 30 no qualifications,186
E01001001,Over 30 no qualifications,186
E01001002,Over 30 no qualifications,168
E01001003,Over 30 no qualifications,192
E01001004,Over 30 no qualifications,240
E01001005,Over 30 no qualifications,213
E01001006,Over 30 no qualifications,170
E01001007,Over 30 no qualifications,283
E01001008,Over 30 no qualifications,265
E01001009,Over 30 no qualifications,256
E01001010,Over 30 no qualifications,257
E01001011,Over 30 no qualifications,300
E01001012,Over 30 no qualifications,312
E01001013,Over 30 no qualifications,386
E01001015,Over 30 no qualifications,168
E01001016,Over 30 no qualifications,153
E01001017,Over 30 no qualifications,124
E01001018,Over 30 no qualifications,167
E01001019,Over 30 no qualifications,131
E01001020,Over 30 no qualifications,174
E01001021,Over 30 no qualifications,198
E01001022,Over 30 no qualifications,203
E01001023,Over 30 no qualifications,237
E01001024,Over 30 no qualifications,128
E01001025,Over 30 no qualifications,128
E01001026,Over 30 no qualifications,206
E01001027,Over 30 no qualifications,145
E01001028,Over 30 no qualifications,134
E01001029,Over 30 no qualifications,171
E01001030,Over 30 no qualifications,94
E01001031,Over 30 no qualifications,95
E01001032,Over 30 no qualifications,114
E01001033,Over 30 no qualifications,148
E01001034,Over 30 no qualifications,118
E01001035,Over 30 no qualifications,162
E01001036,Over 30 no qualifications,129
E01001037,Over 30 no qualifications,110
E01001038,Over 30 no qualifications,153
E01001039,Over 30 no qualifications,94
E01001040,Over 30 no qualifications,146
E01001041,Over 30 no qualifications,130
E01001042,Over 30 no qualifications,222
E01001044,Over 30 no qualifications,151
E01001046,Over 30 no qualifications,129
E01001047,Over 30 no qualifications,172
E01001049,Over 30 no qualifications,86
E01001050,Over 30 no qualifications,214
E01001051,Over 30 no qualifications,263
E01001052,Over 30 no qualifications,260
E01001053,Over 30 no qualifications,272
E01001054,Over 30 no qualifications,309
E01001055,Over 30 no qualifications,345
E01001056,Over 30 no qualifications,261
E01001057,Over 30 no qualifications,219
E01001058,Over 30 no qualifications,117
E01001059,Over 30 no qualifications,132
E01001060,Over 30 no qualifications,146
E01001061,Over 30 no qualifications,190
E01001062,Over 30 no qualifications,225
E01001063,Over 30 no qualifications,130
E01001064,Over 30 no qualifications,150
E01001065,Over 30 no qualifications,166
E01001066,Over 30 no qualifications,217
E01001067,Over 30 no qualifications,99
E01001068,Over 30 no qualifications,134
E01001069,Over 30 no qualifications,108
E01001070,Over 30 no qualifications,183
E01001071,Over 30 no qualifications,159
E01001072,Over 30 no qualifications,125
E01001073,Over 30 no qualifications,114
E01001074,Over 30 no qualifications,165
E01001075,Over 30 no qualifications,115
E01001076,Over 30 no qualifications,283
E01001077,Over 30 no qualifications,219
E01001078,Over 30 no qualifications,242
E01001079,Over 30 no qualifications,284
E01001080,Over 30 no qualifications,300
E01001081,Over 30 no qualifications,293
E01001082,Over 30 no qualifications,251
E01001083,Over 30 no qualifications,159
E01001084,Over 30 no qualifications,172
E01001085,Over 30 no qualifications,219
E01001086,Over 30 no qualifications,273
E01001087,Over 30 no qualifications,358
E01001088,Over 30 no qualifications,170
E01001089,Over 30 no qualifications,243
E01001090,Over 30 no qualifications,265
E01001091,Over 30 no qualifications,193
E01001092,Over 30 no qualifications,213
E01001093,Over 30 no qualifications,175
E01001094,Over 30 no qualifications,99
E01001095,Over 30 no qualifications,126
E01001096,Over 30 no qualifications,80
E01001097,Over 30 no qualifications,252
E01001098,Over 30 no qualifications,77
E01001099,Over 30 no qualifications,156
E01001100,Over 30 no qualifications,104
E01001101,Over 30 no qualifications,91
E01001102,Over 30 no qualifications,144
E01001103,Over 30 no qualifications,200
E01001104,Over 30 no qualifications,108
E01001105,Over 30 no qualifications,212
E01001106,Over 30 no qualifications,177
E01001107,Over 30 no qualifications,105
E01001108,Over 30 no qualifications,107
E01001109,Over 30 no qualifications,320
E01001110,Over 30 no qualifications,217
E01001111,Over 30 no qualifications,197
E01001112,Over 30 no qualifications,231
E01001113,Over 30 no qualifications,227
E01001114,Over 30 no qualifications,159
E01001115,Over 30 no qualifications,278
E01001116,Over 30 no qualifications,178
E01001118,Over 30 no qualifications,331
E01001119,Over 30 no qualifications,166
E01001120,Over 30 no qualifications,148
E01001121,Over 30 no qualifications,150
E01001122,Over 30 no qualifications,114
E01001123,Over 30 no qualifications,143
E01001124,Over 30 no qualifications,133
E01001125,Over 30 no qualifications,144
E01001126,Over 30 no qualifications,178
E01001127,Over 30 no qualifications,143
E01001128,Over 30 no qualifications,212
E01001129,Over 30 no qualifications,129
E01001130,Over 30 no qualifications,187
E01001131,Over 30 no qualifications,154
E01001132,Over 30 no qualifications,222
E01001133,Over 30 no qualifications,238
E01001134,Over 30 no qualifications,162
E01001135,Over 30 no qualifications,190
E01001136,Over 30 no qualifications,221
E01001137,Over 30 no qualifications,127
E01001138,Over 30 no qualifications,91
E01001139,Over 30 no qualifications,160
E01001140,Over 30 no qualifications,129
E01001141,Over 30 no qualifications,150
E01001142,Over 30 no qualifications,182
E01001143,Over 30 no qualifications,224
E01001144,Over 30 no qualifications,197
E01001145,Over 30 no qualifications,241
E01001146,Over 30 no qualifications,179
E01001147,Over 30 no qualifications,201
E01001148,Over 30 no qualifications,192
E01001149,Over 30 no qualifications,133
E01001150,Over 30 no qualifications,137
E01001151,Over 30 no qualifications,306
E01001152,Over 30 no qualifications,276
E01001153,Over 30 no qualifications,181
E01001154,Over 30 no qualifications,244
E01001155,Over 30 no qualifications,289
E01001156,Over 30 no qualifications,182
E01001157,Over 30 no qualifications,219
E01001158,Over 30 no qualifications,184
E01001159,Over 30 no qualifications,170
E01001160,Over 30 no qualifications,279
E01001161,Over 30 no qualifications,272
E01001162,Over 30 no qualifications,158
E01001163,Over 30 no qualifications,221
E01001164,Over 30 no qualifications,140
E01001165,Over 30 no qualifications,168
E01001166,Over 30 no qualifications,284
E01001167,Over 30 no qualifications,246
E01001168,Over 30 no qualifications,174
E01001169,Over 30 no qualifications,239
E01001170,Over 30 no qualifications,244
E01001171,Over 30 no qualifications,214
E01001172,Over 30 no qualifications,324
E01001173,Over 30 no qualifications,245
E01001174,Over 30 no qualifications,224
E01001175,Over 30 no qualifications,239
