Lower layer Super Output Areas Code,Age (4 categories),Observation
E01004722,Aged 16 to 20 years,261
E01004722,Aged 21 to 29 years,509
E01004722,Aged 30 years and over,1391
E01004723,Aged 15 years and under,356
E01004723,Aged 16 to 20 years,114
E01004723,Aged 21 to 29 years,422
E01004723,Aged 30 years and over,1344
E01004724,Aged 15 years and under,235
E01004724,Aged 16 to 20 years,123
E01004724,Aged 21 to 29 years,283
E01004724,Aged 30 years and over,1254
E01004725,Aged 15 years and under,182
E01004725,Aged 16 to 20 years,77
E01004725,Aged 21 to 29 years,290
E01004725,Aged 30 years and over,745
E01004726,Aged 15 years and under,246
E01004726,Aged 16 to 20 years,88
E01004726,Aged 21 to 29 years,250
E01004726,Aged 30 years and over,1106
E01004727,Aged 15 years and under,186
E01004727,Aged 16 to 20 years,56
E01004727,Aged 21 to 29 years,328
E01004727,Aged 30 years and over,974
E01004728,Aged 15 years and under,155
E01004728,Aged 16 to 20 years,45
E01004728,Aged 21 to 29 years,277
E01004728,Aged 30 years and over,977
E01004729,Aged 15 years and under,180
E01004729,Aged 16 to 20 years,71
E01004729,Aged 21 to 29 years,194
E01004729,Aged 30 years and over,1045
E01004730,Aged 15 years and under,184
E01004730,Aged 16 to 20 years,52
E01004730,Aged 21 to 29 years,237
E01004730,Aged 30 years and over,987
E01004731,Aged 15 years and under,216
E01004731,Aged 16 to 20 years,75
E01004731,Aged 21 to 29 years,520
E01004731,Aged 30 years and over,1192
E01004732,Aged 15 years and under,167
E01004732,Aged 16 to 20 years,63
E01004732,Aged 21 to 29 years,172
E01004732,Aged 30 years and over,907
E01004733,Aged 15 years and under,253
E01004733,Aged 16 to 20 years,231
E01004733,Aged 21 to 29 years,508
E01004733,Aged 30 years and over,1110
E01004734,Aged 15 years and under,94
E01004734,Aged 16 to 20 years,81
E01004734,Aged 21 to 29 years,388
E01004734,Aged 30 years and over,1128
E01004735,Aged 15 years and under,210
E01004735,Aged 16 to 20 years,219
E01004735,Aged 21 to 29 years,413
E01004735,Aged 30 years and over,1184
E01004736,Aged 15 years and under,74
E01004736,Aged 16 to 20 years,197
E01004736,Aged 21 to 29 years,421
E01004736,Aged 30 years and over,774
E01004737,Aged 15 years and under,224
E01004737,Aged 16 to 20 years,52
E01004737,Aged 21 to 29 years,143
E01004737,Aged 30 years and over,799
E01004740,Aged 15 years and under,157
E01004740,Aged 16 to 20 years,58
E01004740,Aged 21 to 29 years,207
E01004740,Aged 30 years and over,883
E01004741,Aged 15 years and under,161
E01004741,Aged 16 to 20 years,41
E01004741,Aged 21 to 29 years,289
E01004741,Aged 30 years and over,795
E01004742,Aged 15 years and under,102
E01004742,Aged 16 to 20 years,35
E01004742,Aged 21 to 29 years,333
E01004742,Aged 30 years and over,788
E01004743,Aged 15 years and under,210
E01004743,Aged 16 to 20 years,69
E01004743,Aged 21 to 29 years,306
E01004743,Aged 30 years and over,916
E01004744,Aged 15 years and under,190
E01004744,Aged 16 to 20 years,45
E01004744,Aged 21 to 29 years,267
E01004744,Aged 30 years and over,953
E01004746,Aged 15 years and under,165
E01004746,Aged 16 to 20 years,54
E01004746,Aged 21 to 29 years,216
E01004746,Aged 30 years and over,813
E01004747,Aged 15 years and under,212
E01004747,Aged 16 to 20 years,137
E01004747,Aged 21 to 29 years,460
E01004747,Aged 30 years and over,1373
E01004748,Aged 15 years and under,176
E01004748,Aged 16 to 20 years,83
E01004748,Aged 21 to 29 years,217
E01004748,Aged 30 years and over,742
E01004749,Aged 15 years and under,237
E01004749,Aged 16 to 20 years,123
E01004749,Aged 21 to 29 years,517
E01004749,Aged 30 years and over,1309
E01004750,Aged 15 years and under,163
E01004750,Aged 16 to 20 years,109
E01004750,Aged 21 to 29 years,263
E01004750,Aged 30 years and over,1048
E01004751,Aged 15 years and under,143
E01004751,Aged 16 to 20 years,42
E01004751,Aged 21 to 29 years,353
E01004751,Aged 30 years and over,1174
E01004752,Aged 15 years and under,135
E01004752,Aged 16 to 20 years,47
E01004752,Aged 21 to 29 years,338
E01004752,Aged 30 years and over,842
E01004753,Aged 15 years and under,134
E01004753,Aged 16 to 20 years,53
E01004753,Aged 21 to 29 years,406
E01004753,Aged 30 years and over,1164
E01004754,Aged 15 years and under,307
E01004754,Aged 16 to 20 years,181
E01004754,Aged 21 to 29 years,280
E01004754,Aged 30 years and over,1110
E01004755,Aged 15 years and under,392
E01004755,Aged 16 to 20 years,137
E01004755,Aged 21 to 29 years,400
E01004755,Aged 30 years and over,1523
E01004756,Aged 15 years and under,197
E01004756,Aged 16 to 20 years,75
E01004756,Aged 21 to 29 years,295
E01004756,Aged 30 years and over,956
E01004757,Aged 15 years and under,321
E01004757,Aged 16 to 20 years,125
E01004757,Aged 21 to 29 years,321
E01004757,Aged 30 years and over,890
E01004760,Aged 15 years and under,222
E01004760,Aged 16 to 20 years,127
E01004760,Aged 21 to 29 years,368
E01004760,Aged 30 years and over,971
E01004761,Aged 15 years and under,93
E01004761,Aged 16 to 20 years,47
E01004761,Aged 21 to 29 years,190
E01004761,Aged 30 years and over,876
E01004762,Aged 15 years and under,141
E01004762,Aged 16 to 20 years,52
E01004762,Aged 21 to 29 years,229
E01004762,Aged 30 years and over,1127
E01004763,Aged 15 years and under,117
E01004763,Aged 16 to 20 years,124
E01004763,Aged 21 to 29 years,621
E01004763,Aged 30 years and over,1153
E01004765,Aged 15 years and under,143
E01004765,Aged 16 to 20 years,177
E01004765,Aged 21 to 29 years,398
E01004765,Aged 30 years and over,1149
E01032512,Aged 15 years and under,511
E01032512,Aged 16 to 20 years,177
E01032512,Aged 21 to 29 years,320
E01032512,Aged 30 years and over,1377
E01032513,Aged 15 years and under,238
E01032513,Aged 16 to 20 years,79
E01032513,Aged 21 to 29 years,189
E01032513,Aged 30 years and over,729
E01032562,Aged 15 years and under,424
E01032562,Aged 16 to 20 years,99
E01032562,Aged 21 to 29 years,163
E01032562,Aged 30 years and over,930
E01032563,Aged 15 years and under,260
E01032563,Aged 16 to 20 years,62
E01032563,Aged 21 to 29 years,122
E01032563,Aged 30 years and over,1006
E01032564,Aged 15 years and under,302
E01032564,Aged 16 to 20 years,109
E01032564,Aged 21 to 29 years,147
E01032564,Aged 30 years and over,743
E01032565,Aged 15 years and under,308
E01032565,Aged 16 to 20 years,95
E01032565,Aged 21 to 29 years,147
E01032565,Aged 30 years and over,901
E01032566,Aged 15 years and under,377
E01032566,Aged 16 to 20 years,105
E01032566,Aged 21 to 29 years,170
E01032566,Aged 30 years and over,1233
E01032567,Aged 15 years and under,259
E01032567,Aged 16 to 20 years,83
E01032567,Aged 21 to 29 years,179
E01032567,Aged 30 years and over,1070
E01032568,Aged 15 years and under,289
E01032568,Aged 16 to 20 years,76
E01032568,Aged 21 to 29 years,171
E01032568,Aged 30 years and over,989
E01032569,Aged 15 years and under,484
E01032569,Aged 16 to 20 years,121
E01032569,Aged 21 to 29 years,216
E01032569,Aged 30 years and over,970
E01032570,Aged 15 years and under,322
E01032570,Aged 16 to 20 years,87
E01032570,Aged 21 to 29 years,158
E01032570,Aged 30 years and over,1170
E01032572,Aged 15 years and under,219
E01032572,Aged 16 to 20 years,57
E01032572,Aged 21 to 29 years,226
E01032572,Aged 30 years and over,1108
E01032573,Aged 15 years and under,229
E01032573,Aged 16 to 20 years,61
E01032573,Aged 21 to 29 years,290
E01032573,Aged 30 years and over,1223
E01032574,Aged 15 years and under,506
E01032574,Aged 16 to 20 years,166
E01032574,Aged 21 to 29 years,227
E01032574,Aged 30 years and over,1172
E01032575,Aged 15 years and under,503
E01032575,Aged 16 to 20 years,212
E01032575,Aged 21 to 29 years,335
E01032575,Aged 30 years and over,1085
E01032576,Aged 15 years and under,337
E01032576,Aged 16 to 20 years,92
E01032576,Aged 21 to 29 years,212
E01032576,Aged 30 years and over,1038
E01032577,Aged 15 years and under,382
E01032577,Aged 16 to 20 years,122
E01032577,Aged 21 to 29 years,164
E01032577,Aged 30 years and over,1116
E01032579,Aged 15 years and under,340
E01032579,Aged 16 to 20 years,102
E01032579,Aged 21 to 29 years,477
E01032579,Aged 30 years and over,1237
E01032580,Aged 15 years and under,423
E01032580,Aged 16 to 20 years,97
E01032580,Aged 21 to 29 years,174
E01032580,Aged 30 years and over,853
E01032581,Aged 15 years and under,446
E01032581,Aged 16 to 20 years,135
E01032581,Aged 21 to 29 years,248
E01032581,Aged 30 years and over,1105
E01032582,Aged 15 years and under,263
E01032582,Aged 16 to 20 years,124
E01032582,Aged 21 to 29 years,685
E01032582,Aged 30 years and over,1210
E01032583,Aged 15 years and under,303
E01032583,Aged 16 to 20 years,142
E01032583,Aged 21 to 29 years,511
E01032583,Aged 30 years and over,1094
E01032584,Aged 15 years and under,164
E01032584,Aged 16 to 20 years,105
E01032584,Aged 21 to 29 years,313
E01032584,Aged 30 years and over,765
E01032623,Aged 15 years and under,302
E01032623,Aged 16 to 20 years,85
E01032623,Aged 21 to 29 years,167
E01032623,Aged 30 years and over,1244
E01032637,Aged 15 years and under,32
E01032637,Aged 16 to 20 years,11
E01032637,Aged 21 to 29 years,372
E01032637,Aged 30 years and over,633
E01032638,Aged 15 years and under,63
E01032638,Aged 16 to 20 years,16
E01032638,Aged 21 to 29 years,334
E01032638,Aged 30 years and over,688
E01032639,Aged 15 years and under,177
E01032639,Aged 16 to 20 years,245
E01032639,Aged 21 to 29 years,547
E01032639,Aged 30 years and over,946
E01032640,Aged 15 years and under,49
E01032640,Aged 16 to 20 years,19
E01032640,Aged 21 to 29 years,274
E01032640,Aged 30 years and over,695
E01032646,Aged 15 years and under,143
E01032646,Aged 16 to 20 years,35
E01032646,Aged 21 to 29 years,443
E01032646,Aged 30 years and over,894
E01032719,Aged 15 years and under,198
E01032719,Aged 16 to 20 years,66
E01032719,Aged 21 to 29 years,341
E01032719,Aged 30 years and over,839
E01032739,Aged 15 years and under,73
E01032739,Aged 16 to 20 years,60
E01032739,Aged 21 to 29 years,593
E01032739,Aged 30 years and over,893
E01032740,Aged 15 years and under,50
E01032740,Aged 16 to 20 years,51
E01032740,Aged 21 to 29 years,503
E01032740,Aged 30 years and over,788
E01032741,Aged 15 years and under,245
E01032741,Aged 16 to 20 years,45
E01032741,Aged 21 to 29 years,305
E01032741,Aged 30 years and over,872
E01032742,Aged 15 years and under,304
E01032742,Aged 16 to 20 years,59
E01032742,Aged 21 to 29 years,225
E01032742,Aged 30 years and over,1178
E01032743,Aged 15 years and under,602
E01032743,Aged 16 to 20 years,170
E01032743,Aged 21 to 29 years,260
E01032743,Aged 30 years and over,1249
E01032744,Aged 15 years and under,348
E01032744,Aged 16 to 20 years,87
E01032744,Aged 21 to 29 years,161
E01032744,Aged 30 years and over,1017
E01032764,Aged 15 years and under,306
E01032764,Aged 16 to 20 years,109
E01032764,Aged 21 to 29 years,644
E01032764,Aged 30 years and over,1302
E01032765,Aged 15 years and under,264
E01032765,Aged 16 to 20 years,78
E01032765,Aged 21 to 29 years,434
E01032765,Aged 30 years and over,977
E01032767,Aged 15 years and under,63
E01032767,Aged 16 to 20 years,77
E01032767,Aged 21 to 29 years,736
E01032767,Aged 30 years and over,688
E01032768,Aged 15 years and under,129
E01032768,Aged 16 to 20 years,16
E01032768,Aged 21 to 29 years,336
E01032768,Aged 30 years and over,840
E01032769,Aged 15 years and under,209
E01032769,Aged 16 to 20 years,42
E01032769,Aged 21 to 29 years,262
E01032769,Aged 30 years and over,826
E01032770,Aged 15 years and under,234
E01032770,Aged 16 to 20 years,64
E01032770,Aged 21 to 29 years,713
E01032770,Aged 30 years and over,1118
E01032771,Aged 15 years and under,182
E01032771,Aged 16 to 20 years,75
E01032771,Aged 21 to 29 years,513
E01032771,Aged 30 years and over,776
E01032772,Aged 15 years and under,403
E01032772,Aged 16 to 20 years,135
E01032772,Aged 21 to 29 years,716
E01032772,Aged 30 years and over,1152
E01032774,Aged 15 years and under,350
E01032774,Aged 16 to 20 years,103
E01032774,Aged 21 to 29 years,406
E01032774,Aged 30 years and over,946
E01032775,Aged 15 years and under,184
E01032775,Aged 16 to 20 years,26
E01032775,Aged 21 to 29 years,201
E01032775,Aged 30 years and over,776
E01032776,Aged 15 years and under,248
E01032776,Aged 16 to 20 years,96
E01032776,Aged 21 to 29 years,615
E01032776,Aged 30 years and over,1107
E01032777,Aged 15 years and under,205
E01032777,Aged 16 to 20 years,48
E01032777,Aged 21 to 29 years,296
E01032777,Aged 30 years and over,729
E01032779,Aged 15 years and under,248
E01032779,Aged 16 to 20 years,39
E01032779,Aged 21 to 29 years,407
E01032779,Aged 30 years and over,710
E01032780,Aged 15 years and under,274
E01032780,Aged 16 to 20 years,77
E01032780,Aged 21 to 29 years,617
E01032780,Aged 30 years and over,1090
E01032781,Aged 15 years and under,237
E01032781,Aged 16 to 20 years,82
E01032781,Aged 21 to 29 years,376
E01032781,Aged 30 years and over,996
E01032782,Aged 15 years and under,302
E01032782,Aged 16 to 20 years,144
E01032782,Aged 21 to 29 years,701
E01032782,Aged 30 years and over,1101
E01032783,Aged 15 years and under,180
E01032783,Aged 16 to 20 years,72
E01032783,Aged 21 to 29 years,308
E01032783,Aged 30 years and over,748
E01032784,Aged 15 years and under,226
E01032784,Aged 16 to 20 years,95
E01032784,Aged 21 to 29 years,508
E01032784,Aged 30 years and over,877
E01032785,Aged 15 years and under,599
E01032785,Aged 16 to 20 years,110
E01032785,Aged 21 to 29 years,412
E01032785,Aged 30 years and over,1395
E01032786,Aged 15 years and under,411
E01032786,Aged 16 to 20 years,88
E01032786,Aged 21 to 29 years,246
E01032786,Aged 30 years and over,869
E01032787,Aged 15 years and under,520
E01032787,Aged 16 to 20 years,165
E01032787,Aged 21 to 29 years,504
E01032787,Aged 30 years and over,1265
E01032788,Aged 15 years and under,263
E01032788,Aged 16 to 20 years,55
E01032788,Aged 21 to 29 years,372
E01032788,Aged 30 years and over,895
E01032789,Aged 15 years and under,217
E01032789,Aged 16 to 20 years,72
E01032789,Aged 21 to 29 years,200
E01032789,Aged 30 years and over,712
E01032790,Aged 15 years and under,226
E01032790,Aged 16 to 20 years,78
E01032790,Aged 21 to 29 years,169
E01032790,Aged 30 years and over,657
E01032803,Aged 15 years and under,153
E01032803,Aged 16 to 20 years,41
E01032803,Aged 21 to 29 years,468
E01032803,Aged 30 years and over,847
E01032834,Aged 15 years and under,43
E01032834,Aged 16 to 20 years,8
E01032834,Aged 21 to 29 years,274
E01032834,Aged 30 years and over,700
E01033000,Aged 15 years and under,457
E01033000,Aged 16 to 20 years,122
E01033000,Aged 21 to 29 years,191
E01033000,Aged 30 years and over,981
E01033030,Aged 15 years and under,494
E01033030,Aged 16 to 20 years,42
E01033030,Aged 21 to 29 years,187
E01033030,Aged 30 years and over,1129
E01033081,Aged 15 years and under,282
E01033081,Aged 16 to 20 years,53
E01033081,Aged 21 to 29 years,171
E01033081,Aged 30 years and over,1089
E01033082,Aged 15 years and under,210
E01033082,Aged 16 to 20 years,41
E01033082,Aged 21 to 29 years,98
E01033082,Aged 30 years and over,912
E01033083,Aged 15 years and under,566
E01033083,Aged 16 to 20 years,73
E01033083,Aged 21 to 29 years,304
E01033083,Aged 30 years and over,1274
E01033084,Aged 15 years and under,501
E01033084,Aged 16 to 20 years,93
E01033084,Aged 21 to 29 years,207
E01033084,Aged 30 years and over,1175
E01033086,Aged 15 years and under,228
E01033086,Aged 16 to 20 years,91
E01033086,Aged 21 to 29 years,132
E01033086,Aged 30 years and over,739
E01033098,Aged 15 years and under,198
E01033098,Aged 16 to 20 years,44
E01033098,Aged 21 to 29 years,466
E01033098,Aged 30 years and over,1001
E01033099,Aged 15 years and under,269
E01033099,Aged 16 to 20 years,51
E01033099,Aged 21 to 29 years,485
E01033099,Aged 30 years and over,1082
E01033100,Aged 15 years and under,201
E01033100,Aged 16 to 20 years,54
E01033100,Aged 21 to 29 years,548
E01033100,Aged 30 years and over,1066
E01033132,Aged 15 years and under,241
E01033132,Aged 16 to 20 years,34
E01033132,Aged 21 to 29 years,500
E01033132,Aged 30 years and over,1260
E01033133,Aged 15 years and under,132
E01033133,Aged 16 to 20 years,13
E01033133,Aged 21 to 29 years,278
E01033133,Aged 30 years and over,771
E01033135,Aged 15 years and under,224
E01033135,Aged 16 to 20 years,28
E01033135,Aged 21 to 29 years,249
E01033135,Aged 30 years and over,687
E01033146,Aged 15 years and under,403
E01033146,Aged 16 to 20 years,111
E01033146,Aged 21 to 29 years,209
E01033146,Aged 30 years and over,815
E01033148,Aged 15 years and under,540
E01033148,Aged 16 to 20 years,183
E01033148,Aged 21 to 29 years,373
E01033148,Aged 30 years and over,1116
E01033150,Aged 15 years and under,529
E01033150,Aged 16 to 20 years,73
E01033150,Aged 21 to 29 years,241
E01033150,Aged 30 years and over,847
E01033151,Aged 15 years and under,386
E01033151,Aged 16 to 20 years,141
E01033151,Aged 21 to 29 years,171
E01033151,Aged 30 years and over,753
E01033208,Aged 15 years and under,183
E01033208,Aged 16 to 20 years,82
E01033208,Aged 21 to 29 years,496
E01033208,Aged 30 years and over,946
E01033320,Aged 15 years and under,287
E01033320,Aged 16 to 20 years,72
E01033320,Aged 21 to 29 years,205
E01033320,Aged 30 years and over,1004
E01033322,Aged 15 years and under,234
E01033322,Aged 16 to 20 years,32
E01033322,Aged 21 to 29 years,193
E01033322,Aged 30 years and over,798
E01033324,Aged 15 years and under,268
E01033324,Aged 16 to 20 years,72
E01033324,Aged 21 to 29 years,229
E01033324,Aged 30 years and over,970
E01033325,Aged 15 years and under,143
E01033325,Aged 16 to 20 years,34
E01033325,Aged 21 to 29 years,353
E01033325,Aged 30 years and over,837
E01033327,Aged 15 years and under,315
E01033327,Aged 16 to 20 years,48
E01033327,Aged 21 to 29 years,474
E01033327,Aged 30 years and over,1366
E01033341,Aged 15 years and under,262
E01033341,Aged 16 to 20 years,58
E01033341,Aged 21 to 29 years,214
E01033341,Aged 30 years and over,790
E01033455,Aged 15 years and under,236
E01033455,Aged 16 to 20 years,72
E01033455,Aged 21 to 29 years,131
E01033455,Aged 30 years and over,705
E01033456,Aged 15 years and under,596
E01033456,Aged 16 to 20 years,246
E01033456,Aged 21 to 29 years,412
E01033456,Aged 30 years and over,1370
E01033457,Aged 15 years and under,374
E01033457,Aged 16 to 20 years,103
E01033457,Aged 21 to 29 years,240
E01033457,Aged 30 years and over,1266
E01033463,Aged 15 years and under,502
E01033463,Aged 16 to 20 years,159
E01033463,Aged 21 to 29 years,456
E01033463,Aged 30 years and over,2038
E01033485,Aged 15 years and under,273
E01033485,Aged 16 to 20 years,103
E01033485,Aged 21 to 29 years,258
E01033485,Aged 30 years and over,1004
E01033486,Aged 15 years and under,163
E01033486,Aged 16 to 20 years,82
E01033486,Aged 21 to 29 years,248
E01033486,Aged 30 years and over,543
E01033487,Aged 15 years and under,137
E01033487,Aged 16 to 20 years,33
E01033487,Aged 21 to 29 years,334
E01033487,Aged 30 years and over,695
E01033488,Aged 15 years and under,189
E01033488,Aged 16 to 20 years,116
E01033488,Aged 21 to 29 years,511
E01033488,Aged 30 years and over,829
E01033489,Aged 15 years and under,100
E01033489,Aged 16 to 20 years,93
E01033489,Aged 21 to 29 years,490
E01033489,Aged 30 years and over,776
E01033490,Aged 15 years and under,146
E01033490,Aged 16 to 20 years,149
E01033490,Aged 21 to 29 years,403
E01033490,Aged 30 years and over,701
E01033491,Aged 15 years and under,223
E01033491,Aged 16 to 20 years,62
E01033491,Aged 21 to 29 years,526
E01033491,Aged 30 years and over,1121
E01033493,Aged 15 years and under,113
E01033493,Aged 16 to 20 years,14
E01033493,Aged 21 to 29 years,301
E01033493,Aged 30 years and over,885
E01033494,Aged 15 years and under,256
E01033494,Aged 16 to 20 years,57
E01033494,Aged 21 to 29 years,242
E01033494,Aged 30 years and over,979
E01033569,Aged 15 years and under,355
E01033569,Aged 16 to 20 years,98
E01033569,Aged 21 to 29 years,274
E01033569,Aged 30 years and over,1090
E01033570,Aged 15 years and under,411
E01033570,Aged 16 to 20 years,80
E01033570,Aged 21 to 29 years,175
E01033570,Aged 30 years and over,1239
E01033571,Aged 15 years and under,272
E01033571,Aged 16 to 20 years,77
E01033571,Aged 21 to 29 years,145
E01033571,Aged 30 years and over,1002
E01033579,Aged 15 years and under,188
E01033579,Aged 16 to 20 years,69
E01033579,Aged 21 to 29 years,672
E01033579,Aged 30 years and over,954
E01033580,Aged 15 years and under,226
E01033580,Aged 16 to 20 years,44
E01033580,Aged 21 to 29 years,263
E01033580,Aged 30 years and over,878
E01033581,Aged 15 years and under,456
E01033581,Aged 16 to 20 years,117
E01033581,Aged 21 to 29 years,264
E01033581,Aged 30 years and over,1086
E01033582,Aged 15 years and under,251
E01033582,Aged 16 to 20 years,37
E01033582,Aged 21 to 29 years,314
E01033582,Aged 30 years and over,844
E01033584,Aged 15 years and under,375
E01033584,Aged 16 to 20 years,127
E01033584,Aged 21 to 29 years,294
E01033584,Aged 30 years and over,907
E01033586,Aged 15 years and under,316
E01033586,Aged 16 to 20 years,138
E01033586,Aged 21 to 29 years,462
E01033586,Aged 30 years and over,1184
E01033587,Aged 15 years and under,675
E01033587,Aged 16 to 20 years,113
E01033587,Aged 21 to 29 years,349
E01033587,Aged 30 years and over,1317
E01033589,Aged 15 years and under,631
E01033589,Aged 16 to 20 years,88
E01033589,Aged 21 to 29 years,200
E01033589,Aged 30 years and over,1035
E01033590,Aged 15 years and under,402
E01033590,Aged 16 to 20 years,79
E01033590,Aged 21 to 29 years,128
E01033590,Aged 30 years and over,640
E01033591,Aged 15 years and under,773
E01033591,Aged 16 to 20 years,174
E01033591,Aged 21 to 29 years,469
E01033591,Aged 30 years and over,1563
E01033592,Aged 15 years and under,470
E01033592,Aged 16 to 20 years,141
E01033592,Aged 21 to 29 years,227
E01033592,Aged 30 years and over,1145
E01033593,Aged 15 years and under,248
E01033593,Aged 16 to 20 years,143
E01033593,Aged 21 to 29 years,459
E01033593,Aged 30 years and over,880
E01033594,Aged 15 years and under,116
E01033594,Aged 16 to 20 years,78
E01033594,Aged 21 to 29 years,460
E01033594,Aged 30 years and over,846
E01033597,Aged 15 years and under,131
E01033597,Aged 16 to 20 years,31
E01033597,Aged 21 to 29 years,148
E01033597,Aged 30 years and over,696
E01033598,Aged 15 years and under,208
E01033598,Aged 16 to 20 years,128
E01033598,Aged 21 to 29 years,245
E01033598,Aged 30 years and over,785
E01033599,Aged 15 years and under,235
E01033599,Aged 16 to 20 years,128
E01033599,Aged 21 to 29 years,217
E01033599,Aged 30 years and over,721
E01033601,Aged 15 years and under,394
E01033601,Aged 16 to 20 years,147
E01033601,Aged 21 to 29 years,405
E01033601,Aged 30 years and over,1035
E01033602,Aged 15 years and under,293
E01033602,Aged 16 to 20 years,127
E01033602,Aged 21 to 29 years,218
E01033602,Aged 30 years and over,889
E01033603,Aged 15 years and under,154
E01033603,Aged 16 to 20 years,52
E01033603,Aged 21 to 29 years,320
E01033603,Aged 30 years and over,740
E01033604,Aged 15 years and under,153
E01033604,Aged 16 to 20 years,75
E01033604,Aged 21 to 29 years,241
E01033604,Aged 30 years and over,712
E01033605,Aged 15 years and under,276
E01033605,Aged 16 to 20 years,127
E01033605,Aged 21 to 29 years,312
E01033605,Aged 30 years and over,925
E01033699,Aged 15 years and under,138
E01033699,Aged 16 to 20 years,36
E01033699,Aged 21 to 29 years,387
E01033699,Aged 30 years and over,852
E01033700,Aged 15 years and under,243
E01033700,Aged 16 to 20 years,55
E01033700,Aged 21 to 29 years,695
E01033700,Aged 30 years and over,1498
E01033702,Aged 15 years and under,391
E01033702,Aged 16 to 20 years,93
E01033702,Aged 21 to 29 years,190
E01033702,Aged 30 years and over,777
E01033703,Aged 15 years and under,201
E01033703,Aged 16 to 20 years,57
E01033703,Aged 21 to 29 years,317
E01033703,Aged 30 years and over,836
E01033704,Aged 15 years and under,259
E01033704,Aged 16 to 20 years,86
E01033704,Aged 21 to 29 years,600
E01033704,Aged 30 years and over,1398
E01033705,Aged 15 years and under,304
E01033705,Aged 16 to 20 years,118
E01033705,Aged 21 to 29 years,219
E01033705,Aged 30 years and over,793
E01033706,Aged 15 years and under,101
E01033706,Aged 16 to 20 years,81
E01033706,Aged 21 to 29 years,559
E01033706,Aged 30 years and over,706
E01033708,Aged 15 years and under,82
E01033708,Aged 16 to 20 years,123
E01033708,Aged 21 to 29 years,756
E01033708,Aged 30 years and over,907
E01033709,Aged 15 years and under,292
E01033709,Aged 16 to 20 years,80
E01033709,Aged 21 to 29 years,456
E01033709,Aged 30 years and over,1003
E01033710,Aged 15 years and under,237
E01033710,Aged 16 to 20 years,49
E01033710,Aged 21 to 29 years,176
E01033710,Aged 30 years and over,672
E01033711,Aged 15 years and under,92
E01033711,Aged 16 to 20 years,191
E01033711,Aged 21 to 29 years,847
E01033711,Aged 30 years and over,783
E01033712,Aged 15 years and under,259
E01033712,Aged 16 to 20 years,56
E01033712,Aged 21 to 29 years,328
E01033712,Aged 30 years and over,899
E01033713,Aged 15 years and under,180
E01033713,Aged 16 to 20 years,55
E01033713,Aged 21 to 29 years,261
E01033713,Aged 30 years and over,824
E01033727,Aged 15 years and under,368
E01033727,Aged 16 to 20 years,477
E01033727,Aged 21 to 29 years,601
E01033727,Aged 30 years and over,1265
E01033728,Aged 15 years and under,219
E01033728,Aged 16 to 20 years,37
E01033728,Aged 21 to 29 years,354
E01033728,Aged 30 years and over,1153
E01033729,Aged 15 years and under,468
E01033729,Aged 16 to 20 years,463
E01033729,Aged 21 to 29 years,419
E01033729,Aged 30 years and over,1127
E01033732,Aged 15 years and under,193
E01033732,Aged 16 to 20 years,39
E01033732,Aged 21 to 29 years,254
E01033732,Aged 30 years and over,582
E01033734,Aged 15 years and under,236
E01033734,Aged 16 to 20 years,72
E01033734,Aged 21 to 29 years,314
E01033734,Aged 30 years and over,844
E01033735,Aged 15 years and under,232
E01033735,Aged 16 to 20 years,38
E01033735,Aged 21 to 29 years,275
E01033735,Aged 30 years and over,716
E01033736,Aged 15 years and under,196
E01033736,Aged 16 to 20 years,42
E01033736,Aged 21 to 29 years,658
E01033736,Aged 30 years and over,1349
E01033737,Aged 15 years and under,383
E01033737,Aged 16 to 20 years,93
E01033737,Aged 21 to 29 years,366
E01033737,Aged 30 years and over,1092
E01033738,Aged 15 years and under,344
E01033738,Aged 16 to 20 years,57
E01033738,Aged 21 to 29 years,356
E01033738,Aged 30 years and over,1103
E01033739,Aged 15 years and under,469
E01033739,Aged 16 to 20 years,70
E01033739,Aged 21 to 29 years,225
E01033739,Aged 30 years and over,962
E01033740,Aged 15 years and under,452
E01033740,Aged 16 to 20 years,96
E01033740,Aged 21 to 29 years,189
E01033740,Aged 30 years and over,897
E01033741,Aged 15 years and under,441
E01033741,Aged 16 to 20 years,283
E01033741,Aged 21 to 29 years,695
E01033741,Aged 30 years and over,1279
E01033742,Aged 15 years and under,264
E01033742,Aged 16 to 20 years,39
E01033742,Aged 21 to 29 years,194
E01033742,Aged 30 years and over,844
E01033743,Aged 15 years and under,527
E01033743,Aged 16 to 20 years,150
E01033743,Aged 21 to 29 years,194
E01033743,Aged 30 years and over,1070
E01033744,Aged 15 years and under,472
E01033744,Aged 16 to 20 years,96
E01033744,Aged 21 to 29 years,195
E01033744,Aged 30 years and over,1040
E01033745,Aged 15 years and under,506
E01033745,Aged 16 to 20 years,108
E01033745,Aged 21 to 29 years,175
E01033745,Aged 30 years and over,993
E01033746,Aged 15 years and under,262
E01033746,Aged 16 to 20 years,46
E01033746,Aged 21 to 29 years,165
E01033746,Aged 30 years and over,998
E01033784,Aged 15 years and under,318
E01033784,Aged 16 to 20 years,70
E01033784,Aged 21 to 29 years,184
E01033784,Aged 30 years and over,987
E01033785,Aged 15 years and under,279
E01033785,Aged 16 to 20 years,40
E01033785,Aged 21 to 29 years,250
E01033785,Aged 30 years and over,812
