Lower layer Super Output Areas Code,Age (4 categories),Observation
E01001303,Aged 15 years and under,384
E01001303,Aged 16 to 20 years,70
E01001303,Aged 21 to 29 years,166
E01001303,Aged 30 years and over,1104
E01001304,Aged 15 years and under,343
E01001304,Aged 16 to 20 years,60
E01001304,Aged 21 to 29 years,191
E01001304,Aged 30 years and over,1065
E01001305,Aged 15 years and under,367
E01001305,Aged 16 to 20 years,81
E01001305,Aged 21 to 29 years,131
E01001305,Aged 30 years and over,1149
E01001306,Aged 15 years and under,351
E01001306,Aged 16 to 20 years,63
E01001306,Aged 21 to 29 years,119
E01001306,Aged 30 years and over,1104
E01001307,Aged 15 years and under,370
E01001307,Aged 16 to 20 years,98
E01001307,Aged 21 to 29 years,220
E01001307,Aged 30 years and over,1195
E01001308,Aged 15 years and under,273
E01001308,Aged 16 to 20 years,105
E01001308,Aged 21 to 29 years,233
E01001308,Aged 30 years and over,1330
E01001309,Aged 15 years and under,353
E01001309,Aged 16 to 20 years,133
E01001309,Aged 21 to 29 years,196
E01001309,Aged 30 years and over,1172
E01001310,Aged 15 years and under,396
E01001310,Aged 16 to 20 years,113
E01001310,Aged 21 to 29 years,272
E01001310,Aged 30 years and over,1361
E01001311,Aged 15 years and under,467
E01001311,Aged 16 to 20 years,137
E01001311,Aged 21 to 29 years,407
E01001311,Aged 30 years and over,1507
E01001312,Aged 15 years and under,360
E01001312,Aged 16 to 20 years,108
E01001312,Aged 21 to 29 years,230
E01001312,Aged 30 years and over,1268
E01001313,Aged 15 years and under,292
E01001313,Aged 16 to 20 years,126
E01001313,Aged 21 to 29 years,206
E01001313,Aged 30 years and over,1104
E01001314,Aged 15 years and under,291
E01001314,Aged 16 to 20 years,76
E01001314,Aged 21 to 29 years,164
E01001314,Aged 30 years and over,994
E01001315,Aged 15 years and under,277
E01001315,Aged 16 to 20 years,92
E01001315,Aged 21 to 29 years,174
E01001315,Aged 30 years and over,924
E01001316,Aged 15 years and under,397
E01001316,Aged 16 to 20 years,114
E01001316,Aged 21 to 29 years,212
E01001316,Aged 30 years and over,1003
E01001317,Aged 15 years and under,513
E01001317,Aged 16 to 20 years,146
E01001317,Aged 21 to 29 years,250
E01001317,Aged 30 years and over,1272
E01001318,Aged 15 years and under,424
E01001318,Aged 16 to 20 years,120
E01001318,Aged 21 to 29 years,225
E01001318,Aged 30 years and over,1180
E01001319,Aged 15 years and under,272
E01001319,Aged 16 to 20 years,95
E01001319,Aged 21 to 29 years,206
E01001319,Aged 30 years and over,976
E01001320,Aged 15 years and under,418
E01001320,Aged 16 to 20 years,125
E01001320,Aged 21 to 29 years,225
E01001320,Aged 30 years and over,855
E01001321,Aged 15 years and under,446
E01001321,Aged 16 to 20 years,166
E01001321,Aged 21 to 29 years,270
E01001321,Aged 30 years and over,1381
E01001322,Aged 15 years and under,428
E01001322,Aged 16 to 20 years,128
E01001322,Aged 21 to 29 years,236
E01001322,Aged 30 years and over,1279
E01001323,Aged 15 years and under,452
E01001323,Aged 16 to 20 years,115
E01001323,Aged 21 to 29 years,212
E01001323,Aged 30 years and over,1236
E01001324,Aged 15 years and under,390
E01001324,Aged 16 to 20 years,81
E01001324,Aged 21 to 29 years,193
E01001324,Aged 30 years and over,998
E01001325,Aged 15 years and under,465
E01001325,Aged 16 to 20 years,124
E01001325,Aged 21 to 29 years,228
E01001325,Aged 30 years and over,1167
E01001326,Aged 15 years and under,531
E01001326,Aged 16 to 20 years,105
E01001326,Aged 21 to 29 years,230
E01001326,Aged 30 years and over,1094
E01001327,Aged 15 years and under,377
E01001327,Aged 16 to 20 years,144
E01001327,Aged 21 to 29 years,261
E01001327,Aged 30 years and over,1114
E01001328,Aged 15 years and under,427
E01001328,Aged 16 to 20 years,130
E01001328,Aged 21 to 29 years,211
E01001328,Aged 30 years and over,1054
E01001329,Aged 15 years and under,492
E01001329,Aged 16 to 20 years,131
E01001329,Aged 21 to 29 years,221
E01001329,Aged 30 years and over,1119
E01001330,Aged 15 years and under,486
E01001330,Aged 16 to 20 years,125
E01001330,Aged 21 to 29 years,224
E01001330,Aged 30 years and over,1023
E01001331,Aged 15 years and under,505
E01001331,Aged 16 to 20 years,127
E01001331,Aged 21 to 29 years,207
E01001331,Aged 30 years and over,956
E01001332,Aged 15 years and under,391
E01001332,Aged 16 to 20 years,101
E01001332,Aged 21 to 29 years,186
E01001332,Aged 30 years and over,916
E01001333,Aged 15 years and under,531
E01001333,Aged 16 to 20 years,172
E01001333,Aged 21 to 29 years,284
E01001333,Aged 30 years and over,1478
E01001334,Aged 15 years and under,397
E01001334,Aged 16 to 20 years,140
E01001334,Aged 21 to 29 years,207
E01001334,Aged 30 years and over,924
E01001335,Aged 15 years and under,303
E01001335,Aged 16 to 20 years,114
E01001335,Aged 21 to 29 years,218
E01001335,Aged 30 years and over,1163
E01001336,Aged 15 years and under,326
E01001336,Aged 16 to 20 years,82
E01001336,Aged 21 to 29 years,273
E01001336,Aged 30 years and over,1160
E01001337,Aged 15 years and under,402
E01001337,Aged 16 to 20 years,95
E01001337,Aged 21 to 29 years,341
E01001337,Aged 30 years and over,1283
E01001338,Aged 15 years and under,357
E01001338,Aged 16 to 20 years,116
E01001338,Aged 21 to 29 years,199
E01001338,Aged 30 years and over,1195
E01001339,Aged 15 years and under,472
E01001339,Aged 16 to 20 years,143
E01001339,Aged 21 to 29 years,344
E01001339,Aged 30 years and over,1227
E01001340,Aged 15 years and under,296
E01001340,Aged 16 to 20 years,87
E01001340,Aged 21 to 29 years,221
E01001340,Aged 30 years and over,959
E01001341,Aged 15 years and under,349
E01001341,Aged 16 to 20 years,106
E01001341,Aged 21 to 29 years,213
E01001341,Aged 30 years and over,1122
E01001342,Aged 15 years and under,330
E01001342,Aged 16 to 20 years,112
E01001342,Aged 21 to 29 years,239
E01001342,Aged 30 years and over,1214
E01001343,Aged 15 years and under,237
E01001343,Aged 16 to 20 years,76
E01001343,Aged 21 to 29 years,162
E01001343,Aged 30 years and over,962
E01001344,Aged 15 years and under,459
E01001344,Aged 16 to 20 years,97
E01001344,Aged 21 to 29 years,232
E01001344,Aged 30 years and over,1501
E01001345,Aged 15 years and under,324
E01001345,Aged 16 to 20 years,133
E01001345,Aged 21 to 29 years,239
E01001345,Aged 30 years and over,1062
E01001346,Aged 15 years and under,413
E01001346,Aged 16 to 20 years,113
E01001346,Aged 21 to 29 years,192
E01001346,Aged 30 years and over,1237
E01001347,Aged 15 years and under,291
E01001347,Aged 16 to 20 years,149
E01001347,Aged 21 to 29 years,303
E01001347,Aged 30 years and over,1228
E01001348,Aged 15 years and under,339
E01001348,Aged 16 to 20 years,78
E01001348,Aged 21 to 29 years,173
E01001348,Aged 30 years and over,1082
E01001349,Aged 15 years and under,250
E01001349,Aged 16 to 20 years,90
E01001349,Aged 21 to 29 years,175
E01001349,Aged 30 years and over,896
E01001350,Aged 15 years and under,216
E01001350,Aged 16 to 20 years,64
E01001350,Aged 21 to 29 years,195
E01001350,Aged 30 years and over,964
E01001351,Aged 15 years and under,366
E01001351,Aged 16 to 20 years,87
E01001351,Aged 21 to 29 years,292
E01001351,Aged 30 years and over,1227
E01001352,Aged 15 years and under,233
E01001352,Aged 16 to 20 years,67
E01001352,Aged 21 to 29 years,264
E01001352,Aged 30 years and over,1020
E01001353,Aged 15 years and under,226
E01001353,Aged 16 to 20 years,65
E01001353,Aged 21 to 29 years,220
E01001353,Aged 30 years and over,905
E01001354,Aged 15 years and under,287
E01001354,Aged 16 to 20 years,66
E01001354,Aged 21 to 29 years,290
E01001354,Aged 30 years and over,1411
E01001355,Aged 15 years and under,297
E01001355,Aged 16 to 20 years,72
E01001355,Aged 21 to 29 years,358
E01001355,Aged 30 years and over,1230
E01001356,Aged 15 years and under,377
E01001356,Aged 16 to 20 years,92
E01001356,Aged 21 to 29 years,166
E01001356,Aged 30 years and over,858
E01001357,Aged 15 years and under,528
E01001357,Aged 16 to 20 years,141
E01001357,Aged 21 to 29 years,436
E01001357,Aged 30 years and over,1645
E01001358,Aged 15 years and under,409
E01001358,Aged 16 to 20 years,105
E01001358,Aged 21 to 29 years,326
E01001358,Aged 30 years and over,1149
E01001359,Aged 15 years and under,511
E01001359,Aged 16 to 20 years,188
E01001359,Aged 21 to 29 years,294
E01001359,Aged 30 years and over,1471
E01001360,Aged 15 years and under,364
E01001360,Aged 16 to 20 years,160
E01001360,Aged 21 to 29 years,296
E01001360,Aged 30 years and over,1393
E01001361,Aged 15 years and under,495
E01001361,Aged 16 to 20 years,147
E01001361,Aged 21 to 29 years,284
E01001361,Aged 30 years and over,1350
E01001362,Aged 15 years and under,618
E01001362,Aged 16 to 20 years,188
E01001362,Aged 21 to 29 years,298
E01001362,Aged 30 years and over,1521
E01001363,Aged 15 years and under,490
E01001363,Aged 16 to 20 years,143
E01001363,Aged 21 to 29 years,231
E01001363,Aged 30 years and over,1130
E01001364,Aged 15 years and under,371
E01001364,Aged 16 to 20 years,146
E01001364,Aged 21 to 29 years,265
E01001364,Aged 30 years and over,1051
E01001365,Aged 15 years and under,504
E01001365,Aged 16 to 20 years,160
E01001365,Aged 21 to 29 years,349
E01001365,Aged 30 years and over,1566
E01001366,Aged 15 years and under,477
E01001366,Aged 16 to 20 years,150
E01001366,Aged 21 to 29 years,247
E01001366,Aged 30 years and over,1176
E01001367,Aged 15 years and under,641
E01001367,Aged 16 to 20 years,198
E01001367,Aged 21 to 29 years,322
E01001367,Aged 30 years and over,1549
E01001368,Aged 15 years and under,325
E01001368,Aged 16 to 20 years,123
E01001368,Aged 21 to 29 years,229
E01001368,Aged 30 years and over,1087
E01001369,Aged 15 years and under,447
E01001369,Aged 16 to 20 years,152
E01001369,Aged 21 to 29 years,232
E01001369,Aged 30 years and over,1236
E01001370,Aged 15 years and under,454
E01001370,Aged 16 to 20 years,139
E01001370,Aged 21 to 29 years,285
E01001370,Aged 30 years and over,1293
E01001371,Aged 15 years and under,544
E01001371,Aged 16 to 20 years,167
E01001371,Aged 21 to 29 years,247
E01001371,Aged 30 years and over,1351
E01001372,Aged 15 years and under,602
E01001372,Aged 16 to 20 years,181
E01001372,Aged 21 to 29 years,312
E01001372,Aged 30 years and over,1460
E01001373,Aged 15 years and under,440
E01001373,Aged 16 to 20 years,163
E01001373,Aged 21 to 29 years,252
E01001373,Aged 30 years and over,1224
E01001374,Aged 15 years and under,330
E01001374,Aged 16 to 20 years,67
E01001374,Aged 21 to 29 years,238
E01001374,Aged 30 years and over,1309
E01001375,Aged 15 years and under,329
E01001375,Aged 16 to 20 years,42
E01001375,Aged 21 to 29 years,145
E01001375,Aged 30 years and over,1182
E01001376,Aged 15 years and under,325
E01001376,Aged 16 to 20 years,65
E01001376,Aged 21 to 29 years,216
E01001376,Aged 30 years and over,1101
E01001377,Aged 15 years and under,280
E01001377,Aged 16 to 20 years,76
E01001377,Aged 21 to 29 years,173
E01001377,Aged 30 years and over,1110
E01001379,Aged 15 years and under,352
E01001379,Aged 16 to 20 years,82
E01001379,Aged 21 to 29 years,155
E01001379,Aged 30 years and over,1147
E01001380,Aged 15 years and under,365
E01001380,Aged 16 to 20 years,87
E01001380,Aged 21 to 29 years,333
E01001380,Aged 30 years and over,1522
E01001381,Aged 15 years and under,352
E01001381,Aged 16 to 20 years,39
E01001381,Aged 21 to 29 years,288
E01001381,Aged 30 years and over,1198
E01001382,Aged 15 years and under,302
E01001382,Aged 16 to 20 years,73
E01001382,Aged 21 to 29 years,127
E01001382,Aged 30 years and over,980
E01001383,Aged 15 years and under,322
E01001383,Aged 16 to 20 years,75
E01001383,Aged 21 to 29 years,241
E01001383,Aged 30 years and over,1116
E01001384,Aged 15 years and under,337
E01001384,Aged 16 to 20 years,56
E01001384,Aged 21 to 29 years,190
E01001384,Aged 30 years and over,1165
E01001385,Aged 15 years and under,353
E01001385,Aged 16 to 20 years,46
E01001385,Aged 21 to 29 years,165
E01001385,Aged 30 years and over,1114
E01001386,Aged 15 years and under,308
E01001386,Aged 16 to 20 years,82
E01001386,Aged 21 to 29 years,198
E01001386,Aged 30 years and over,1210
E01001387,Aged 15 years and under,195
E01001387,Aged 16 to 20 years,40
E01001387,Aged 21 to 29 years,232
E01001387,Aged 30 years and over,1066
E01001388,Aged 15 years and under,268
E01001388,Aged 16 to 20 years,52
E01001388,Aged 21 to 29 years,185
E01001388,Aged 30 years and over,939
E01001389,Aged 15 years and under,309
E01001389,Aged 16 to 20 years,81
E01001389,Aged 21 to 29 years,251
E01001389,Aged 30 years and over,1187
E01001390,Aged 15 years and under,298
E01001390,Aged 16 to 20 years,57
E01001390,Aged 21 to 29 years,239
E01001390,Aged 30 years and over,1226
E01001391,Aged 15 years and under,281
E01001391,Aged 16 to 20 years,106
E01001391,Aged 21 to 29 years,203
E01001391,Aged 30 years and over,1190
E01001392,Aged 15 years and under,328
E01001392,Aged 16 to 20 years,80
E01001392,Aged 21 to 29 years,200
E01001392,Aged 30 years and over,1257
E01001393,Aged 15 years and under,356
E01001393,Aged 16 to 20 years,74
E01001393,Aged 21 to 29 years,250
E01001393,Aged 30 years and over,1290
E01001394,Aged 15 years and under,318
E01001394,Aged 16 to 20 years,77
E01001394,Aged 21 to 29 years,379
E01001394,Aged 30 years and over,1223
E01001395,Aged 15 years and under,304
E01001395,Aged 16 to 20 years,95
E01001395,Aged 21 to 29 years,218
E01001395,Aged 30 years and over,1018
E01001396,Aged 15 years and under,218
E01001396,Aged 16 to 20 years,76
E01001396,Aged 21 to 29 years,198
E01001396,Aged 30 years and over,970
E01001397,Aged 15 years and under,493
E01001397,Aged 16 to 20 years,105
E01001397,Aged 21 to 29 years,302
E01001397,Aged 30 years and over,1263
E01001398,Aged 15 years and under,273
E01001398,Aged 16 to 20 years,61
E01001398,Aged 21 to 29 years,107
E01001398,Aged 30 years and over,900
E01001399,Aged 15 years and under,269
E01001399,Aged 16 to 20 years,68
E01001399,Aged 21 to 29 years,153
E01001399,Aged 30 years and over,992
E01001400,Aged 15 years and under,240
E01001400,Aged 16 to 20 years,68
E01001400,Aged 21 to 29 years,142
E01001400,Aged 30 years and over,1111
E01001401,Aged 15 years and under,292
E01001401,Aged 16 to 20 years,86
E01001401,Aged 21 to 29 years,137
E01001401,Aged 30 years and over,874
E01001402,Aged 15 years and under,294
E01001402,Aged 16 to 20 years,79
E01001402,Aged 21 to 29 years,187
E01001402,Aged 30 years and over,1292
E01001403,Aged 15 years and under,323
E01001403,Aged 16 to 20 years,99
E01001403,Aged 21 to 29 years,172
E01001403,Aged 30 years and over,1111
E01001404,Aged 15 years and under,302
E01001404,Aged 16 to 20 years,76
E01001404,Aged 21 to 29 years,157
E01001404,Aged 30 years and over,946
E01001405,Aged 15 years and under,262
E01001405,Aged 16 to 20 years,47
E01001405,Aged 21 to 29 years,142
E01001405,Aged 30 years and over,1351
E01001406,Aged 15 years and under,348
E01001406,Aged 16 to 20 years,90
E01001406,Aged 21 to 29 years,190
E01001406,Aged 30 years and over,1031
E01001407,Aged 15 years and under,340
E01001407,Aged 16 to 20 years,94
E01001407,Aged 21 to 29 years,149
E01001407,Aged 30 years and over,1010
E01001408,Aged 15 years and under,386
E01001408,Aged 16 to 20 years,59
E01001408,Aged 21 to 29 years,148
E01001408,Aged 30 years and over,1077
E01001409,Aged 15 years and under,506
E01001409,Aged 16 to 20 years,114
E01001409,Aged 21 to 29 years,236
E01001409,Aged 30 years and over,1178
E01001410,Aged 15 years and under,562
E01001410,Aged 16 to 20 years,173
E01001410,Aged 21 to 29 years,253
E01001410,Aged 30 years and over,1200
E01001411,Aged 15 years and under,462
E01001411,Aged 16 to 20 years,99
E01001411,Aged 21 to 29 years,129
E01001411,Aged 30 years and over,1213
E01001412,Aged 15 years and under,335
E01001412,Aged 16 to 20 years,95
E01001412,Aged 21 to 29 years,215
E01001412,Aged 30 years and over,1112
E01001413,Aged 15 years and under,317
E01001413,Aged 16 to 20 years,75
E01001413,Aged 21 to 29 years,110
E01001413,Aged 30 years and over,1133
E01001414,Aged 15 years and under,396
E01001414,Aged 16 to 20 years,110
E01001414,Aged 21 to 29 years,167
E01001414,Aged 30 years and over,997
E01001415,Aged 15 years and under,416
E01001415,Aged 16 to 20 years,76
E01001415,Aged 21 to 29 years,180
E01001415,Aged 30 years and over,1379
E01001416,Aged 15 years and under,324
E01001416,Aged 16 to 20 years,64
E01001416,Aged 21 to 29 years,159
E01001416,Aged 30 years and over,1179
E01001417,Aged 15 years and under,332
E01001417,Aged 16 to 20 years,82
E01001417,Aged 21 to 29 years,200
E01001417,Aged 30 years and over,1273
E01001418,Aged 15 years and under,311
E01001418,Aged 16 to 20 years,77
E01001418,Aged 21 to 29 years,142
E01001418,Aged 30 years and over,1210
E01001419,Aged 15 years and under,374
E01001419,Aged 16 to 20 years,96
E01001419,Aged 21 to 29 years,198
E01001419,Aged 30 years and over,1305
E01001420,Aged 15 years and under,368
E01001420,Aged 16 to 20 years,134
E01001420,Aged 21 to 29 years,191
E01001420,Aged 30 years and over,1090
E01001421,Aged 15 years and under,359
E01001421,Aged 16 to 20 years,64
E01001421,Aged 21 to 29 years,134
E01001421,Aged 30 years and over,1116
E01001422,Aged 15 years and under,277
E01001422,Aged 16 to 20 years,89
E01001422,Aged 21 to 29 years,159
E01001422,Aged 30 years and over,1154
E01001423,Aged 15 years and under,386
E01001423,Aged 16 to 20 years,130
E01001423,Aged 21 to 29 years,228
E01001423,Aged 30 years and over,987
E01001424,Aged 15 years and under,305
E01001424,Aged 16 to 20 years,73
E01001424,Aged 21 to 29 years,168
E01001424,Aged 30 years and over,681
E01001425,Aged 15 years and under,562
E01001425,Aged 16 to 20 years,146
E01001425,Aged 21 to 29 years,266
E01001425,Aged 30 years and over,1048
E01001426,Aged 15 years and under,432
