Lower layer Super Output Areas Code,Residents Population Density (per square kilometre)
E01004374 ,"15,224.5"
E01004375 ,"16,535.5"
E01004376 ,"17,380.5"
E01004336 ,"7,185.8"
E01004428 ,"12,995.6"
E01004429 ,"3,446.2"
E01004430 ,"5,185.0"
E01004434 ,"6,666.7"
E01004335 ,"14,512.1"
E01004337 ,"15,253.9"
E01004338 ,"22,149.1"
E01004339 ,"18,078.8"
E01004340 ,"7,219.7"
E01004341 ,"12,874.3"
E01004327 ,"12,871.8"
E01004328 ,"18,100.8"
E01004329 ,"15,590.0"
E01004330 ,"17,597.1"
E01004331 ,"15,593.2"
E01004332 ,"16,889.7"
E01004560 ,"2,809.0"
E01004566 ,"17,676.1"
E01004582 ,"16,352.2"
E01004583 ,"11,339.5"
E01004539 ,"15,382.4"
E01004540 ,"16,118.3"
E01004577 ,"15,948.3"
E01004584 ,"33,449.6"
E01004579 ,"15,937.0"
E01004580 ,"19,501.8"
E01004581 ,"15,609.1"
E01033099 ,"18,152.1"
E01033133 ,"19,833.9"
E01035488 ,"18,381.4"
E01035489 ,"28,458.2"
E01004565 ,"19,005.7"
E01004590 ,"12,946.1"
E01004591 ,"15,346.8"
E01004592 ,"17,578.3"
E01004604 ,"4,164.7"
E01004605 ,"9,391.4"
E01004606 ,"15,812.9"
E01004607 ,"9,696.4"
E01004608 ,"17,349.3"
E01004535 ,"24,242.8"
E01004537 ,"17,589.1"
E01004538 ,"21,794.2"
E01004541 ,"17,882.0"
E01004534 ,"7,491.2"
E01004536 ,"15,573.2"
E01004552 ,"18,489.7"
E01004585 ,"14,111.3"
E01004588 ,"12,031.1"
E01004554 ,"4,065.3"
E01004556 ,"16,526.1"
E01004586 ,"21,754.6"
E01004587 ,"16,867.5"
E01004589 ,"19,260.5"
E01004511 ,"9,857.5"
E01004602 ,"11,908.9"
E01004609 ,"10,384.1"
E01033135 ,"11,809.1"
E01035490 ,"7,885.2"
E01035491 ,"5,024.4"
E01035492 ,"30,433.2"
E01035493 ,"11,657.3"
E01004506 ,"10,975.2"
E01004638 ,"5,027.4"
E01004639 ,"7,569.8"
E01004640 ,"10,102.3"
E01004641 ,"9,094.4"
E01004508 ,"14,570.6"
E01004510 ,"11,114.5"
E01004514 ,"11,123.3"
E01004515 ,"16,068.7"
E01004551 ,"7,344.0"
E01004568 ,"7,637.6"
E01004574 ,"10,052.3"
E01004575 ,"3,491.8"
E01004576 ,"3,602.5"
E01004500 ,"12,157.7"
E01004501 ,"9,308.3"
E01004503 ,"8,596.0"
E01004505 ,"8,122.5"
E01004507 ,"14,273.9"
E01004553 ,"8,842.1"
E01004557 ,"15,970.4"
E01004558 ,"8,149.3"
E01004559 ,"8,293.8"
E01004619 ,"2,635.0"
E01004572 ,"2,141.4"
E01004642 ,"9,595.5"
E01004643 ,"11,616.4"
E01004644 ,"6,379.1"
E01004645 ,"13,346.0"
E01004477 ,"8,064.2"
E01004478 ,"16,589.0"
E01004479 ,"10,485.4"
E01004550 ,"9,451.4"
E01004555 ,"12,305.5"
E01004494 ,"14,764.3"
E01004513 ,"12,670.6"
E01004601 ,"8,097.3"
E01035494 ,"28,601.0"
E01035495 ,"22,268.2"
E01004493 ,"13,949.8"
E01004512 ,"12,621.5"
E01004620 ,"15,820.9"
E01004621 ,"3,854.3"
E01004623 ,"11,884.6"
E01004627 ,"14,267.7"
E01004499 ,"11,516.5"
E01004502 ,"11,540.1"
E01004504 ,"6,817.2"
E01004594 ,"11,837.2"
E01004596 ,"13,715.0"
E01004629 ,"6,521.9"
E01004472 ,"13,592.7"
E01004474 ,"13,656.1"
E01004476 ,"9,427.7"
E01004542 ,"11,918.1"
E01004544 ,"14,965.9"
E01004628 ,"10,276.7"
E01004630 ,"15,470.5"
E01004631 ,"11,651.2"
E01004633 ,"19,987.9"
E01004569 ,"8,279.5"
E01004570 ,"16,400.7"
E01004571 ,"15,048.9"
E01004573 ,"1,001.3"
E01004495 ,"13,455.0"
E01004496 ,"10,916.3"
E01004497 ,"8,970.1"
E01004622 ,"9,130.4"
E01004624 ,"3,916.4"
E01004593 ,"9,017.2"
E01004595 ,"8,012.4"
E01004597 ,"13,536.1"
E01004598 ,"15,038.5"
E01004599 ,"14,133.6"
E01004473 ,"16,296.0"
E01004475 ,"14,394.7"
E01004480 ,"21,812.4"
E01004483 ,"4,625.7"
E01004484 ,"4,818.3"
E01004486 ,"5,285.6"
E01004543 ,"8,315.8"
E01004545 ,"13,194.8"
E01004546 ,"16,375.5"
E01004549 ,"13,501.2"
E01004625 ,"5,285.4"
E01004626 ,"3,192.7"
E01004632 ,"5,465.4"
E01004634 ,"12,013.0"
E01004635 ,"10,183.8"
E01004636 ,"9,549.9"
E01004637 ,"10,324.2"
E01004481 ,"15,968.8"
E01004488 ,"12,346.9"
E01004547 ,"12,286.5"
E01004548 ,"12,272.5"
E01004482 ,"13,139.2"
E01004485 ,"11,289.9"
E01004487 ,"14,182.5"
E01004489 ,"7,527.6"
E01004490 ,"12,371.9"
E01004491 ,"14,570.3"
E01004492 ,"6,295.2"
E01004498 ,"14,916.0"
E01004532 ,"15,975.6"
E01004611 ,"12,608.0"
E01004612 ,"13,305.6"
E01004618 ,"12,884.0"
E01004531 ,"20,381.5"
E01004533 ,"16,548.6"
E01004610 ,"6,929.8"
E01004613 ,"16,822.2"
E01004614 ,"13,860.8"
E01004615 ,"9,246.3"
E01004616 ,"17,920.6"
E01004617 ,"4,424.1"
E01004525 ,"13,806.5"
E01004526 ,"17,133.2"
E01004527 ,"16,523.9"
E01004528 ,"11,665.5"
E01004529 ,"17,167.3"
E01004530 ,"12,840.3"
E01004516 ,"8,166.5"
E01004518 ,"13,718.4"
E01004519 ,"12,930.8"
E01004520 ,"12,328.6"
E01004523 ,"5,438.5"
E01004517 ,"14,920.8"
E01004521 ,"16,757.2"
E01004522 ,"14,765.2"
E01004524 ,"13,900.2"
E01033098 ,"5,208.8"
E01033132 ,"7,742.3"
E01035496 ,"7,220.9"
E01035497 ,"24,941.6"
E01035498 ,"4,226.6"
E01004563 ,"14,094.4"
E01004564 ,"4,905.8"
E01004567 ,"19,497.1"
E01033100 ,"16,366.0"
E01035499 ,"11,979.1"
E01004647 ,"7,131.1"
E01004649 ,"7,172.7"
E01004724 ,"23,494.4"
E01004730 ,"3,245.2"
E01004646 ,"8,062.7"
E01004648 ,"10,850.9"
E01004650 ,"10,318.2"
E01004710 ,"15,151.3"
E01004711 ,"25,329.1"
E01004651 ,"17,750.0"
E01004725 ,"4,745.3"
E01004726 ,"9,094.8"
E01004728 ,"19,412.6"
E01004729 ,"24,628.1"
E01004718 ,"25,155.6"
E01004719 ,"18,843.0"
E01004720 ,"19,254.9"
E01004721 ,"15,959.3"
E01004722 ,"33,354.0"
E01004674 ,"21,662.9"
E01004675 ,"26,104.3"
E01004677 ,"24,135.0"
E01004678 ,"22,589.2"
E01004679 ,"25,817.0"
E01004723 ,"23,222.5"
E01004676 ,"18,223.8"
E01004706 ,"10,573.5"
E01004707 ,"14,274.6"
E01004708 ,"18,953.2"
E01004756 ,"25,639.7"
E01004701 ,"19,444.4"
E01004703 ,"9,595.8"
E01004705 ,"18,228.4"
E01004709 ,"19,076.6"
E01035715 ,"23,956.9"
E01004659 ,"14,294.5"
E01004660 ,"21,013.2"
E01004712 ,"14,432.3"
E01004727 ,"1,365.6"
E01004670 ,"32,623.3"
E01004702 ,"17,090.7"
E01033598 ,"25,725.0"
E01033601 ,"36,415.4"
E01033602 ,"26,282.3"
E01033603 ,"25,421.7"
E01033604 ,"16,380.0"
E01033605 ,"22,252.4"
E01004754 ,"22,626.5"
E01004755 ,"21,303.2"
E01004757 ,"13,406.1"
E01032512 ,"14,193.9"
E01032513 ,"23,152.0"
E01004713 ,"7,561.8"
E01004714 ,"4,908.8"
E01004716 ,"5,839.9"
E01004717 ,"12,799.2"
E01004762 ,"5,283.1"
E01004657 ,"9,774.6"
E01004658 ,"14,975.4"
E01004661 ,"15,049.0"
E01004662 ,"14,732.1"
E01004663 ,"15,296.7"
E01004715 ,"16,424.0"
E01004763 ,"6,866.5"
E01004765 ,"6,967.5"
E01035716 ,"3,527.1"
E01004653 ,"21,563.9"
E01004654 ,"20,702.2"
E01004656 ,"13,000.7"
E01004760 ,"23,575.4"
E01035717 ,"17,164.9"
E01004680 ,"10,904.3"
E01004683 ,"11,478.1"
E01004684 ,"16,741.6"
E01004686 ,"22,241.7"
E01033593 ,"18,744.6"
E01033594 ,"7,139.5"
E01004681 ,"10,460.8"
E01004682 ,"13,693.8"
E01004694 ,"14,384.8"
E01004697 ,"24,241.9"
E01004700 ,"25,808.7"
E01004652 ,"34,361.7"
E01004693 ,"14,822.5"
E01004695 ,"19,056.9"
E01004696 ,"21,664.2"
E01004698 ,"14,288.8"
E01004699 ,"15,042.9"
E01004734 ,"5,201.5"
E01004735 ,"4,268.3"
E01004736 ,"1,230.7"
E01004761 ,"2,316.4"
E01004687 ,"7,122.0"
E01004690 ,"4,507.0"
E01004691 ,"3,298.9"
E01004692 ,"6,783.6"
E01035718 ,961.1
E01004731 ,"2,967.0"
E01004732 ,"18,753.6"
E01004733 ,"4,720.4"
E01004744 ,"13,447.3"
E01004748 ,"13,974.8"
E01004740 ,"26,741.8"
E01004743 ,"30,612.2"
E01004746 ,"30,839.5"
E01004747 ,"20,138.5"
E01035719 ,"13,692.1"
E01035720 ,"11,459.5"
E01004742 ,"26,937.9"
E01004749 ,"15,860.6"
E01004751 ,"20,236.4"
E01004752 ,"37,938.7"
E01004753 ,"29,645.3"
E01004668 ,"25,818.2"
E01004750 ,"6,181.2"
E01033597 ,"17,255.6"
E01033599 ,"19,772.0"
E01035721 ,"10,728.4"
E01004665 ,"30,397.5"
E01004669 ,"23,902.8"
E01004737 ,"15,074.3"
E01004741 ,"22,895.2"
E01035722 ,"16,489.4"
,
,
