Lower layer Super Output Areas Code,Country of birth (UK) (3 categories),Observation
E01003829,Born in the UK,1255
E01003829,Born outside the UK,436
E01003830,Does not apply,0
E01003830,Born in the UK,1397
E01003830,Born outside the UK,461
E01003831,Does not apply,0
E01003831,Born in the UK,1193
E01003831,Born outside the UK,488
E01003832,Does not apply,0
E01003832,Born in the UK,1163
E01003832,Born outside the UK,324
E01003833,Does not apply,0
E01003833,Born in the UK,1047
E01003833,Born outside the UK,425
E01003834,Does not apply,0
E01003834,Born in the UK,1110
E01003834,Born outside the UK,491
E01003835,Does not apply,0
E01003835,Born in the UK,1323
E01003835,Born outside the UK,321
E01003836,Does not apply,0
E01003836,Born in the UK,1100
E01003836,Born outside the UK,281
E01003837,Does not apply,0
E01003837,Born in the UK,1521
E01003837,Born outside the UK,537
E01003838,Does not apply,0
E01003838,Born in the UK,1331
E01003838,Born outside the UK,459
E01003839,Does not apply,0
E01003839,Born in the UK,1659
E01003839,Born outside the UK,623
E01003840,Does not apply,0
E01003840,Born in the UK,1006
E01003840,Born outside the UK,820
E01003841,Does not apply,0
E01003841,Born in the UK,1250
E01003841,Born outside the UK,911
E01003842,Does not apply,0
E01003842,Born in the UK,1308
E01003842,Born outside the UK,408
E01003843,Does not apply,0
E01003843,Born in the UK,1473
E01003843,Born outside the UK,742
E01003844,Does not apply,0
E01003844,Born in the UK,1181
E01003844,Born outside the UK,281
E01003845,Does not apply,0
E01003845,Born in the UK,1219
E01003845,Born outside the UK,488
E01003846,Does not apply,0
E01003846,Born in the UK,1259
E01003846,Born outside the UK,450
E01003847,Does not apply,0
E01003847,Born in the UK,1044
E01003847,Born outside the UK,648
E01003848,Does not apply,0
E01003848,Born in the UK,1256
E01003848,Born outside the UK,649
E01003849,Does not apply,0
E01003849,Born in the UK,1073
E01003849,Born outside the UK,458
E01003851,Does not apply,0
E01003851,Born in the UK,1180
E01003851,Born outside the UK,422
E01003852,Does not apply,0
E01003852,Born in the UK,848
E01003852,Born outside the UK,512
E01003853,Does not apply,0
E01003853,Born in the UK,1068
E01003853,Born outside the UK,366
E01003854,Does not apply,0
E01003854,Born in the UK,1030
E01003854,Born outside the UK,386
E01003855,Does not apply,0
E01003855,Born in the UK,1354
E01003855,Born outside the UK,576
E01003856,Does not apply,0
E01003856,Born in the UK,1178
E01003856,Born outside the UK,512
E01003857,Does not apply,0
E01003857,Born in the UK,1302
E01003857,Born outside the UK,582
E01003858,Does not apply,0
E01003858,Born in the UK,1217
E01003858,Born outside the UK,441
E01003859,Does not apply,0
E01003859,Born in the UK,1210
E01003859,Born outside the UK,413
E01003860,Does not apply,0
E01003860,Born in the UK,1159
E01003860,Born outside the UK,557
E01003861,Does not apply,0
E01003861,Born in the UK,1188
E01003861,Born outside the UK,767
E01003862,Does not apply,0
E01003862,Born in the UK,1223
E01003862,Born outside the UK,707
E01003863,Does not apply,0
E01003863,Born in the UK,1000
E01003863,Born outside the UK,451
E01003864,Does not apply,0
E01003864,Born in the UK,951
E01003864,Born outside the UK,513
E01003865,Does not apply,0
E01003865,Born in the UK,985
E01003865,Born outside the UK,460
E01003866,Does not apply,0
E01003866,Born in the UK,1338
E01003866,Born outside the UK,356
E01003867,Does not apply,0
E01003867,Born in the UK,1107
E01003867,Born outside the UK,491
E01003868,Does not apply,0
E01003868,Born in the UK,1134
E01003868,Born outside the UK,435
E01003869,Does not apply,0
E01003869,Born in the UK,1119
E01003869,Born outside the UK,543
E01003870,Does not apply,0
E01003870,Born in the UK,1466
E01003870,Born outside the UK,634
E01003871,Does not apply,0
E01003871,Born in the UK,1284
E01003871,Born outside the UK,472
E01003872,Does not apply,0
E01003872,Born in the UK,1040
E01003872,Born outside the UK,527
E01003873,Does not apply,0
E01003873,Born in the UK,1055
E01003873,Born outside the UK,577
E01003874,Does not apply,0
E01003874,Born in the UK,932
E01003874,Born outside the UK,594
E01003875,Does not apply,0
E01003875,Born in the UK,999
E01003875,Born outside the UK,676
E01003876,Does not apply,0
E01003876,Born in the UK,1133
E01003876,Born outside the UK,735
E01003877,Does not apply,0
E01003877,Born in the UK,918
E01003877,Born outside the UK,580
E01003878,Does not apply,0
E01003878,Born in the UK,989
E01003878,Born outside the UK,479
E01003879,Does not apply,0
E01003879,Born in the UK,850
E01003879,Born outside the UK,566
E01003880,Does not apply,0
E01003880,Born in the UK,1238
E01003880,Born outside the UK,325
E01003881,Does not apply,0
E01003881,Born in the UK,1387
E01003881,Born outside the UK,381
E01003882,Does not apply,0
E01003882,Born in the UK,1488
E01003882,Born outside the UK,512
E01003883,Does not apply,0
E01003883,Born in the UK,1649
E01003883,Born outside the UK,375
E01003884,Does not apply,0
E01003884,Born in the UK,1374
E01003884,Born outside the UK,361
E01003885,Does not apply,0
E01003885,Born in the UK,1172
E01003885,Born outside the UK,367
E01003886,Does not apply,0
E01003886,Born in the UK,1278
E01003886,Born outside the UK,368
E01003887,Does not apply,0
E01003887,Born in the UK,1429
E01003887,Born outside the UK,367
E01003888,Does not apply,0
E01003888,Born in the UK,1586
E01003888,Born outside the UK,459
E01003889,Does not apply,0
E01003889,Born in the UK,1283
E01003889,Born outside the UK,379
E01003890,Does not apply,0
E01003890,Born in the UK,1304
E01003890,Born outside the UK,363
E01003891,Does not apply,0
E01003891,Born in the UK,1337
E01003891,Born outside the UK,408
E01003892,Does not apply,0
E01003892,Born in the UK,1283
E01003892,Born outside the UK,807
E01003893,Does not apply,0
E01003893,Born in the UK,1001
E01003893,Born outside the UK,622
E01003894,Does not apply,0
E01003894,Born in the UK,1162
E01003894,Born outside the UK,500
E01003895,Does not apply,0
E01003895,Born in the UK,1324
E01003895,Born outside the UK,449
E01003896,Does not apply,0
E01003896,Born in the UK,1250
E01003896,Born outside the UK,632
E01003897,Does not apply,0
E01003897,Born in the UK,1353
E01003897,Born outside the UK,609
E01003898,Does not apply,0
E01003898,Born in the UK,1323
E01003898,Born outside the UK,370
E01003899,Does not apply,0
E01003899,Born in the UK,1115
E01003899,Born outside the UK,369
E01003900,Does not apply,0
E01003900,Born in the UK,1235
E01003900,Born outside the UK,450
E01003901,Does not apply,0
E01003901,Born in the UK,1437
E01003901,Born outside the UK,351
E01003902,Does not apply,0
E01003902,Born in the UK,977
E01003902,Born outside the UK,397
E01003903,Does not apply,0
E01003903,Born in the UK,1206
E01003903,Born outside the UK,449
E01003904,Does not apply,0
E01003904,Born in the UK,1222
E01003904,Born outside the UK,405
E01003905,Does not apply,0
E01003905,Born in the UK,905
E01003905,Born outside the UK,376
E01003906,Does not apply,0
E01003906,Born in the UK,1234
E01003906,Born outside the UK,468
E01003907,Does not apply,0
E01003907,Born in the UK,1209
E01003907,Born outside the UK,466
E01003908,Does not apply,0
E01003908,Born in the UK,1293
E01003908,Born outside the UK,522
E01003909,Does not apply,0
E01003909,Born in the UK,1176
E01003909,Born outside the UK,458
E01003910,Does not apply,0
E01003910,Born in the UK,1234
E01003910,Born outside the UK,421
E01003911,Does not apply,0
E01003911,Born in the UK,1195
E01003911,Born outside the UK,893
E01003912,Does not apply,0
E01003912,Born in the UK,1107
E01003912,Born outside the UK,845
E01003913,Does not apply,0
E01003913,Born in the UK,1275
E01003913,Born outside the UK,768
E01003914,Does not apply,0
E01003914,Born in the UK,1280
E01003914,Born outside the UK,575
E01003915,Does not apply,0
E01003915,Born in the UK,1083
E01003915,Born outside the UK,767
E01003916,Does not apply,0
E01003916,Born in the UK,1394
E01003916,Born outside the UK,1018
E01003917,Does not apply,0
E01003917,Born in the UK,1136
E01003917,Born outside the UK,749
E01003918,Does not apply,0
E01003918,Born in the UK,855
E01003918,Born outside the UK,610
E01003919,Does not apply,0
E01003919,Born in the UK,938
E01003919,Born outside the UK,626
E01003920,Does not apply,0
E01003920,Born in the UK,1087
E01003920,Born outside the UK,1020
E01003921,Does not apply,0
E01003921,Born in the UK,1045
E01003921,Born outside the UK,872
E01003922,Does not apply,0
E01003922,Born in the UK,1197
E01003922,Born outside the UK,1037
E01003923,Does not apply,0
E01003923,Born in the UK,1007
E01003923,Born outside the UK,627
E01003924,Does not apply,0
E01003924,Born in the UK,904
E01003924,Born outside the UK,1188
E01003925,Does not apply,0
E01003925,Born in the UK,1197
E01003925,Born outside the UK,834
E01003926,Does not apply,0
E01003926,Born in the UK,703
E01003926,Born outside the UK,694
E01003929,Does not apply,0
E01003929,Born in the UK,1075
E01003929,Born outside the UK,924
E01003930,Does not apply,0
E01003930,Born in the UK,1165
E01003930,Born outside the UK,801
E01003932,Does not apply,0
E01003932,Born in the UK,839
E01003932,Born outside the UK,702
E01003933,Does not apply,0
E01003933,Born in the UK,1250
E01003933,Born outside the UK,1120
E01003934,Does not apply,0
E01003934,Born in the UK,889
E01003934,Born outside the UK,1065
E01003935,Does not apply,0
E01003935,Born in the UK,745
E01003935,Born outside the UK,539
E01003936,Does not apply,0
E01003936,Born in the UK,994
E01003936,Born outside the UK,667
E01003937,Does not apply,0
E01003937,Born in the UK,687
E01003937,Born outside the UK,849
E01003938,Does not apply,0
E01003938,Born in the UK,1029
E01003938,Born outside the UK,801
E01003939,Does not apply,0
E01003939,Born in the UK,958
E01003939,Born outside the UK,1018
E01003940,Does not apply,0
E01003940,Born in the UK,864
E01003940,Born outside the UK,726
E01003941,Does not apply,0
E01003941,Born in the UK,1068
E01003941,Born outside the UK,920
E01003942,Does not apply,0
E01003942,Born in the UK,1031
E01003942,Born outside the UK,855
E01003943,Does not apply,0
E01003943,Born in the UK,733
E01003943,Born outside the UK,761
E01003945,Does not apply,0
E01003945,Born in the UK,1229
E01003945,Born outside the UK,504
E01003946,Does not apply,0
E01003946,Born in the UK,1308
E01003946,Born outside the UK,592
E01003947,Does not apply,0
E01003947,Born in the UK,1034
E01003947,Born outside the UK,574
E01003948,Does not apply,0
E01003948,Born in the UK,1216
E01003948,Born outside the UK,535
E01003949,Does not apply,0
E01003949,Born in the UK,1316
E01003949,Born outside the UK,564
E01003950,Does not apply,0
E01003950,Born in the UK,1298
E01003950,Born outside the UK,694
E01003951,Does not apply,0
E01003951,Born in the UK,993
E01003951,Born outside the UK,495
E01003952,Does not apply,0
E01003952,Born in the UK,1200
E01003952,Born outside the UK,455
E01003953,Does not apply,0
E01003953,Born in the UK,1469
E01003953,Born outside the UK,547
E01003954,Does not apply,0
E01003954,Born in the UK,1228
E01003954,Born outside the UK,364
E01003955,Does not apply,0
E01003955,Born in the UK,1407
E01003955,Born outside the UK,484
E01003956,Does not apply,0
E01003956,Born in the UK,1407
E01003956,Born outside the UK,442
E01003957,Does not apply,0
E01003957,Born in the UK,1363
E01003957,Born outside the UK,427
E01003958,Does not apply,0
E01003958,Born in the UK,1309
E01003958,Born outside the UK,627
E01003960,Does not apply,0
E01003960,Born in the UK,1056
E01003960,Born outside the UK,717
E01003961,Does not apply,0
E01003961,Born in the UK,1105
E01003961,Born outside the UK,969
E01003963,Does not apply,0
E01003963,Born in the UK,914
E01003963,Born outside the UK,802
E01003966,Does not apply,0
E01003966,Born in the UK,960
E01003966,Born outside the UK,1176
E01003969,Does not apply,0
E01003969,Born in the UK,1233
E01003969,Born outside the UK,1227
E01003971,Does not apply,0
E01003971,Born in the UK,711
E01003971,Born outside the UK,715
E01003972,Does not apply,0
E01003972,Born in the UK,798
E01003972,Born outside the UK,669
E01003973,Does not apply,0
E01003973,Born in the UK,885
E01003973,Born outside the UK,766
E01003975,Does not apply,0
E01003975,Born in the UK,1072
E01003975,Born outside the UK,708
E01003976,Does not apply,0
E01003976,Born in the UK,1387
E01003976,Born outside the UK,1008
E01003977,Does not apply,0
E01003977,Born in the UK,1059
E01003977,Born outside the UK,813
E01003979,Does not apply,0
E01003979,Born in the UK,1118
E01003979,Born outside the UK,868
E01003980,Does not apply,0
E01003980,Born in the UK,1142
E01003980,Born outside the UK,857
E01003981,Does not apply,0
E01003981,Born in the UK,840
E01003981,Born outside the UK,668
E01003983,Does not apply,0
E01003983,Born in the UK,1025
E01003983,Born outside the UK,847
E01003984,Does not apply,0
E01003984,Born in the UK,1377
E01003984,Born outside the UK,913
E01003986,Does not apply,0
E01003986,Born in the UK,966
E01003986,Born outside the UK,622
E01003987,Does not apply,0
E01003987,Born in the UK,1220
E01003987,Born outside the UK,618
E01003988,Does not apply,0
E01003988,Born in the UK,990
E01003988,Born outside the UK,1033
E01003989,Does not apply,0
E01003989,Born in the UK,1188
E01003989,Born outside the UK,1071
E01003990,Does not apply,0
E01003990,Born in the UK,1271
E01003990,Born outside the UK,1035
E01003991,Does not apply,0
E01003991,Born in the UK,701
E01003991,Born outside the UK,572
E01003992,Does not apply,0
E01003992,Born in the UK,879
E01003992,Born outside the UK,707
E01003993,Does not apply,0
E01003993,Born in the UK,1068
E01003993,Born outside the UK,954
E01003994,Does not apply,0
E01003994,Born in the UK,975
E01003994,Born outside the UK,854
E01003995,Does not apply,0
E01003995,Born in the UK,852
E01003995,Born outside the UK,522
E01003997,Does not apply,0
E01003997,Born in the UK,843
E01003997,Born outside the UK,453
E01003998,Does not apply,0
E01003998,Born in the UK,922
E01003998,Born outside the UK,504
E01003999,Does not apply,0
E01003999,Born in the UK,950
E01003999,Born outside the UK,549
E01004000,Does not apply,0
E01004000,Born in the UK,1282
E01004000,Born outside the UK,666
E01004001,Does not apply,0
E01004001,Born in the UK,1231
E01004001,Born outside the UK,537
E01004002,Does not apply,0
E01004002,Born in the UK,1327
E01004002,Born outside the UK,377
E01004003,Does not apply,0
E01004003,Born in the UK,1098
E01004003,Born outside the UK,725
E01004004,Does not apply,0
E01004004,Born in the UK,1732
E01004004,Born outside the UK,893
E01004005,Does not apply,0
E01004005,Born in the UK,1450
E01004005,Born outside the UK,876
E01004006,Does not apply,0
E01004006,Born in the UK,1269
E01004006,Born outside the UK,592
E01004007,Does not apply,0
E01004007,Born in the UK,847
E01004007,Born outside the UK,596
E01004008,Does not apply,0
E01004008,Born in the UK,1163
E01004008,Born outside the UK,923
E01004010,Does not apply,0
E01004010,Born in the UK,764
E01004010,Born outside the UK,743
E01004011,Does not apply,0
E01004011,Born in the UK,1179
E01004011,Born outside the UK,935
E01004012,Does not apply,0
E01004012,Born in the UK,1260
E01004012,Born outside the UK,1086
E01004013,Does not apply,0
E01004013,Born in the UK,994
E01004013,Born outside the UK,690
E01004014,Does not apply,0
E01004014,Born in the UK,1134
E01004014,Born outside the UK,995
E01004015,Does not apply,0
E01004015,Born in the UK,1396
E01004015,Born outside the UK,409
E01004016,Does not apply,0
E01004016,Born in the UK,1988
E01004016,Born outside the UK,601
E01004017,Does not apply,0
E01004017,Born in the UK,1235
E01004017,Born outside the UK,406
E01004018,Does not apply,0
E01004018,Born in the UK,1432
E01004018,Born outside the UK,467
E01004019,Does not apply,0
E01004019,Born in the UK,1551
E01004019,Born outside the UK,574
E01004020,Does not apply,0
E01004020,Born in the UK,1153
E01004020,Born outside the UK,593
E01004021,Does not apply,0
E01004021,Born in the UK,1564
E01004021,Born outside the UK,551
E01004023,Does not apply,0
E01004023,Born in the UK,945
E01004023,Born outside the UK,704
E01004024,Does not apply,0
E01004024,Born in the UK,1150
E01004024,Born outside the UK,818
E01004028,Does not apply,0
E01004028,Born in the UK,1366
E01004028,Born outside the UK,1051
E01004029,Does not apply,0
E01004029,Born in the UK,955
E01004029,Born outside the UK,1041
E01004030,Does not apply,0
E01004030,Born in the UK,971
E01004030,Born outside the UK,518
E01004031,Does not apply,0
E01004031,Born in the UK,1299
E01004031,Born outside the UK,1302
E01004032,Does not apply,0
E01004032,Born in the UK,693
E01004032,Born outside the UK,805
E01004033,Does not apply,0
E01004033,Born in the UK,1241
E01004033,Born outside the UK,1176
E01004034,Does not apply,0
E01004034,Born in the UK,952
E01004034,Born outside the UK,650
E01004035,Does not apply,0
E01004035,Born in the UK,887
E01004035,Born outside the UK,539
E01004036,Does not apply,0
E01004036,Born in the UK,1087
E01004036,Born outside the UK,1027
E01004037,Does not apply,0
E01004037,Born in the UK,1050
E01004037,Born outside the UK,975
E01004038,Does not apply,0
E01004038,Born in the UK,1343
E01004038,Born outside the UK,1056
E01004039,Does not apply,0
E01004039,Born in the UK,725
E01004039,Born outside the UK,818
E01004040,Does not apply,0
E01004040,Born in the UK,1009
E01004040,Born outside the UK,876
E01004041,Does not apply,0
E01004041,Born in the UK,934
E01004041,Born outside the UK,697
E01004042,Does not apply,0
E01004042,Born in the UK,1270
E01004042,Born outside the UK,687
E01004043,Does not apply,0
E01004043,Born in the UK,906
E01004043,Born outside the UK,450
E01004044,Does not apply,0
E01004044,Born in the UK,891
E01004044,Born outside the UK,548
E01004045,Does not apply,0
E01004045,Born in the UK,945
E01004045,Born outside the UK,642
E01004046,Does not apply,0
E01004046,Born in the UK,1206
E01004046,Born outside the UK,355
E01004047,Does not apply,0
E01004047,Born in the UK,858
E01004047,Born outside the UK,785
E01004048,Does not apply,0
E01004048,Born in the UK,1023
E01004048,Born outside the UK,604
E01004049,Does not apply,0
E01004049,Born in the UK,788
E01004049,Born outside the UK,557
E01004050,Does not apply,0
E01004050,Born in the UK,946
E01004050,Born outside the UK,443
E01004051,Does not apply,0
E01004051,Born in the UK,894
E01004051,Born outside the UK,391
E01004052,Does not apply,0
E01004052,Born in the UK,1294
E01004052,Born outside the UK,453
E01004053,Does not apply,0
E01004053,Born in the UK,1012
E01004053,Born outside the UK,858
E01004054,Does not apply,0
E01004054,Born in the UK,826
E01004054,Born outside the UK,704
E01004055,Does not apply,0
E01004055,Born in the UK,979
E01004055,Born outside the UK,352
E01004056,Does not apply,0
E01004056,Born in the UK,1313
E01004056,Born outside the UK,1004
E01004057,Does not apply,0
E01004057,Born in the UK,1205
E01004057,Born outside the UK,1035
E01004058,Does not apply,0
E01004058,Born in the UK,785
E01004058,Born outside the UK,910
E01004059,Does not apply,0
E01004059,Born in the UK,1010
E01004059,Born outside the UK,1060
E01004060,Does not apply,0
E01004060,Born in the UK,1041
E01004060,Born outside the UK,928
E01004061,Does not apply,0
E01004061,Born in the UK,1193
E01004061,Born outside the UK,465
E01004062,Does not apply,0
E01004062,Born in the UK,1431
E01004062,Born outside the UK,783
E01004063,Does not apply,0
E01004063,Born in the UK,1388
E01004063,Born outside the UK,494
E01004064,Does not apply,0
E01004064,Born in the UK,1331
E01004064,Born outside the UK,610
E01004065,Does not apply,0
E01004065,Born in the UK,1123
E01004065,Born outside the UK,385
E01004066,Does not apply,0
E01004066,Born in the UK,1384
E01004066,Born outside the UK,707
E01004067,Does not apply,0
E01004067,Born in the UK,1117
E01004067,Born outside the UK,1095
E01004068,Does not apply,0
E01004068,Born in the UK,1233
E01004068,Born outside the UK,673
E01004069,Does not apply,0
E01004069,Born in the UK,1004
E01004069,Born outside the UK,290
E01004070,Does not apply,0
E01004070,Born in the UK,1468
E01004070,Born outside the UK,486
E01004071,Does not apply,0
E01004071,Born in the UK,1104
E01004071,Born outside the UK,423
E01004072,Does not apply,0
E01004072,Born in the UK,1303
E01004072,Born outside the UK,371
E01004073,Does not apply,0
E01004073,Born in the UK,1459
E01004073,Born outside the UK,438
E01004074,Does not apply,0
E01004074,Born in the UK,1368
E01004074,Born outside the UK,338
E01004075,Does not apply,0
E01004075,Born in the UK,1325
E01004075,Born outside the UK,387
E01004076,Does not apply,0
E01004076,Born in the UK,1202
E01004076,Born outside the UK,428
E01004077,Does not apply,0
E01004077,Born in the UK,1235
E01004077,Born outside the UK,391
E01004078,Does not apply,0
E01004078,Born in the UK,1370
E01004078,Born outside the UK,393
E01004079,Does not apply,0
E01004079,Born in the UK,1128
E01004079,Born outside the UK,264
E01004080,Does not apply,0
E01004080,Born in the UK,1024
E01004080,Born outside the UK,370
E01004081,Does not apply,0
E01004081,Born in the UK,1274
E01004081,Born outside the UK,369
E01004082,Does not apply,0
E01004082,Born in the UK,1003
E01004082,Born outside the UK,386
E01004083,Does not apply,0
E01004083,Born in the UK,1160
E01004083,Born outside the UK,342
E01004084,Does not apply,0
E01004084,Born in the UK,1044
E01004084,Born outside the UK,405
E01004085,Does not apply,0
E01004085,Born in the UK,1164
E01004085,Born outside the UK,445
E01004086,Does not apply,0
E01004086,Born in the UK,1291
E01004086,Born outside the UK,724
E01004087,Does not apply,0
E01004087,Born in the UK,1145
E01004087,Born outside the UK,420
E01004088,Does not apply,0
E01004088,Born in the UK,1568
E01004088,Born outside the UK,371
E01004089,Does not apply,0
E01004089,Born in the UK,978
E01004089,Born outside the UK,367
E01004090,Does not apply,0
E01004090,Born in the UK,919
E01004090,Born outside the UK,425
E01004091,Does not apply,0
E01004091,Born in the UK,1012
E01004091,Born outside the UK,267
E01004092,Does not apply,0
E01004092,Born in the UK,1070
E01004092,Born outside the UK,437
E01004093,Does not apply,0
E01004093,Born in the UK,1149
E01004093,Born outside the UK,567
E01004094,Does not apply,0
E01004094,Born in the UK,1380
E01004094,Born outside the UK,485
E01004095,Does not apply,0
E01004095,Born in the UK,1082
E01004095,Born outside the UK,480
E01004096,Does not apply,0
E01004096,Born in the UK,945
E01004096,Born outside the UK,614
E01004097,Does not apply,0
E01004097,Born in the UK,1354
E01004097,Born outside the UK,302
E01004098,Does not apply,0
E01004098,Born in the UK,1077
E01004098,Born outside the UK,221
E01004099,Does not apply,0
E01004099,Born in the UK,1293
E01004099,Born outside the UK,323
E01004100,Does not apply,0
E01004100,Born in the UK,1197
E01004100,Born outside the UK,330
E01004101,Does not apply,0
E01004101,Born in the UK,1090
E01004101,Born outside the UK,316
E01004102,Does not apply,0
E01004102,Born in the UK,1221
E01004102,Born outside the UK,294
E01004103,Does not apply,0
E01004103,Born in the UK,1233
E01004103,Born outside the UK,543
E01004104,Does not apply,0
E01004104,Born in the UK,1314
E01004104,Born outside the UK,253
E01004105,Does not apply,0
E01004105,Born in the UK,1511
E01004105,Born outside the UK,365
E01004106,Does not apply,0
E01004106,Born in the UK,1327
E01004106,Born outside the UK,301
E01004107,Does not apply,0
E01004107,Born in the UK,1296
E01004107,Born outside the UK,326
E01004108,Does not apply,0
E01004108,Born in the UK,1545
E01004108,Born outside the UK,420
E01004109,Does not apply,0
E01004109,Born in the UK,1427
E01004109,Born outside the UK,287
E01004110,Does not apply,0
E01004110,Born in the UK,1549
E01004110,Born outside the UK,490
E01004111,Does not apply,0
E01004111,Born in the UK,1350
E01004111,Born outside the UK,338
E01004112,Does not apply,0
E01004112,Born in the UK,1353
E01004112,Born outside the UK,314
E01004114,Does not apply,0
E01004114,Born in the UK,1301
E01004114,Born outside the UK,479
E01004115,Does not apply,0
E01004115,Born in the UK,1354
E01004115,Born outside the UK,484
E01004116,Does not apply,0
E01004116,Born in the UK,1242
E01004116,Born outside the UK,344
E01004117,Does not apply,0
E01004117,Born in the UK,1170
E01004117,Born outside the UK,262
E01004118,Does not apply,0
E01004118,Born in the UK,1305
E01004118,Born outside the UK,505
E01004119,Does not apply,0
E01004119,Born in the UK,1153
E01004119,Born outside the UK,288
E01004120,Does not apply,0
E01004120,Born in the UK,1268
E01004120,Born outside the UK,246
E01004121,Does not apply,0
E01004121,Born in the UK,1193
E01004121,Born outside the UK,391
E01004122,Does not apply,0
E01004122,Born in the UK,1100
E01004122,Born outside the UK,288
E01004123,Does not apply,0
E01004123,Born in the UK,1382
E01004123,Born outside the UK,897
E01004124,Does not apply,0
E01004124,Born in the UK,1393
E01004124,Born outside the UK,614
E01004125,Does not apply,0
E01004125,Born in the UK,1174
E01004125,Born outside the UK,435
E01004126,Does not apply,0
E01004126,Born in the UK,1149
E01004126,Born outside the UK,418
E01004127,Does not apply,0
E01004127,Born in the UK,1364
E01004127,Born outside the UK,480
E01004128,Does not apply,0
E01004128,Born in the UK,1060
E01004128,Born outside the UK,386
E01004129,Does not apply,0
E01004129,Born in the UK,1322
E01004129,Born outside the UK,566
E01004130,Does not apply,0
E01004130,Born in the UK,1294
E01004130,Born outside the UK,471
E01004131,Does not apply,0
E01004131,Born in the UK,1374
E01004131,Born outside the UK,514
E01004132,Does not apply,0
E01004132,Born in the UK,1266
E01004132,Born outside the UK,218
E01004133,Does not apply,0
E01004133,Born in the UK,1219
E01004133,Born outside the UK,345
E01004134,Does not apply,0
E01004134,Born in the UK,1102
E01004134,Born outside the UK,508
E01004135,Does not apply,0
E01004135,Born in the UK,1022
E01004135,Born outside the UK,431
E01004136,Does not apply,0
E01004136,Born in the UK,1134
E01004136,Born outside the UK,431
E01004137,Does not apply,0
E01004137,Born in the UK,1368
E01004137,Born outside the UK,1188
E01004138,Does not apply,0
E01004138,Born in the UK,1227
E01004138,Born outside the UK,581
E01004139,Does not apply,0
E01004139,Born in the UK,1011
E01004139,Born outside the UK,531
E01004140,Does not apply,0
E01004140,Born in the UK,1091
E01004140,Born outside the UK,790
E01004141,Does not apply,0
E01004141,Born in the UK,1199
E01004141,Born outside the UK,623
E01004143,Does not apply,0
E01004143,Born in the UK,1030
E01004143,Born outside the UK,503
E01004144,Does not apply,0
E01004144,Born in the UK,1177
E01004144,Born outside the UK,593
E01004145,Does not apply,0
E01004145,Born in the UK,1550
E01004145,Born outside the UK,730
E01004146,Does not apply,0
E01004146,Born in the UK,1240
E01004146,Born outside the UK,743
E01004147,Does not apply,0
E01004147,Born in the UK,1234
E01004147,Born outside the UK,348
E01004148,Does not apply,0
E01004148,Born in the UK,1251
E01004148,Born outside the UK,570
E01004149,Does not apply,0
E01004149,Born in the UK,1257
E01004149,Born outside the UK,604
E01004150,Does not apply,0
E01004150,Born in the UK,1097
E01004150,Born outside the UK,889
E01004151,Does not apply,0
E01004151,Born in the UK,1216
E01004151,Born outside the UK,750
E01004152,Does not apply,0
E01004152,Born in the UK,1084
E01004152,Born outside the UK,690
E01004153,Does not apply,0
E01004153,Born in the UK,1059
E01004153,Born outside the UK,869
E01004154,Does not apply,0
E01004154,Born in the UK,1104
E01004154,Born outside the UK,381
E01004155,Does not apply,0
E01004155,Born in the UK,1168
E01004155,Born outside the UK,735
E01004156,Does not apply,0
E01004156,Born in the UK,1027
E01004156,Born outside the UK,991
E01004157,Does not apply,0
E01004157,Born in the UK,1008
E01004157,Born outside the UK,288
E01004158,Does not apply,0
E01004158,Born in the UK,1088
E01004158,Born outside the UK,517
E01004159,Does not apply,0
E01004159,Born in the UK,1236
E01004159,Born outside the UK,414
E01004160,Does not apply,0
E01004160,Born in the UK,1102
E01004160,Born outside the UK,548
E01004161,Does not apply,0
E01004161,Born in the UK,1120
E01004161,Born outside the UK,398
E01004162,Does not apply,0
E01004162,Born in the UK,938
E01004162,Born outside the UK,756
E01004163,Does not apply,0
E01004163,Born in the UK,1353
E01004163,Born outside the UK,376
E01004164,Does not apply,0
E01004164,Born in the UK,1176
E01004164,Born outside the UK,267
E01004165,Does not apply,0
E01004165,Born in the UK,1330
E01004165,Born outside the UK,446
E01004166,Does not apply,0
E01004166,Born in the UK,1267
E01004166,Born outside the UK,299
E01004167,Does not apply,0
E01004167,Born in the UK,1201
E01004167,Born outside the UK,431
E01004168,Does not apply,0
E01004168,Born in the UK,1310
E01004168,Born outside the UK,301
E01004169,Does not apply,0
E01004169,Born in the UK,1276
E01004169,Born outside the UK,531
E01004170,Does not apply,0
E01004170,Born in the UK,1566
E01004170,Born outside the UK,641
E01004171,Does not apply,0
E01004171,Born in the UK,1257
E01004171,Born outside the UK,352
E01004172,Does not apply,0
E01004172,Born in the UK,1393
E01004172,Born outside the UK,548
E01004173,Does not apply,0
E01004173,Born in the UK,1142
E01004173,Born outside the UK,223
E01004174,Does not apply,0
E01004174,Born in the UK,1187
E01004174,Born outside the UK,386
E01004175,Does not apply,0
E01004175,Born in the UK,1428
E01004175,Born outside the UK,307
E01004176,Does not apply,0
E01004176,Born in the UK,1179
E01004176,Born outside the UK,345
E01004177,Does not apply,0
E01004177,Born in the UK,1303
E01004177,Born outside the UK,501
E01004178,Does not apply,0
E01004178,Born in the UK,1702
