Lower layer Super Output Areas Code,Age (6 categories),Observation
E01001382,Aged 50 to 64 years,345
E01001382,Aged 65 years and over,248
E01001383,Aged 15 years and under,322
E01001383,Aged 16 to 24 years,156
E01001383,Aged 25 to 34 years,277
E01001383,Aged 35 to 49 years,436
E01001383,Aged 50 to 64 years,354
E01001383,Aged 65 years and over,209
E01001384,Aged 15 years and under,337
E01001384,Aged 16 to 24 years,128
E01001384,Aged 25 to 34 years,280
E01001384,Aged 35 to 49 years,500
E01001384,Aged 50 to 64 years,325
E01001384,Aged 65 years and over,179
E01001385,Aged 15 years and under,353
E01001385,Aged 16 to 24 years,102
E01001385,Aged 25 to 34 years,237
E01001385,Aged 35 to 49 years,470
E01001385,Aged 50 to 64 years,304
E01001385,Aged 65 years and over,212
E01001386,Aged 15 years and under,308
E01001386,Aged 16 to 24 years,171
E01001386,Aged 25 to 34 years,233
E01001386,Aged 35 to 49 years,449
E01001386,Aged 50 to 64 years,399
E01001386,Aged 65 years and over,238
E01001387,Aged 15 years and under,195
E01001387,Aged 16 to 24 years,106
E01001387,Aged 25 to 34 years,339
E01001387,Aged 35 to 49 years,367
E01001387,Aged 50 to 64 years,309
E01001387,Aged 65 years and over,218
E01001388,Aged 15 years and under,268
E01001388,Aged 16 to 24 years,119
E01001388,Aged 25 to 34 years,266
E01001388,Aged 35 to 49 years,326
E01001388,Aged 50 to 64 years,265
E01001388,Aged 65 years and over,198
E01001389,Aged 15 years and under,309
E01001389,Aged 16 to 24 years,183
E01001389,Aged 25 to 34 years,355
E01001389,Aged 35 to 49 years,498
E01001389,Aged 50 to 64 years,268
E01001389,Aged 65 years and over,213
E01001390,Aged 15 years and under,298
E01001390,Aged 16 to 24 years,130
E01001390,Aged 25 to 34 years,344
E01001390,Aged 35 to 49 years,454
E01001390,Aged 50 to 64 years,364
E01001390,Aged 65 years and over,228
E01001391,Aged 15 years and under,281
E01001391,Aged 16 to 24 years,181
E01001391,Aged 25 to 34 years,304
E01001391,Aged 35 to 49 years,550
E01001391,Aged 50 to 64 years,283
E01001391,Aged 65 years and over,184
E01001392,Aged 15 years and under,328
E01001392,Aged 16 to 24 years,160
E01001392,Aged 25 to 34 years,268
E01001392,Aged 35 to 49 years,471
E01001392,Aged 50 to 64 years,349
E01001392,Aged 65 years and over,290
E01001393,Aged 15 years and under,356
E01001393,Aged 16 to 24 years,154
E01001393,Aged 25 to 34 years,387
E01001393,Aged 35 to 49 years,540
E01001393,Aged 50 to 64 years,320
E01001393,Aged 65 years and over,214
E01001394,Aged 15 years and under,318
E01001394,Aged 16 to 24 years,236
E01001394,Aged 25 to 34 years,387
E01001394,Aged 35 to 49 years,433
E01001394,Aged 50 to 64 years,347
E01001394,Aged 65 years and over,275
E01001395,Aged 15 years and under,304
E01001395,Aged 16 to 24 years,185
E01001395,Aged 25 to 34 years,279
E01001395,Aged 35 to 49 years,359
E01001395,Aged 50 to 64 years,314
E01001395,Aged 65 years and over,192
E01001396,Aged 15 years and under,218
E01001396,Aged 16 to 24 years,157
E01001396,Aged 25 to 34 years,224
E01001396,Aged 35 to 49 years,334
E01001396,Aged 50 to 64 years,286
E01001396,Aged 65 years and over,242
E01001397,Aged 15 years and under,493
E01001397,Aged 16 to 24 years,234
E01001397,Aged 25 to 34 years,344
E01001397,Aged 35 to 49 years,513
E01001397,Aged 50 to 64 years,372
E01001397,Aged 65 years and over,207
E01001398,Aged 15 years and under,273
E01001398,Aged 16 to 24 years,108
E01001398,Aged 25 to 34 years,128
E01001398,Aged 35 to 49 years,310
E01001398,Aged 50 to 64 years,275
E01001398,Aged 65 years and over,248
E01001399,Aged 15 years and under,269
E01001399,Aged 16 to 24 years,142
E01001399,Aged 25 to 34 years,182
E01001399,Aged 35 to 49 years,265
E01001399,Aged 50 to 64 years,343
E01001399,Aged 65 years and over,281
E01001400,Aged 15 years and under,240
E01001400,Aged 16 to 24 years,135
E01001400,Aged 25 to 34 years,147
E01001400,Aged 35 to 49 years,267
E01001400,Aged 50 to 64 years,319
E01001400,Aged 65 years and over,453
E01001401,Aged 15 years and under,292
E01001401,Aged 16 to 24 years,153
E01001401,Aged 25 to 34 years,168
E01001401,Aged 35 to 49 years,297
E01001401,Aged 50 to 64 years,258
E01001401,Aged 65 years and over,221
E01001402,Aged 15 years and under,294
E01001402,Aged 16 to 24 years,159
E01001402,Aged 25 to 34 years,232
E01001402,Aged 35 to 49 years,398
E01001402,Aged 50 to 64 years,413
E01001402,Aged 65 years and over,356
E01001403,Aged 15 years and under,323
E01001403,Aged 16 to 24 years,173
E01001403,Aged 25 to 34 years,209
E01001403,Aged 35 to 49 years,321
E01001403,Aged 50 to 64 years,320
E01001403,Aged 65 years and over,359
E01001404,Aged 15 years and under,302
E01001404,Aged 16 to 24 years,144
E01001404,Aged 25 to 34 years,182
E01001404,Aged 35 to 49 years,316
E01001404,Aged 50 to 64 years,281
E01001404,Aged 65 years and over,256
E01001405,Aged 15 years and under,262
E01001405,Aged 16 to 24 years,104
E01001405,Aged 25 to 34 years,223
E01001405,Aged 35 to 49 years,333
E01001405,Aged 50 to 64 years,324
E01001405,Aged 65 years and over,556
E01001406,Aged 15 years and under,348
E01001406,Aged 16 to 24 years,162
E01001406,Aged 25 to 34 years,264
E01001406,Aged 35 to 49 years,387
E01001406,Aged 50 to 64 years,300
E01001406,Aged 65 years and over,198
E01001407,Aged 15 years and under,340
E01001407,Aged 16 to 24 years,167
E01001407,Aged 25 to 34 years,174
E01001407,Aged 35 to 49 years,359
E01001407,Aged 50 to 64 years,332
E01001407,Aged 65 years and over,219
E01001408,Aged 15 years and under,386
E01001408,Aged 16 to 24 years,110
E01001408,Aged 25 to 34 years,228
E01001408,Aged 35 to 49 years,394
E01001408,Aged 50 to 64 years,336
E01001408,Aged 65 years and over,217
E01001409,Aged 15 years and under,506
E01001409,Aged 16 to 24 years,217
E01001409,Aged 25 to 34 years,270
E01001409,Aged 35 to 49 years,472
E01001409,Aged 50 to 64 years,357
E01001409,Aged 65 years and over,211
E01001410,Aged 15 years and under,562
E01001410,Aged 16 to 24 years,280
E01001410,Aged 25 to 34 years,304
E01001410,Aged 35 to 49 years,476
E01001410,Aged 50 to 64 years,363
E01001410,Aged 65 years and over,203
E01001411,Aged 15 years and under,462
E01001411,Aged 16 to 24 years,153
E01001411,Aged 25 to 34 years,210
E01001411,Aged 35 to 49 years,488
E01001411,Aged 50 to 64 years,310
E01001411,Aged 65 years and over,280
E01001412,Aged 15 years and under,335
E01001412,Aged 16 to 24 years,179
E01001412,Aged 25 to 34 years,218
E01001412,Aged 35 to 49 years,333
E01001412,Aged 50 to 64 years,379
E01001412,Aged 65 years and over,311
E01001413,Aged 15 years and under,317
E01001413,Aged 16 to 24 years,133
E01001413,Aged 25 to 34 years,125
E01001413,Aged 35 to 49 years,352
E01001413,Aged 50 to 64 years,335
E01001413,Aged 65 years and over,373
E01001414,Aged 15 years and under,396
E01001414,Aged 16 to 24 years,188
E01001414,Aged 25 to 34 years,222
E01001414,Aged 35 to 49 years,334
E01001414,Aged 50 to 64 years,260
E01001414,Aged 65 years and over,271
E01001415,Aged 15 years and under,416
E01001415,Aged 16 to 24 years,139
E01001415,Aged 25 to 34 years,292
E01001415,Aged 35 to 49 years,486
E01001415,Aged 50 to 64 years,316
E01001415,Aged 65 years and over,402
E01001416,Aged 15 years and under,324
E01001416,Aged 16 to 24 years,130
E01001416,Aged 25 to 34 years,177
E01001416,Aged 35 to 49 years,362
E01001416,Aged 50 to 64 years,384
E01001416,Aged 65 years and over,349
E01001417,Aged 15 years and under,332
E01001417,Aged 16 to 24 years,164
E01001417,Aged 25 to 34 years,205
E01001417,Aged 35 to 49 years,341
E01001417,Aged 50 to 64 years,390
E01001417,Aged 65 years and over,455
E01001418,Aged 15 years and under,311
E01001418,Aged 16 to 24 years,137
E01001418,Aged 25 to 34 years,201
E01001418,Aged 35 to 49 years,377
E01001418,Aged 50 to 64 years,330
E01001418,Aged 65 years and over,384
E01001419,Aged 15 years and under,374
E01001419,Aged 16 to 24 years,178
E01001419,Aged 25 to 34 years,274
E01001419,Aged 35 to 49 years,419
E01001419,Aged 50 to 64 years,356
E01001419,Aged 65 years and over,370
E01001420,Aged 15 years and under,368
E01001420,Aged 16 to 24 years,234
E01001420,Aged 25 to 34 years,194
E01001420,Aged 35 to 49 years,388
E01001420,Aged 50 to 64 years,321
E01001420,Aged 65 years and over,280
E01001421,Aged 15 years and under,359
E01001421,Aged 16 to 24 years,115
E01001421,Aged 25 to 34 years,230
E01001421,Aged 35 to 49 years,397
E01001421,Aged 50 to 64 years,231
E01001421,Aged 65 years and over,342
E01001422,Aged 15 years and under,277
E01001422,Aged 16 to 24 years,166
E01001422,Aged 25 to 34 years,142
E01001422,Aged 35 to 49 years,276
E01001422,Aged 50 to 64 years,385
E01001422,Aged 65 years and over,430
E01001423,Aged 15 years and under,386
E01001423,Aged 16 to 24 years,249
E01001423,Aged 25 to 34 years,206
E01001423,Aged 35 to 49 years,321
E01001423,Aged 50 to 64 years,321
E01001423,Aged 65 years and over,246
E01001424,Aged 15 years and under,305
E01001424,Aged 16 to 24 years,156
E01001424,Aged 25 to 34 years,197
E01001424,Aged 35 to 49 years,264
E01001424,Aged 50 to 64 years,206
E01001424,Aged 65 years and over,99
E01001425,Aged 15 years and under,562
E01001425,Aged 16 to 24 years,276
E01001425,Aged 25 to 34 years,283
E01001425,Aged 35 to 49 years,465
E01001425,Aged 50 to 64 years,287
E01001425,Aged 65 years and over,149
E01001426,Aged 15 years and under,432
E01001426,Aged 16 to 24 years,242
E01001426,Aged 25 to 34 years,273
E01001426,Aged 35 to 49 years,382
E01001426,Aged 50 to 64 years,332
E01001426,Aged 65 years and over,166
E01001427,Aged 15 years and under,422
E01001427,Aged 16 to 24 years,217
E01001427,Aged 25 to 34 years,228
E01001427,Aged 35 to 49 years,386
E01001427,Aged 50 to 64 years,315
E01001427,Aged 65 years and over,176
E01001428,Aged 15 years and under,389
E01001428,Aged 16 to 24 years,256
E01001428,Aged 25 to 34 years,239
E01001428,Aged 35 to 49 years,353
E01001428,Aged 50 to 64 years,319
E01001428,Aged 65 years and over,168
E01001429,Aged 15 years and under,545
E01001429,Aged 16 to 24 years,246
E01001429,Aged 25 to 34 years,326
E01001429,Aged 35 to 49 years,500
E01001429,Aged 50 to 64 years,403
E01001429,Aged 65 years and over,306
E01001430,Aged 15 years and under,589
E01001430,Aged 16 to 24 years,261
E01001430,Aged 25 to 34 years,282
E01001430,Aged 35 to 49 years,416
E01001430,Aged 50 to 64 years,334
E01001430,Aged 65 years and over,130
E01001431,Aged 15 years and under,459
E01001431,Aged 16 to 24 years,235
E01001431,Aged 25 to 34 years,280
E01001431,Aged 35 to 49 years,357
E01001431,Aged 50 to 64 years,319
E01001431,Aged 65 years and over,136
E01001432,Aged 15 years and under,394
E01001432,Aged 16 to 24 years,215
E01001432,Aged 25 to 34 years,289
E01001432,Aged 35 to 49 years,372
E01001432,Aged 50 to 64 years,360
E01001432,Aged 65 years and over,240
E01001433,Aged 15 years and under,469
E01001433,Aged 16 to 24 years,262
E01001433,Aged 25 to 34 years,229
E01001433,Aged 35 to 49 years,389
E01001433,Aged 50 to 64 years,319
E01001433,Aged 65 years and over,154
E01001434,Aged 15 years and under,387
E01001434,Aged 16 to 24 years,191
E01001434,Aged 25 to 34 years,202
E01001434,Aged 35 to 49 years,321
E01001434,Aged 50 to 64 years,318
E01001434,Aged 65 years and over,172
E01001435,Aged 15 years and under,334
E01001435,Aged 16 to 24 years,212
E01001435,Aged 25 to 34 years,206
E01001435,Aged 35 to 49 years,274
E01001435,Aged 50 to 64 years,288
E01001435,Aged 65 years and over,201
E01001436,Aged 15 years and under,458
E01001436,Aged 16 to 24 years,245
E01001436,Aged 25 to 34 years,252
E01001436,Aged 35 to 49 years,370
E01001436,Aged 50 to 64 years,359
E01001436,Aged 65 years and over,249
E01001437,Aged 15 years and under,585
E01001437,Aged 16 to 24 years,278
E01001437,Aged 25 to 34 years,324
E01001437,Aged 35 to 49 years,477
E01001437,Aged 50 to 64 years,377
E01001437,Aged 65 years and over,233
E01001438,Aged 15 years and under,393
E01001438,Aged 16 to 24 years,200
E01001438,Aged 25 to 34 years,263
E01001438,Aged 35 to 49 years,342
E01001438,Aged 50 to 64 years,302
E01001438,Aged 65 years and over,176
E01001439,Aged 15 years and under,577
E01001439,Aged 16 to 24 years,272
E01001439,Aged 25 to 34 years,290
E01001439,Aged 35 to 49 years,455
E01001439,Aged 50 to 64 years,362
E01001439,Aged 65 years and over,174
E01001440,Aged 15 years and under,405
E01001440,Aged 16 to 24 years,201
E01001440,Aged 25 to 34 years,172
E01001440,Aged 35 to 49 years,339
E01001440,Aged 50 to 64 years,339
E01001440,Aged 65 years and over,220
E01001441,Aged 15 years and under,426
E01001441,Aged 16 to 24 years,190
E01001441,Aged 25 to 34 years,239
E01001441,Aged 35 to 49 years,352
E01001441,Aged 50 to 64 years,296
E01001441,Aged 65 years and over,143
E01001442,Aged 15 years and under,445
E01001442,Aged 16 to 24 years,225
E01001442,Aged 25 to 34 years,266
E01001442,Aged 35 to 49 years,330
E01001442,Aged 50 to 64 years,290
E01001442,Aged 65 years and over,176
E01001444,Aged 15 years and under,514
E01001444,Aged 16 to 24 years,221
E01001444,Aged 25 to 34 years,256
E01001444,Aged 35 to 49 years,351
E01001444,Aged 50 to 64 years,348
E01001444,Aged 65 years and over,217
E01001445,Aged 15 years and under,765
E01001445,Aged 16 to 24 years,261
E01001445,Aged 25 to 34 years,487
E01001445,Aged 35 to 49 years,686
E01001445,Aged 50 to 64 years,435
E01001445,Aged 65 years and over,165
E01001446,Aged 15 years and under,416
E01001446,Aged 16 to 24 years,220
E01001446,Aged 25 to 34 years,252
E01001446,Aged 35 to 49 years,384
E01001446,Aged 50 to 64 years,359
E01001446,Aged 65 years and over,226
E01001447,Aged 15 years and under,478
E01001447,Aged 16 to 24 years,240
E01001447,Aged 25 to 34 years,239
E01001447,Aged 35 to 49 years,403
E01001447,Aged 50 to 64 years,384
E01001447,Aged 65 years and over,246
E01001448,Aged 15 years and under,536
E01001448,Aged 16 to 24 years,247
E01001448,Aged 25 to 34 years,283
E01001448,Aged 35 to 49 years,358
E01001448,Aged 50 to 64 years,387
E01001448,Aged 65 years and over,171
E01001449,Aged 15 years and under,389
E01001449,Aged 16 to 24 years,234
E01001449,Aged 25 to 34 years,196
E01001449,Aged 35 to 49 years,344
E01001449,Aged 50 to 64 years,298
E01001449,Aged 65 years and over,181
E01001450,Aged 15 years and under,462
E01001450,Aged 16 to 24 years,197
E01001450,Aged 25 to 34 years,424
E01001450,Aged 35 to 49 years,566
E01001450,Aged 50 to 64 years,387
E01001450,Aged 65 years and over,340
E01001451,Aged 15 years and under,259
E01001451,Aged 16 to 24 years,142
E01001451,Aged 25 to 34 years,194
E01001451,Aged 35 to 49 years,318
E01001451,Aged 50 to 64 years,386
E01001451,Aged 65 years and over,365
E01001452,Aged 15 years and under,249
E01001452,Aged 16 to 24 years,143
E01001452,Aged 25 to 34 years,106
E01001452,Aged 35 to 49 years,263
E01001452,Aged 50 to 64 years,311
E01001452,Aged 65 years and over,299
E01001453,Aged 15 years and under,328
E01001453,Aged 16 to 24 years,109
E01001453,Aged 25 to 34 years,144
E01001453,Aged 35 to 49 years,316
E01001453,Aged 50 to 64 years,355
E01001453,Aged 65 years and over,408
E01001454,Aged 15 years and under,339
E01001454,Aged 16 to 24 years,147
E01001454,Aged 25 to 34 years,148
E01001454,Aged 35 to 49 years,318
E01001454,Aged 50 to 64 years,353
E01001454,Aged 65 years and over,397
E01001455,Aged 15 years and under,269
E01001455,Aged 16 to 24 years,124
E01001455,Aged 25 to 34 years,161
E01001455,Aged 35 to 49 years,315
E01001455,Aged 50 to 64 years,298
E01001455,Aged 65 years and over,289
E01001456,Aged 15 years and under,272
E01001456,Aged 16 to 24 years,122
E01001456,Aged 25 to 34 years,132
E01001456,Aged 35 to 49 years,282
E01001456,Aged 50 to 64 years,328
E01001456,Aged 65 years and over,259
E01001457,Aged 15 years and under,345
E01001457,Aged 16 to 24 years,88
E01001457,Aged 25 to 34 years,216
E01001457,Aged 35 to 49 years,466
E01001457,Aged 50 to 64 years,314
E01001457,Aged 65 years and over,383
E01001458,Aged 15 years and under,443
E01001458,Aged 16 to 24 years,229
E01001458,Aged 25 to 34 years,253
E01001458,Aged 35 to 49 years,402
E01001458,Aged 50 to 64 years,278
E01001458,Aged 65 years and over,182
E01001459,Aged 15 years and under,373
E01001459,Aged 16 to 24 years,232
E01001459,Aged 25 to 34 years,206
E01001459,Aged 35 to 49 years,345
E01001459,Aged 50 to 64 years,303
E01001459,Aged 65 years and over,259
E01001460,Aged 15 years and under,596
E01001460,Aged 16 to 24 years,233
E01001460,Aged 25 to 34 years,360
E01001460,Aged 35 to 49 years,477
E01001460,Aged 50 to 64 years,314
E01001460,Aged 65 years and over,133
E01001461,Aged 15 years and under,312
E01001461,Aged 16 to 24 years,225
E01001461,Aged 25 to 34 years,221
E01001461,Aged 35 to 49 years,320
E01001461,Aged 50 to 64 years,289
E01001461,Aged 65 years and over,207
E01001462,Aged 15 years and under,297
E01001462,Aged 16 to 24 years,168
E01001462,Aged 25 to 34 years,277
E01001462,Aged 35 to 49 years,244
E01001462,Aged 50 to 64 years,324
E01001462,Aged 65 years and over,146
E01001463,Aged 15 years and under,297
E01001463,Aged 16 to 24 years,187
E01001463,Aged 25 to 34 years,233
E01001463,Aged 35 to 49 years,319
E01001463,Aged 50 to 64 years,313
E01001463,Aged 65 years and over,210
E01001464,Aged 15 years and under,244
E01001464,Aged 16 to 24 years,213
E01001464,Aged 25 to 34 years,196
E01001464,Aged 35 to 49 years,230
E01001464,Aged 50 to 64 years,267
E01001464,Aged 65 years and over,163
E01001465,Aged 15 years and under,298
E01001465,Aged 16 to 24 years,190
E01001465,Aged 25 to 34 years,198
E01001465,Aged 35 to 49 years,322
E01001465,Aged 50 to 64 years,321
E01001465,Aged 65 years and over,233
E01001466,Aged 15 years and under,597
E01001466,Aged 16 to 24 years,221
E01001466,Aged 25 to 34 years,286
E01001466,Aged 35 to 49 years,365
E01001466,Aged 50 to 64 years,324
E01001466,Aged 65 years and over,204
E01001467,Aged 15 years and under,526
E01001467,Aged 16 to 24 years,275
E01001467,Aged 25 to 34 years,224
E01001467,Aged 35 to 49 years,426
E01001467,Aged 50 to 64 years,385
E01001467,Aged 65 years and over,161
E01001468,Aged 15 years and under,289
E01001468,Aged 16 to 24 years,111
E01001468,Aged 25 to 34 years,164
E01001468,Aged 35 to 49 years,319
E01001468,Aged 50 to 64 years,246
E01001468,Aged 65 years and over,287
E01001469,Aged 15 years and under,367
E01001469,Aged 16 to 24 years,171
E01001469,Aged 25 to 34 years,212
E01001469,Aged 35 to 49 years,430
E01001469,Aged 50 to 64 years,335
E01001469,Aged 65 years and over,252
