Lower layer Super Output Areas Code,Age (6 categories),Observation
E01004449,Aged 15 years and under,395
E01004449,Aged 16 to 24 years,287
E01004449,Aged 25 to 34 years,287
E01004449,Aged 35 to 49 years,380
E01004449,Aged 50 to 64 years,346
E01004449,Aged 65 years and over,198
E01004450,Aged 15 years and under,322
E01004450,Aged 16 to 24 years,181
E01004450,Aged 25 to 34 years,215
E01004450,Aged 35 to 49 years,335
E01004450,Aged 50 to 64 years,370
E01004450,Aged 65 years and over,286
E01004451,Aged 15 years and under,347
E01004451,Aged 16 to 24 years,209
E01004451,Aged 25 to 34 years,228
E01004451,Aged 35 to 49 years,357
E01004451,Aged 50 to 64 years,413
E01004451,Aged 65 years and over,293
E01004452,Aged 15 years and under,372
E01004452,Aged 16 to 24 years,177
E01004452,Aged 25 to 34 years,295
E01004452,Aged 35 to 49 years,441
E01004452,Aged 50 to 64 years,331
E01004452,Aged 65 years and over,271
E01004453,Aged 15 years and under,410
E01004453,Aged 16 to 24 years,148
E01004453,Aged 25 to 34 years,260
E01004453,Aged 35 to 49 years,428
E01004453,Aged 50 to 64 years,334
E01004453,Aged 65 years and over,236
E01004454,Aged 15 years and under,482
E01004454,Aged 16 to 24 years,195
E01004454,Aged 25 to 34 years,277
E01004454,Aged 35 to 49 years,436
E01004454,Aged 50 to 64 years,341
E01004454,Aged 65 years and over,241
E01004455,Aged 15 years and under,387
E01004455,Aged 16 to 24 years,192
E01004455,Aged 25 to 34 years,301
E01004455,Aged 35 to 49 years,416
E01004455,Aged 50 to 64 years,293
E01004455,Aged 65 years and over,204
E01004456,Aged 15 years and under,331
E01004456,Aged 16 to 24 years,254
E01004456,Aged 25 to 34 years,259
E01004456,Aged 35 to 49 years,289
E01004456,Aged 50 to 64 years,352
E01004456,Aged 65 years and over,197
E01004457,Aged 15 years and under,356
E01004457,Aged 16 to 24 years,163
E01004457,Aged 25 to 34 years,430
E01004457,Aged 35 to 49 years,523
E01004457,Aged 50 to 64 years,308
E01004457,Aged 65 years and over,126
E01004458,Aged 15 years and under,409
E01004458,Aged 16 to 24 years,198
E01004458,Aged 25 to 34 years,356
E01004458,Aged 35 to 49 years,592
E01004458,Aged 50 to 64 years,308
E01004458,Aged 65 years and over,175
E01004459,Aged 15 years and under,425
E01004459,Aged 16 to 24 years,264
E01004459,Aged 25 to 34 years,204
E01004459,Aged 35 to 49 years,357
E01004459,Aged 50 to 64 years,277
E01004459,Aged 65 years and over,139
E01004460,Aged 15 years and under,437
E01004460,Aged 16 to 24 years,179
E01004460,Aged 25 to 34 years,371
E01004460,Aged 35 to 49 years,588
E01004460,Aged 50 to 64 years,314
E01004460,Aged 65 years and over,158
E01004462,Aged 15 years and under,571
E01004462,Aged 16 to 24 years,149
E01004462,Aged 25 to 34 years,411
E01004462,Aged 35 to 49 years,724
E01004462,Aged 50 to 64 years,316
E01004462,Aged 65 years and over,184
E01004463,Aged 15 years and under,444
E01004463,Aged 16 to 24 years,140
E01004463,Aged 25 to 34 years,474
E01004463,Aged 35 to 49 years,642
E01004463,Aged 50 to 64 years,246
E01004463,Aged 65 years and over,101
E01004464,Aged 15 years and under,457
E01004464,Aged 16 to 24 years,165
E01004464,Aged 25 to 34 years,384
E01004464,Aged 35 to 49 years,426
E01004464,Aged 50 to 64 years,218
E01004464,Aged 65 years and over,79
E01004465,Aged 15 years and under,360
E01004465,Aged 16 to 24 years,124
E01004465,Aged 25 to 34 years,231
E01004465,Aged 35 to 49 years,440
E01004465,Aged 50 to 64 years,293
E01004465,Aged 65 years and over,157
E01004466,Aged 15 years and under,352
E01004466,Aged 16 to 24 years,115
E01004466,Aged 25 to 34 years,277
E01004466,Aged 35 to 49 years,510
E01004466,Aged 50 to 64 years,292
E01004466,Aged 65 years and over,173
E01004467,Aged 15 years and under,573
E01004467,Aged 16 to 24 years,222
E01004467,Aged 25 to 34 years,430
E01004467,Aged 35 to 49 years,624
E01004467,Aged 50 to 64 years,347
E01004467,Aged 65 years and over,159
E01004468,Aged 15 years and under,369
E01004468,Aged 16 to 24 years,124
E01004468,Aged 25 to 34 years,277
E01004468,Aged 35 to 49 years,489
E01004468,Aged 50 to 64 years,332
E01004468,Aged 65 years and over,190
E01004469,Aged 15 years and under,476
E01004469,Aged 16 to 24 years,276
E01004469,Aged 25 to 34 years,271
E01004469,Aged 35 to 49 years,453
E01004469,Aged 50 to 64 years,321
E01004469,Aged 65 years and over,129
E01004470,Aged 15 years and under,383
E01004470,Aged 16 to 24 years,188
E01004470,Aged 25 to 34 years,311
E01004470,Aged 35 to 49 years,427
E01004470,Aged 50 to 64 years,233
E01004470,Aged 65 years and over,129
E01004471,Aged 15 years and under,415
E01004471,Aged 16 to 24 years,176
E01004471,Aged 25 to 34 years,326
E01004471,Aged 35 to 49 years,435
E01004471,Aged 50 to 64 years,266
E01004471,Aged 65 years and over,158
E01004472,Aged 15 years and under,258
E01004472,Aged 16 to 24 years,167
E01004472,Aged 25 to 34 years,556
E01004472,Aged 35 to 49 years,374
E01004472,Aged 50 to 64 years,239
E01004472,Aged 65 years and over,189
E01004473,Aged 15 years and under,237
E01004473,Aged 16 to 24 years,172
E01004473,Aged 25 to 34 years,592
E01004473,Aged 35 to 49 years,392
E01004473,Aged 50 to 64 years,209
E01004473,Aged 65 years and over,174
E01004474,Aged 15 years and under,211
E01004474,Aged 16 to 24 years,195
E01004474,Aged 25 to 34 years,952
E01004474,Aged 35 to 49 years,375
E01004474,Aged 50 to 64 years,188
E01004474,Aged 65 years and over,97
E01004475,Aged 15 years and under,231
E01004475,Aged 16 to 24 years,146
E01004475,Aged 25 to 34 years,504
E01004475,Aged 35 to 49 years,295
E01004475,Aged 50 to 64 years,201
E01004475,Aged 65 years and over,132
E01004476,Aged 15 years and under,178
E01004476,Aged 16 to 24 years,253
E01004476,Aged 25 to 34 years,669
E01004476,Aged 35 to 49 years,377
E01004476,Aged 50 to 64 years,195
E01004476,Aged 65 years and over,140
E01004477,Aged 15 years and under,384
E01004477,Aged 16 to 24 years,131
E01004477,Aged 25 to 34 years,274
E01004477,Aged 35 to 49 years,362
E01004477,Aged 50 to 64 years,287
E01004477,Aged 65 years and over,220
E01004478,Aged 15 years and under,431
E01004478,Aged 16 to 24 years,139
E01004478,Aged 25 to 34 years,176
E01004478,Aged 35 to 49 years,428
E01004478,Aged 50 to 64 years,251
E01004478,Aged 65 years and over,139
E01004479,Aged 15 years and under,278
E01004479,Aged 16 to 24 years,128
E01004479,Aged 25 to 34 years,335
E01004479,Aged 35 to 49 years,325
E01004479,Aged 50 to 64 years,296
E01004479,Aged 65 years and over,153
E01004480,Aged 15 years and under,222
E01004480,Aged 16 to 24 years,184
E01004480,Aged 25 to 34 years,726
E01004480,Aged 35 to 49 years,332
E01004480,Aged 50 to 64 years,116
E01004480,Aged 65 years and over,140
E01004481,Aged 15 years and under,173
E01004481,Aged 16 to 24 years,201
E01004481,Aged 25 to 34 years,704
E01004481,Aged 35 to 49 years,270
E01004481,Aged 50 to 64 years,163
E01004481,Aged 65 years and over,129
E01004482,Aged 15 years and under,215
E01004482,Aged 16 to 24 years,183
E01004482,Aged 25 to 34 years,453
E01004482,Aged 35 to 49 years,328
E01004482,Aged 50 to 64 years,223
E01004482,Aged 65 years and over,155
E01004483,Aged 15 years and under,287
E01004483,Aged 16 to 24 years,171
E01004483,Aged 25 to 34 years,712
E01004483,Aged 35 to 49 years,521
E01004483,Aged 50 to 64 years,249
E01004483,Aged 65 years and over,162
E01004484,Aged 15 years and under,191
E01004484,Aged 16 to 24 years,185
E01004484,Aged 25 to 34 years,557
E01004484,Aged 35 to 49 years,267
E01004484,Aged 50 to 64 years,179
E01004484,Aged 65 years and over,118
E01004485,Aged 15 years and under,235
E01004485,Aged 16 to 24 years,161
E01004485,Aged 25 to 34 years,576
E01004485,Aged 35 to 49 years,315
E01004485,Aged 50 to 64 years,235
E01004485,Aged 65 years and over,211
E01004486,Aged 15 years and under,153
E01004486,Aged 16 to 24 years,102
E01004486,Aged 25 to 34 years,506
E01004486,Aged 35 to 49 years,326
E01004486,Aged 50 to 64 years,184
E01004486,Aged 65 years and over,154
E01004487,Aged 15 years and under,184
E01004487,Aged 16 to 24 years,143
E01004487,Aged 25 to 34 years,474
E01004487,Aged 35 to 49 years,297
E01004487,Aged 50 to 64 years,264
E01004487,Aged 65 years and over,131
E01004488,Aged 15 years and under,244
E01004488,Aged 16 to 24 years,121
E01004488,Aged 25 to 34 years,291
E01004488,Aged 35 to 49 years,291
E01004488,Aged 50 to 64 years,253
E01004488,Aged 65 years and over,131
E01004489,Aged 15 years and under,267
E01004489,Aged 16 to 24 years,152
E01004489,Aged 25 to 34 years,296
E01004489,Aged 35 to 49 years,284
E01004489,Aged 50 to 64 years,263
E01004489,Aged 65 years and over,102
E01004490,Aged 15 years and under,330
E01004490,Aged 16 to 24 years,123
E01004490,Aged 25 to 34 years,404
E01004490,Aged 35 to 49 years,412
E01004490,Aged 50 to 64 years,182
E01004490,Aged 65 years and over,120
E01004491,Aged 15 years and under,340
E01004491,Aged 16 to 24 years,483
E01004491,Aged 25 to 34 years,655
E01004491,Aged 35 to 49 years,627
E01004491,Aged 50 to 64 years,278
E01004491,Aged 65 years and over,126
E01004492,Aged 15 years and under,300
E01004492,Aged 16 to 24 years,145
E01004492,Aged 25 to 34 years,495
E01004492,Aged 35 to 49 years,414
E01004492,Aged 50 to 64 years,236
E01004492,Aged 65 years and over,150
E01004493,Aged 15 years and under,343
E01004493,Aged 16 to 24 years,140
E01004493,Aged 25 to 34 years,607
E01004493,Aged 35 to 49 years,455
E01004493,Aged 50 to 64 years,260
E01004493,Aged 65 years and over,143
E01004494,Aged 15 years and under,270
E01004494,Aged 16 to 24 years,160
E01004494,Aged 25 to 34 years,557
E01004494,Aged 35 to 49 years,443
E01004494,Aged 50 to 64 years,222
E01004494,Aged 65 years and over,132
E01004495,Aged 15 years and under,269
E01004495,Aged 16 to 24 years,255
E01004495,Aged 25 to 34 years,442
E01004495,Aged 35 to 49 years,301
E01004495,Aged 50 to 64 years,205
E01004495,Aged 65 years and over,114
E01004496,Aged 15 years and under,211
E01004496,Aged 16 to 24 years,127
E01004496,Aged 25 to 34 years,809
E01004496,Aged 35 to 49 years,471
E01004496,Aged 50 to 64 years,195
E01004496,Aged 65 years and over,117
E01004497,Aged 15 years and under,362
E01004497,Aged 16 to 24 years,117
E01004497,Aged 25 to 34 years,265
E01004497,Aged 35 to 49 years,392
E01004497,Aged 50 to 64 years,227
E01004497,Aged 65 years and over,134
E01004498,Aged 15 years and under,279
E01004498,Aged 16 to 24 years,106
E01004498,Aged 25 to 34 years,569
E01004498,Aged 35 to 49 years,454
E01004498,Aged 50 to 64 years,180
E01004498,Aged 65 years and over,100
E01004499,Aged 15 years and under,212
E01004499,Aged 16 to 24 years,165
E01004499,Aged 25 to 34 years,521
E01004499,Aged 35 to 49 years,380
E01004499,Aged 50 to 64 years,190
E01004499,Aged 65 years and over,140
E01004500,Aged 15 years and under,185
E01004500,Aged 16 to 24 years,181
E01004500,Aged 25 to 34 years,632
E01004500,Aged 35 to 49 years,474
E01004500,Aged 50 to 64 years,235
E01004500,Aged 65 years and over,220
E01004501,Aged 15 years and under,218
E01004501,Aged 16 to 24 years,198
E01004501,Aged 25 to 34 years,341
E01004501,Aged 35 to 49 years,325
E01004501,Aged 50 to 64 years,287
E01004501,Aged 65 years and over,165
E01004502,Aged 15 years and under,278
E01004502,Aged 16 to 24 years,128
E01004502,Aged 25 to 34 years,367
E01004502,Aged 35 to 49 years,362
E01004502,Aged 50 to 64 years,314
E01004502,Aged 65 years and over,191
E01004503,Aged 15 years and under,226
E01004503,Aged 16 to 24 years,174
E01004503,Aged 25 to 34 years,489
E01004503,Aged 35 to 49 years,381
E01004503,Aged 50 to 64 years,243
E01004503,Aged 65 years and over,187
E01004504,Aged 15 years and under,318
E01004504,Aged 16 to 24 years,136
E01004504,Aged 25 to 34 years,259
E01004504,Aged 35 to 49 years,373
E01004504,Aged 50 to 64 years,272
E01004504,Aged 65 years and over,166
E01004505,Aged 15 years and under,230
E01004505,Aged 16 to 24 years,124
E01004505,Aged 25 to 34 years,367
E01004505,Aged 35 to 49 years,426
E01004505,Aged 50 to 64 years,242
E01004505,Aged 65 years and over,229
E01004506,Aged 15 years and under,227
E01004506,Aged 16 to 24 years,158
E01004506,Aged 25 to 34 years,742
E01004506,Aged 35 to 49 years,589
E01004506,Aged 50 to 64 years,255
E01004506,Aged 65 years and over,246
E01004507,Aged 15 years and under,356
E01004507,Aged 16 to 24 years,213
E01004507,Aged 25 to 34 years,853
E01004507,Aged 35 to 49 years,675
E01004507,Aged 50 to 64 years,303
E01004507,Aged 65 years and over,185
E01004508,Aged 15 years and under,174
E01004508,Aged 16 to 24 years,198
E01004508,Aged 25 to 34 years,821
E01004508,Aged 35 to 49 years,383
E01004508,Aged 50 to 64 years,256
E01004508,Aged 65 years and over,170
E01004510,Aged 15 years and under,215
E01004510,Aged 16 to 24 years,156
E01004510,Aged 25 to 34 years,629
E01004510,Aged 35 to 49 years,418
E01004510,Aged 50 to 64 years,261
E01004510,Aged 65 years and over,163
E01004511,Aged 15 years and under,242
E01004511,Aged 16 to 24 years,155
E01004511,Aged 25 to 34 years,518
E01004511,Aged 35 to 49 years,381
E01004511,Aged 50 to 64 years,187
E01004511,Aged 65 years and over,106
E01004512,Aged 15 years and under,274
E01004512,Aged 16 to 24 years,107
E01004512,Aged 25 to 34 years,322
E01004512,Aged 35 to 49 years,355
E01004512,Aged 50 to 64 years,259
E01004512,Aged 65 years and over,137
E01004513,Aged 15 years and under,302
E01004513,Aged 16 to 24 years,174
E01004513,Aged 25 to 34 years,570
E01004513,Aged 35 to 49 years,494
E01004513,Aged 50 to 64 years,226
E01004513,Aged 65 years and over,163
E01004514,Aged 15 years and under,283
E01004514,Aged 16 to 24 years,136
E01004514,Aged 25 to 34 years,557
E01004514,Aged 35 to 49 years,460
E01004514,Aged 50 to 64 years,220
E01004514,Aged 65 years and over,166
E01004515,Aged 15 years and under,169
E01004515,Aged 16 to 24 years,185
E01004515,Aged 25 to 34 years,645
E01004515,Aged 35 to 49 years,345
E01004515,Aged 50 to 64 years,200
E01004515,Aged 65 years and over,140
E01004516,Aged 15 years and under,323
E01004516,Aged 16 to 24 years,385
E01004516,Aged 25 to 34 years,190
E01004516,Aged 35 to 49 years,297
E01004516,Aged 50 to 64 years,339
E01004516,Aged 65 years and over,212
E01004517,Aged 15 years and under,390
E01004517,Aged 16 to 24 years,254
E01004517,Aged 25 to 34 years,531
E01004517,Aged 35 to 49 years,617
E01004517,Aged 50 to 64 years,333
E01004517,Aged 65 years and over,137
E01004518,Aged 15 years and under,332
E01004518,Aged 16 to 24 years,177
E01004518,Aged 25 to 34 years,247
E01004518,Aged 35 to 49 years,406
E01004518,Aged 50 to 64 years,343
E01004518,Aged 65 years and over,226
E01004519,Aged 15 years and under,349
E01004519,Aged 16 to 24 years,192
E01004519,Aged 25 to 34 years,316
E01004519,Aged 35 to 49 years,423
E01004519,Aged 50 to 64 years,263
E01004519,Aged 65 years and over,213
E01004520,Aged 15 years and under,283
E01004520,Aged 16 to 24 years,221
E01004520,Aged 25 to 34 years,233
E01004520,Aged 35 to 49 years,280
E01004520,Aged 50 to 64 years,217
E01004520,Aged 65 years and over,169
E01004521,Aged 15 years and under,440
E01004521,Aged 16 to 24 years,191
E01004521,Aged 25 to 34 years,376
E01004521,Aged 35 to 49 years,512
E01004521,Aged 50 to 64 years,333
E01004521,Aged 65 years and over,184
E01004522,Aged 15 years and under,333
E01004522,Aged 16 to 24 years,175
E01004522,Aged 25 to 34 years,346
E01004522,Aged 35 to 49 years,411
E01004522,Aged 50 to 64 years,327
E01004522,Aged 65 years and over,137
E01004523,Aged 15 years and under,294
E01004523,Aged 16 to 24 years,122
E01004523,Aged 25 to 34 years,280
E01004523,Aged 35 to 49 years,335
E01004523,Aged 50 to 64 years,306
E01004523,Aged 65 years and over,300
E01004524,Aged 15 years and under,385
E01004524,Aged 16 to 24 years,180
E01004524,Aged 25 to 34 years,311
E01004524,Aged 35 to 49 years,440
E01004524,Aged 50 to 64 years,274
E01004524,Aged 65 years and over,249
E01004525,Aged 15 years and under,327
E01004525,Aged 16 to 24 years,251
E01004525,Aged 25 to 34 years,628
E01004525,Aged 35 to 49 years,415
E01004525,Aged 50 to 64 years,185
E01004525,Aged 65 years and over,123
E01004526,Aged 15 years and under,295
E01004526,Aged 16 to 24 years,171
E01004526,Aged 25 to 34 years,579
E01004526,Aged 35 to 49 years,403
E01004526,Aged 50 to 64 years,192
E01004526,Aged 65 years and over,137
E01004527,Aged 15 years and under,256
E01004527,Aged 16 to 24 years,204
E01004527,Aged 25 to 34 years,460
E01004527,Aged 35 to 49 years,311
E01004527,Aged 50 to 64 years,220
E01004527,Aged 65 years and over,208
E01004528,Aged 15 years and under,299
E01004528,Aged 16 to 24 years,160
E01004528,Aged 25 to 34 years,365
E01004528,Aged 35 to 49 years,371
E01004528,Aged 50 to 64 years,299
E01004528,Aged 65 years and over,158
E01004529,Aged 15 years and under,343
E01004529,Aged 16 to 24 years,168
E01004529,Aged 25 to 34 years,682
E01004529,Aged 35 to 49 years,500
E01004529,Aged 50 to 64 years,255
E01004529,Aged 65 years and over,157
E01004530,Aged 15 years and under,221
E01004530,Aged 16 to 24 years,167
E01004530,Aged 25 to 34 years,522
E01004530,Aged 35 to 49 years,394
E01004530,Aged 50 to 64 years,255
E01004530,Aged 65 years and over,188
E01004531,Aged 15 years and under,350
E01004531,Aged 16 to 24 years,214
E01004531,Aged 25 to 34 years,416
E01004531,Aged 35 to 49 years,386
E01004531,Aged 50 to 64 years,212
E01004531,Aged 65 years and over,183
E01004532,Aged 15 years and under,258
E01004532,Aged 16 to 24 years,94
E01004532,Aged 25 to 34 years,398
E01004532,Aged 35 to 49 years,326
E01004532,Aged 50 to 64 years,209
E01004532,Aged 65 years and over,156
E01004533,Aged 15 years and under,265
E01004533,Aged 16 to 24 years,115
E01004533,Aged 25 to 34 years,388
E01004533,Aged 35 to 49 years,305
E01004533,Aged 50 to 64 years,217
E01004533,Aged 65 years and over,158
E01004534,Aged 15 years and under,283
E01004534,Aged 16 to 24 years,257
E01004534,Aged 25 to 34 years,625
E01004534,Aged 35 to 49 years,370
E01004534,Aged 50 to 64 years,208
E01004534,Aged 65 years and over,177
E01004535,Aged 15 years and under,521
E01004535,Aged 16 to 24 years,215
E01004535,Aged 25 to 34 years,319
E01004535,Aged 35 to 49 years,414
E01004535,Aged 50 to 64 years,286
E01004535,Aged 65 years and over,102
E01004536,Aged 15 years and under,325
E01004536,Aged 16 to 24 years,492
E01004536,Aged 25 to 34 years,718
E01004536,Aged 35 to 49 years,444
E01004536,Aged 50 to 64 years,258
E01004536,Aged 65 years and over,114
E01004537,Aged 15 years and under,337
E01004537,Aged 16 to 24 years,291
E01004537,Aged 25 to 34 years,555
E01004537,Aged 35 to 49 years,395
E01004537,Aged 50 to 64 years,339
E01004537,Aged 65 years and over,155
E01004538,Aged 15 years and under,407
E01004538,Aged 16 to 24 years,257
E01004538,Aged 25 to 34 years,667
E01004538,Aged 35 to 49 years,549
E01004538,Aged 50 to 64 years,336
E01004538,Aged 65 years and over,262
E01004539,Aged 15 years and under,487
E01004539,Aged 16 to 24 years,272
E01004539,Aged 25 to 34 years,367
E01004539,Aged 35 to 49 years,485
E01004539,Aged 50 to 64 years,331
E01004539,Aged 65 years and over,150
E01004540,Aged 15 years and under,319
E01004540,Aged 16 to 24 years,233
E01004540,Aged 25 to 34 years,620
E01004540,Aged 35 to 49 years,506
E01004540,Aged 50 to 64 years,350
E01004540,Aged 65 years and over,206
E01004541,Aged 15 years and under,277
E01004541,Aged 16 to 24 years,202
E01004541,Aged 25 to 34 years,373
E01004541,Aged 35 to 49 years,345
E01004541,Aged 50 to 64 years,264
E01004541,Aged 65 years and over,236
E01004542,Aged 15 years and under,304
E01004542,Aged 16 to 24 years,128
E01004542,Aged 25 to 34 years,370
E01004542,Aged 35 to 49 years,343
E01004542,Aged 50 to 64 years,268
E01004542,Aged 65 years and over,159
E01004543,Aged 15 years and under,260
E01004543,Aged 16 to 24 years,168
E01004543,Aged 25 to 34 years,454
E01004543,Aged 35 to 49 years,353
E01004543,Aged 50 to 64 years,366
E01004543,Aged 65 years and over,140
E01004544,Aged 15 years and under,274
E01004544,Aged 16 to 24 years,110
E01004544,Aged 25 to 34 years,400
E01004544,Aged 35 to 49 years,332
E01004544,Aged 50 to 64 years,255
E01004544,Aged 65 years and over,164
E01004545,Aged 15 years and under,139
E01004545,Aged 16 to 24 years,169
E01004545,Aged 25 to 34 years,866
E01004545,Aged 35 to 49 years,450
E01004545,Aged 50 to 64 years,188
E01004545,Aged 65 years and over,125
E01004546,Aged 15 years and under,227
E01004546,Aged 16 to 24 years,146
E01004546,Aged 25 to 34 years,472
E01004546,Aged 35 to 49 years,314
E01004546,Aged 50 to 64 years,194
E01004546,Aged 65 years and over,146
E01004547,Aged 15 years and under,193
E01004547,Aged 16 to 24 years,147
E01004547,Aged 25 to 34 years,331
E01004547,Aged 35 to 49 years,261
E01004547,Aged 50 to 64 years,286
E01004547,Aged 65 years and over,206
E01004548,Aged 15 years and under,238
E01004548,Aged 16 to 24 years,229
E01004548,Aged 25 to 34 years,719
E01004548,Aged 35 to 49 years,396
E01004548,Aged 50 to 64 years,268
E01004548,Aged 65 years and over,182
E01004549,Aged 15 years and under,250
E01004549,Aged 16 to 24 years,133
E01004549,Aged 25 to 34 years,444
E01004549,Aged 35 to 49 years,374
E01004549,Aged 50 to 64 years,287
E01004549,Aged 65 years and over,175
E01004550,Aged 15 years and under,256
E01004550,Aged 16 to 24 years,127
E01004550,Aged 25 to 34 years,255
E01004550,Aged 35 to 49 years,247
E01004550,Aged 50 to 64 years,220
E01004550,Aged 65 years and over,256
E01004551,Aged 15 years and under,148
E01004551,Aged 16 to 24 years,169
E01004551,Aged 25 to 34 years,633
E01004551,Aged 35 to 49 years,354
E01004551,Aged 50 to 64 years,157
E01004551,Aged 65 years and over,104
E01004552,Aged 15 years and under,186
E01004552,Aged 16 to 24 years,229
E01004552,Aged 25 to 34 years,967
E01004552,Aged 35 to 49 years,370
E01004552,Aged 50 to 64 years,142
E01004552,Aged 65 years and over,79
E01004553,Aged 15 years and under,271
E01004553,Aged 16 to 24 years,150
E01004553,Aged 25 to 34 years,633
E01004553,Aged 35 to 49 years,393
E01004553,Aged 50 to 64 years,187
E01004553,Aged 65 years and over,128
E01004554,Aged 15 years and under,354
E01004554,Aged 16 to 24 years,150
E01004554,Aged 25 to 34 years,421
E01004554,Aged 35 to 49 years,397
E01004554,Aged 50 to 64 years,226
E01004554,Aged 65 years and over,109
E01004555,Aged 15 years and under,472
E01004555,Aged 16 to 24 years,129
E01004555,Aged 25 to 34 years,239
E01004555,Aged 35 to 49 years,448
E01004555,Aged 50 to 64 years,300
E01004555,Aged 65 years and over,135
E01004556,Aged 15 years and under,485
E01004556,Aged 16 to 24 years,96
E01004556,Aged 25 to 34 years,247
E01004556,Aged 35 to 49 years,456
E01004556,Aged 50 to 64 years,243
E01004556,Aged 65 years and over,119
E01004557,Aged 15 years and under,401
E01004557,Aged 16 to 24 years,169
E01004557,Aged 25 to 34 years,281
E01004557,Aged 35 to 49 years,463
E01004557,Aged 50 to 64 years,271
E01004557,Aged 65 years and over,144
E01004558,Aged 15 years and under,462
E01004558,Aged 16 to 24 years,167
E01004558,Aged 25 to 34 years,324
E01004558,Aged 35 to 49 years,490
E01004558,Aged 50 to 64 years,267
E01004558,Aged 65 years and over,135
E01004559,Aged 15 years and under,344
E01004559,Aged 16 to 24 years,162
E01004559,Aged 25 to 34 years,188
E01004559,Aged 35 to 49 years,361
E01004559,Aged 50 to 64 years,277
E01004559,Aged 65 years and over,137
E01004560,Aged 15 years and under,301
E01004560,Aged 16 to 24 years,180
E01004560,Aged 25 to 34 years,494
E01004560,Aged 35 to 49 years,465
E01004560,Aged 50 to 64 years,320
E01004560,Aged 65 years and over,176
E01004563,Aged 15 years and under,420
E01004563,Aged 16 to 24 years,255
E01004563,Aged 25 to 34 years,563
E01004563,Aged 35 to 49 years,482
E01004563,Aged 50 to 64 years,324
E01004563,Aged 65 years and over,136
E01004564,Aged 15 years and under,213
E01004564,Aged 16 to 24 years,237
E01004564,Aged 25 to 34 years,682
E01004564,Aged 35 to 49 years,352
E01004564,Aged 50 to 64 years,239
E01004564,Aged 65 years and over,150
E01004565,Aged 15 years and under,197
E01004565,Aged 16 to 24 years,181
E01004565,Aged 25 to 34 years,614
E01004565,Aged 35 to 49 years,339
E01004565,Aged 50 to 64 years,198
E01004565,Aged 65 years and over,131
E01004566,Aged 15 years and under,227
E01004566,Aged 16 to 24 years,112
E01004566,Aged 25 to 34 years,519
E01004566,Aged 35 to 49 years,372
E01004566,Aged 50 to 64 years,250
E01004566,Aged 65 years and over,200
E01004567,Aged 15 years and under,475
E01004567,Aged 16 to 24 years,294
E01004567,Aged 25 to 34 years,542
E01004567,Aged 35 to 49 years,539
E01004567,Aged 50 to 64 years,344
E01004567,Aged 65 years and over,171
E01004568,Aged 15 years and under,371
E01004568,Aged 16 to 24 years,644
E01004568,Aged 25 to 34 years,231
E01004568,Aged 35 to 49 years,249
E01004568,Aged 50 to 64 years,184
E01004568,Aged 65 years and over,83
E01004569,Aged 15 years and under,459
E01004569,Aged 16 to 24 years,527
E01004569,Aged 25 to 34 years,353
E01004569,Aged 35 to 49 years,432
E01004569,Aged 50 to 64 years,363
E01004569,Aged 65 years and over,248
E01004570,Aged 15 years and under,440
E01004570,Aged 16 to 24 years,299
E01004570,Aged 25 to 34 years,321
E01004570,Aged 35 to 49 years,399
E01004570,Aged 50 to 64 years,265
E01004570,Aged 65 years and over,207
E01004571,Aged 15 years and under,366
E01004571,Aged 16 to 24 years,253
E01004571,Aged 25 to 34 years,350
E01004571,Aged 35 to 49 years,427
E01004571,Aged 50 to 64 years,284
E01004571,Aged 65 years and over,165
E01004572,Aged 15 years and under,343
E01004572,Aged 16 to 24 years,184
E01004572,Aged 25 to 34 years,208
E01004572,Aged 35 to 49 years,438
E01004572,Aged 50 to 64 years,294
E01004572,Aged 65 years and over,216
E01004573,Aged 15 years and under,307
E01004573,Aged 16 to 24 years,189
E01004573,Aged 25 to 34 years,284
E01004573,Aged 35 to 49 years,422
E01004573,Aged 50 to 64 years,301
E01004573,Aged 65 years and over,182
E01004574,Aged 15 years and under,574
E01004574,Aged 16 to 24 years,466
E01004574,Aged 25 to 34 years,309
E01004574,Aged 35 to 49 years,409
E01004574,Aged 50 to 64 years,267
E01004574,Aged 65 years and over,93
E01004575,Aged 15 years and under,301
E01004575,Aged 16 to 24 years,408
E01004575,Aged 25 to 34 years,276
E01004575,Aged 35 to 49 years,307
E01004575,Aged 50 to 64 years,261
E01004575,Aged 65 years and over,335
E01004576,Aged 15 years and under,387
E01004576,Aged 16 to 24 years,183
E01004576,Aged 25 to 34 years,213
E01004576,Aged 35 to 49 years,359
E01004576,Aged 50 to 64 years,285
E01004576,Aged 65 years and over,177
E01004577,Aged 15 years and under,272
E01004577,Aged 16 to 24 years,201
E01004577,Aged 25 to 34 years,449
E01004577,Aged 35 to 49 years,376
E01004577,Aged 50 to 64 years,324
E01004577,Aged 65 years and over,226
E01004579,Aged 15 years and under,291
E01004579,Aged 16 to 24 years,175
E01004579,Aged 25 to 34 years,459
E01004579,Aged 35 to 49 years,395
E01004579,Aged 50 to 64 years,330
E01004579,Aged 65 years and over,222
E01004580,Aged 15 years and under,343
E01004580,Aged 16 to 24 years,229
E01004580,Aged 25 to 34 years,669
E01004580,Aged 35 to 49 years,444
E01004580,Aged 50 to 64 years,259
E01004580,Aged 65 years and over,171
